Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC,Notes,,
P,UW,M19,C01,PUWM19C01,PUWM19C01,05/16/2013,05/27/2013,12,1415,1433,4,15,Construct,Code 02.,"Joining ""C01a"" and ""C01b"" under the name of ""C01"".",Code 02a.,P-P-S-1562-0001,"Model has no separation, uniting a and b",,
P,UW,M19,W09,PUWM19W09,PUWM19W09,06/11/2013,06/13/2013,3,696,649,3,25,Construct,,,,,,,
P,UW,M19,W08,PUWM19W08,PUWM19W08,07/08/2013,07/08/2013,1,578,545,1,11,Construct,,,,,,,
P,UW,M19,W07,PUWM19W07,PUWM19W07,07/19/2013,07/20/2013,2,445,441,2,24,Construct,,,,,,,
P,UW,M19,W06,PUWM19W06,PUWM19W06,08/13/2013,08/14/2013,2,336,387,2,19,Construct,,,,,,,
P,UW,M19,W05,PUWM19W05,PUWM19W05,09/02/2013,09/02/2013,1,351,360,1,16,Construct,,,,,,,
P,UW,M19,W04,PUWM19W04,PUWM19W04,09/18/2013,09/19/2013,2,244,249,2,21,Construct,,,,,,,
P,UW,M19,W03,PUWM19W03,PUWM19W03,10/10/2013,10/10/2013,1,245,253,1,19,Construct,,,,,,,
P,UW,M19,W02,PUWM19W02,PUWM19W02,10/29/2013,10/30/2013,2,241,251,2,286,Construct,,,,,,,
P,UW,M19,W01,PUWM19W01,PUWM19W01,08/12/2014,08/13/2014,2,110,109,2,-915,Construct,,,,,,,
P,UW,M20,F02,PUWM20F02,PUWM20F02,02/10/2012,02/11/2012,2,863.98,809.98,2,13,Construct,,,,,,,
P,UW,M20,F01,PUWM20F01,PUWM20F01,02/24/2012,02/25/2012,2,840,910,2,136,Construct,,,,,,,
P,UW,M20,C04a,PUWM20C04a,PUWM20C04a,07/10/2012,08/02/2012,24,221,193,2,-51,Construct,,,,,,,
P,UW,M20,C04b,PUWM20C04b,PUWM20C04b,06/12/2012,06/12/2012,1,180,180,1,50,Construct,,,,,,,
P,UW,M20,C04c,PUWM20C04c,PUWM20C04c,08/01/2012,08/01/2012,1,69,24,1,-5,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M20,C03a,PUWM20C03a,PUWM20C03a,07/27/2012,07/27/2012,1,169,169,1,-9,Construct,,,,,,,
P,UW,M20,C03b,PUWM20C03b,PUWM20C03b,07/18/2012,07/18/2012,1,180,180,1,23,Construct,,,,,,,
P,UW,M20,C03c,PUWM20C03c,PUWM20C03c,08/10/2012,08/10/2012,1,86,78,1,14,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M20,C02,PUWM20C02,PUWM20C02,08/24/2012,08/24/2012,1,308,294,1,7,Construct,,,,,,,
P,UW,M20,C01,PUWM20C01,PUWM20C01,08/31/2012,09/08/2012,9,994,985,4,175,Construct,Code 02.,"Joining ""C01a"" and ""C01b"" under the name of ""C01"".",Code 02a.,P-P-S-1622-0001,"Model has no separation, uniting a and b",,
P,UW,M20,W09,PUWM20W09,PUWM20W09,03/02/2013,03/02/2013,1,457,488,1,10,Construct,,,,,,,
P,UW,M20,W08,PUWM20W08,PUWM20W08,03/12/2013,03/13/2013,2,417,413,2,10,Construct,,,,,,,
P,UW,M20,W07,PUWM20W07,PUWM20W07,03/23/2013,03/23/2013,1,320,339,1,10,Construct,,,,,,,
P,UW,M20,W06,PUWM20W06,PUWM20W06,04/02/2013,04/02/2013,1,252,246,1,11,Construct,,,,,,,
P,UW,M20,W05,PUWM20W05,PUWM20W05,04/13/2013,04/13/2013,1,292,258,1,12,Construct,,,,,,,
P,UW,M20,W04,PUWM20W04,PUWM20W04,04/25/2013,04/26/2013,2,204,191,2,12,Construct,,,,,,,
P,UW,M20,W03,PUWM20W03,PUWM20W03,05/08/2013,05/08/2013,1,196,191,1,10,Construct,,,,,,,
P,UW,M20,W02,PUWM20W02,PUWM20W02,05/18/2013,05/18/2013,1,176,173,1,419,Construct,,,,,,,
P,UW,M20,W01,PUWM20W01,PUWM20W01,07/11/2014,07/11/2014,1,85,76,1,-1038,Construct,,,,,,,
P,UW,M21,F02,PUWM21F02,PUWM21F02,09/07/2011,09/07/2011,1,668,658,1,13,Construct,,,,,,,
P,UW,M21,F01,PUWM21F01,PUWM21F01,09/20/2011,10/05/2011,16,941,918,2,47,Construct,Code 02.,"Joining ""F01"" and ""F01 Chamfer"" under the name of ""F01"".",Code 02a.,P-P-S-1641-0002,"Model has no ""a"" in the name, joining pours",,
P,UW,M21,C04a,PUWM21C04a,PUWM21C04a,11/21/2011,11/21/2011,1,178,178,1,112,Construct,,,,,,,
P,UW,M21,C04b,PUWM21C04b,PUWM21C04b,03/12/2012,03/13/2012,2,232,159,2,-108,Construct,,,,,,,
P,UW,M21,C04c,PUWM21C04c,PUWM21C04c,11/26/2011,11/26/2011,1,80,80,1,5,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M21,C03a,PUWM21C03a,PUWM21C03a,12/01/2011,12/01/2011,1,168,168,1,119,Construct,,,,,,,
P,UW,M21,C03b,PUWM21C03b,PUWM21C03b,03/29/2012,03/29/2012,1,214,195,1,-114,Construct,,,,,,,
P,UW,M21,C03c,PUWM21C03c,PUWM21C03c,12/06/2011,12/07/2011,2,82,82,2,176,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M21,C02,PUWM21C02,PUWM21C02,05/31/2012,05/31/2012,1,328,299,1,7,Construct,,,,,,,
P,UW,M21,C01,PUWM21C01,PUWM21C01,06/07/2012,06/22/2012,16,1025,998,4,301,Construct,Code 02.,"Joining ""C01a"" and ""C01b"" under the name of ""C01"".",Code 02a.,P-P-S-1641-0002,"Model has no separation, uniting a and b",,
P,UW,M21,W09,PUWM21W09,PUWM21W09,04/19/2013,04/19/2013,1,483,488,1,8,Construct,,,,,,,
P,UW,M21,W08,PUWM21W08,PUWM21W08,04/27/2013,04/27/2013,1,424,419,1,11,Construct,,,,,,,
P,UW,M21,W07,PUWM21W07,PUWM21W07,05/08/2013,05/09/2013,2,328,344,2,13,Construct,,,,,,,
P,UW,M21,W06,PUWM21W06,PUWM21W06,05/22/2013,05/22/2013,1,264,268,1,9,Construct,,,,,,,
P,UW,M21,W05,PUWM21W05,PUWM21W05,05/31/2013,06/01/2013,2,272,274,2,7,Construct,,,,,,,
P,UW,M21,W04,PUWM21W04,PUWM21W04,06/08/2013,06/08/2013,1,192,184,1,11,Construct,,,,,,,
P,UW,M21,W03,PUWM21W03,PUWM21W03,06/19/2013,06/19/2013,1,204,183,1,7,Construct,,,,,,,
P,UW,M21,W02,PUWM21W02,PUWM21W02,06/26/2013,06/26/2013,1,152,163,1,390,Construct,,,,,,,
P,UW,M21,W01,PUWM21W01,PUWM21W01,07/21/2014,07/21/2014,1,82,60,1,-1004,Construct,,,,,,,
P,UW,M22,F02,PUWM22F02,PUWM22F02,10/21/2011,10/22/2011,2,696,658,2,6,Construct,,,,,,,
P,UW,M22,F01,PUWM22F01,PUWM22F01,10/28/2011,11/16/2011,20,919,918,4,389,Construct,,,,,"Model has no ""a"" in the name, joining pours",,
P,UW,M22,C04a,PUWM22C04a,PUWM22C04a,12/09/2012,12/09/2012,1,184,184,1,-300,Construct,,,,,,,
P,UW,M22,C04b,PUWM22C04b,PUWM22C04b,02/13/2012,02/13/2012,1,224,135,1,-72,Construct,,,,,,,
P,UW,M22,C04c,PUWM22C04c,PUWM22C04c,12/03/2011,12/03/2011,1,96,96,3,27,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M22,C03a,PUWM22C03a,PUWM22C03a,12/30/2011,01/05/2012,7,197.02,197,3,61,Construct,,,,,,,
P,UW,M22,C03b,PUWM22C03b,PUWM22C03b,03/06/2012,03/06/2012,1,207,163,1,-67,Construct,,,,,,,
P,UW,M22,C03c,PUWM22C03c,PUWM22C03c,12/30/2011,12/30/2011,1,83,83,1,193,Construct,,,,,Table and model have correct name..review model.,,
P,UW,M22,C02,PUWM22C02,PUWM22C02,07/10/2012,07/11/2012,2,320,298,2,6,Construct,,,,,,,
P,UW,M22,C01,PUWM22C01,PUWM22C01,07/17/2012,07/31/2012,15,1002,998,3,30,Construct,Code 02.,"Joining ""C01a"" and ""C01b"" under the name of ""C01"".",Code 02a.,P-P-S-1592-0001,"Model has no separation, uniting a and b",,
P,UW,M22,W09,PUWM22W09,PUWM22W09,08/30/2012,08/31/2012,2,579,494,2,14,Construct,,,,,,,
P,UW,M22,W08,PUWM22W08,PUWM22W08,09/14/2012,09/15/2012,2,414,419,2,154,Construct,,,,,,,
P,UW,M22,W07,PUWM22W07,PUWM22W07,02/16/2013,02/16/2013,1,344,344,1,9,Construct,,,,,,,
P,UW,M22,W06,PUWM22W06,PUWM22W06,02/25/2013,02/25/2013,1,256,260,1,9,Construct,,,,,,,
P,UW,M22,W05,PUWM22W05,PUWM22W05,03/06/2013,03/06/2013,1,256,275,1,10,Construct,,,,,,,
P,UW,M22,W04,PUWM22W04,PUWM22W04,03/16/2013,03/16/2013,1,208,206,1,17,Construct,,,,,,,
P,UW,M22,W03,PUWM22W03,PUWM22W03,04/02/2013,04/03/2013,2,209,196,2,7,Construct,,,,,,,
P,UW,M22,W02,PUWM22W02,PUWM22W02,04/10/2013,04/10/2013,1,166,157,1,484,Construct,,,,,,,
P,UW,M22,W01,PUWM22W01,PUWM22W01,08/07/2014,08/07/2014,1,78,80,1,-1044,Construct,,,,,,,
P,UW,M23,F02,PUWM23F02,PUWM23F02,09/28/2011,09/28/2011,1,1144,996,1,12,Construct,,,,,,,
P,UW,M23,F01,PUWM23F01,PUWM23F01,10/10/2011,01/11/2013,460,984,959,8,-29,Construct,,,,,"Model has no separation, uniting a, b, and c",,
P,UW,M23,C04a,PUWM23C04a,PUWM23C04a,12/13/2012,12/13/2012,1,177,177,1,35,Construct,,,,,,,
P,UW,M23,C04b,PUWM23C04b,PUWM23C04b,01/17/2013,01/18/2013,2,376,366,2,-1,Construct,,,,,,,
P,UW,M23,C04c,PUWM23C04c,PUWM23C04c,01/17/2013,01/18/2013,2,0,0,0,-22,Construct,Code 01.,"A new row was created under the name of ""W04"" with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-1661-0002,,,
P,UW,M23,C03a,PUWM23C03a,PUWM23C03a,12/27/2012,12/27/2012,1,161,151,1,40,Construct,,,,,,,
P,UW,M23,C03b,PUWM23C03b,PUWM23C03b,02/05/2013,02/05/2013,1,280,300,1,0,Construct,,,,,,,
P,UW,M23,C03c,PUWM23C03c,PUWM23C03c,02/05/2013,02/05/2013,1,0,0,0,90,Construct,Code 01.,"A new row was created under the name of ""W04"" with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-1661-0002,,,
P,UW,M23,C02,PUWM23C02,PUWM23C02,05/06/2013,05/07/2013,2,241,230,2,2,Construct,,,,,,,
P,UW,M23,C01,PUWM23C01,PUWM23C01,05/09/2013,05/23/2013,15,1487,1595,4,13,Construct,Code 02.,"Joining ""C01a"", ""C01b"" and ""C01b (2nd stage)"" under the name of ""C01"".",Code 02a.,P-P-S-1661-0002,"Model has no separation, uniting a and b",,
P,UW,M23,W09,PUWM23W09,PUWM23W09,06/05/2013,06/05/2013,1,550,579,1,24,Construct,,,,,,,
P,UW,M23,W08,PUWM23W08,PUWM23W08,06/29/2013,06/29/2013,1,484,485,1,10,Construct,,,,,,,
P,UW,M23,W07,PUWM23W07,PUWM23W07,07/09/2013,07/10/2013,2,344,398,2,19,Construct,,,,,,,
P,UW,M23,W06,PUWM23W06,PUWM23W06,07/29/2013,07/29/2013,1,332,300,1,7,Construct,,,,,,,
P,UW,M23,W05,PUWM23W05,PUWM23W05,08/05/2013,08/05/2013,1,312,300,1,15,Construct,,,,,,,
P,UW,M23,W04,PUWM23W04,PUWM23W04,08/20/2013,08/21/2013,2,263,236,2,5,Construct,,,,,,,
P,UW,M23,W03,PUWM23W03,PUWM23W03,08/26/2013,08/27/2013,2,200,218,2,6,Construct,,,,,,,
P,UW,M23,W02,PUWM23W02,PUWM23W02,09/02/2013,09/02/2013,1,176,180,1,350,Construct,,,,,,,
P,UW,M23,W01,PUWM23W01,PUWM23W01,08/18/2014,08/19/2014,2,75,71,2,,Construct,,,,,,,
