Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Activity Type,Days before next lift,,Revision Process,,RFC number
P,LW,M17,W09,PLWM17W09,PLWM17W09,2/27/2013,2/28/2013,2,367,343,2,Construct,14,,,,
P,LW,M17,W08,PLWM17W08,PLWM17W08,3/14/2013,3/18/2013,5,290,250,2,Construct,14,,,,
P,LW,M17,W07,PLWM17W07,PLWM17W07,4/1/2013,4/1/2013,1,219,207,1,Construct,18,,,,
P,LW,M17,W06,PLWM17W06,PLWM17W06,4/19/2013,4/19/2013,1,233,218,1,Construct,19,,,,
P,LW,M17,W05,PLWM17W05,PLWM17W05,5/8/2013,5/9/2013,2,189,175,2,Construct,26,,,,
P,LW,M17,W04,PLWM17W04,PLWM17W04,6/4/2013,6/4/2013,1,159,154,1,Construct,399,,,,
P,LW,M17,W03,PLWM17W03,PLWM17W03,7/8/2014,7/8/2014,1,133,134,1,Construct,7,,,,
P,LW,M17,W02,PLWM17W02,PLWM17W02,7/15/2014,7/15/2014,1,110,113,1,Construct,35,,,,
P,LW,M17,W01,PLWM17W01,PLWM17W01,8/19/2014,5/11/2015,266,71,71,2,Construct,-833,,,,
P,LW,M18,F02,PLWM18F02,PLWM18F02,1/28/2013,2/6/2013,10,601,536,3,Construct,-9,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3540-0001
P,LW,M18,F03,PLWM18F03,PLWM18F03,1/28/2013,1/29/2013,2,0,0,0,Construct,15,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3540-0001
P,LW,M18,F01,PLWM18F01,PLWM18F01,2/13/2013,2/13/2013,1,457,467,1,Construct,12,,,,
P,LW,M18,C04 b,PLWM18C04b,PLWM18C04b,2/25/2013,2/25/2013,1,135,125,1,Construct,8,,,,
P,LW,M18,C04 c,PLWM18C04c,PLWM18C04c,3/5/2013,3/5/2013,1,52,46,1,Construct,4,,,,
P,LW,M18,C03 b,PLWM18C03b,PLWM18C03b,3/9/2013,3/9/2013,1,121,150,1,Construct,3,,,,
P,LW,M18,C04 a,PLWM18C04a,PLWM18C04a,3/12/2013,3/12/2013,1,196,230,1,Construct,22,,,,
P,LW,M18,C03 c,PLWM18C03c,PLWM18C03c,4/3/2013,4/3/2013,1,51,49,1,Construct,6,,,,
P,LW,M18,C03 a,PLWM18C03a,PLWM18C03a,4/9/2013,4/10/2013,2,234,224,2,Construct,16,,,,
P,LW,M18,C02,PLWM18C02,PLWM18C02,4/26/2013,4/27/2013,2,264,227,2,Construct,9,,,,
P,LW,M18,C01,PLWM18C01,PLWM18C01,5/6/2013,5/11/2013,6,755,751,3,Construct,196,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3541-0001
P,LW,M18,W11,PLWM18W11,PLWM18W11,11/23/2013,11/23/2013,1,292,293,1,Construct,10,,,,
P,LW,M18,W10,PLWM18W10,PLWM18W10,12/3/2013,12/3/2013,1,256,247,1,Construct,7,,,,
P,LW,M18,W09,PLWM18W09,PLWM18W09,12/10/2013,12/10/2013,1,208,202,1,Construct,6,,,,
P,LW,M18,W08,PLWM18W08,PLWM18W08,12/16/2013,12/17/2013,2,153,145,2,Construct,9,,,,
P,LW,M18,W07,PLWM18W07,PLWM18W07,12/26/2013,12/26/2013,1,117,121,1,Construct,16,,,,
P,LW,M18,W06,PLWM18W06,PLWM18W06,1/11/2014,1/11/2014,1,129,125,1,Construct,18,,,,
P,LW,M18,W05,PLWM18W05,PLWM18W05,1/29/2014,1/29/2014,1,121,100,1,Construct,38,,,,
P,LW,M18,W04,PLWM18W04,PLWM18W04,3/8/2014,3/8/2014,1,104,92,1,Construct,12,,,,
P,LW,M18,W03,PLWM18W03,PLWM18W03,3/20/2014,3/20/2014,1,85,86,1,Construct,12,,,,
P,LW,M18,W02,PLWM18W02,PLWM18W02,4/1/2014,4/1/2014,1,81,78,1,Construct,193,,,,
P,LW,M18,W01,PLWM18W01,PLWM18W01,10/11/2014,5/13/2015,215,62,52,2,Construct,-639,,,,
P,LW,M19,F02,PLWM19F02,PLWM19F02,8/12/2013,8/13/2013,2,842,792,2,Construct,11,,,,
P,LW,M19,F01,PLWM19F01,PLWM19F01,8/24/2013,8/25/2013,2,1142,1155,2,Construct,26,,,,
P,LW,M19,C04 a,PLWM19C04a,PLWM19C04a,9/20/2013,9/20/2013,1,437,398,1,Construct,27,,,,
P,LW,M19,C03 a,PLWM19C03a,PLWM19C03a,10/17/2013,10/18/2013,2,501,531,2,Construct,3,,,,
P,LW,M19,C04 c,PLWM19C04c,PLWM19C04c,10/21/2013,10/21/2013,1,129,111,1,Construct,16,,,,
P,LW,M19,C04 b,PLWM19C04b,PLWM19C04b,11/6/2013,11/6/2013,1,237,230,1,Construct,2,,,,
P,LW,M19,C03 c,PLWM19C03c,PLWM19C03c,11/8/2013,11/8/2013,1,112,111,1,Construct,8,,,,
P,LW,M19,C03 b,PLWM19C03b,PLWM19C03b,11/16/2013,11/16/2013,1,281,256,1,Construct,13,,,,
P,LW,M19,C02,PLWM19C02,PLWM19C02,11/29/2013,11/30/2013,2,575,575,2,Construct,4,,,,
P,LW,M19,C01,PLWM19C01,PLWM19C01,12/4/2013,12/14/2013,11,1665,1692,4,Construct,13,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3561-0002
P,LW,M19,W11,PLWM19W11,PLWM19W11,12/27/2013,12/28/2013,2,649,649,2,Construct,16,,,,
P,LW,M19,W10,PLWM19W10,PLWM19W10,1/13/2014,1/13/2014,1,579,587,1,Construct,9,,,,
P,LW,M19,W09,PLWM19W09,PLWM19W09,1/22/2014,1/22/2014,1,449,441,1,Construct,31,,,,
P,LW,M19,W08,PLWM19W08,PLWM19W08,2/22/2014,2/22/2014,1,304,316,1,Construct,19,,,,
P,LW,M19,W07,PLWM19W07,PLWM19W07,3/13/2014,3/13/2014,1,256,259,1,Construct,13,,,,
P,LW,M19,W06,PLWM19W06,PLWM19W06,3/26/2014,3/26/2014,1,248,269,1,Construct,8,,,,
P,LW,M19,W05,PLWM19W05,PLWM19W05,4/3/2014,4/3/2014,1,200,211,1,Construct,19,,,,
P,LW,M19,W04,PLWM19W04,PLWM19W04,4/22/2014,4/22/2014,1,204,199,1,Construct,27,,,,
P,LW,M19,W03,PLWM19W03,PLWM19W03,5/19/2014,5/19/2014,1,174,199,1,Construct,7,,,,
P,LW,M19,W02,PLWM19W02,PLWM19W02,5/26/2014,5/26/2014,1,176,193,1,Construct,192,,,,
P,LW,M19,W01,PLWM19W01,PLWM19W01,12/4/2014,12/4/2014,1,112,118,1,Construct,-680,,,,
P,LW,M20,F02,PLWM20F02,PLWM20F02,1/23/2013,1/24/2013,2,980,897,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3580-0001
P,LW,M20,F03,PLWM20F03,PLWM20F03,1/23/2013,1/24/2013,2,0,0,0,Construct,6,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3580-0001
P,LW,M20,F01,PLWM20F01,PLWM20F01,1/30/2013,1/31/2013,2,765,776,2,Construct,13,,,,
P,LW,M20,C04 a,PLWM20C04a,PLWM20C04a,2/13/2013,2/14/2013,2,430,318,2,Construct,4,,,,
P,LW,M20,C04 b,PLWM20C04b,PLWM20C04b,2/18/2013,2/18/2013,1,170,209,1,Construct,3,,,,
P,LW,M20,C03 a,PLWM20C03a,PLWM20C03a,2/21/2013,2/22/2013,2,464,364,2,Construct,-1,,,,
P,LW,M20,C04 c,PLWM20C04c,PLWM20C04c,2/21/2013,2/21/2013,1,97,91,1,Construct,7,,,,
P,LW,M20,C03 b,PLWM20C03b,PLWM20C03b,2/28/2013,2/28/2013,1,196,246,1,Construct,4,,,,
P,LW,M20,C03 c,PLWM20C03c,PLWM20C03c,3/4/2013,3/4/2013,1,81,87,1,Construct,12,,,,
P,LW,M20,C02,PLWM20C02,PLWM20C02,3/16/2013,3/16/2013,1,433,480,1,Construct,7,,,,
P,LW,M20,C01,PLWM20C01,PLWM20C01,3/23/2013,4/4/2013,13,1263,1293,3,Construct,46,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3581-0002
P,LW,M20,W11,PLWM20W11,PLWM20W11,5/20/2013,5/21/2013,2,436,494,2,Construct,6,,,,
P,LW,M20,W10,PLWM20W10,PLWM20W10,5/27/2013,5/28/2013,2,406,403,2,Construct,8,,,,
P,LW,M20,W09,PLWM20W09,PLWM20W09,6/5/2013,6/5/2013,1,291,329,1,Construct,9,,,,
P,LW,M20,W08,PLWM20W08,PLWM20W08,6/14/2013,6/14/2013,1,228,237,1,Construct,11,,,,
P,LW,M20,W07,PLWM20W07,PLWM20W07,6/25/2013,6/25/2013,1,216,196,1,Construct,20,,,,
P,LW,M20,W06,PLWM20W06,PLWM20W06,7/15/2013,7/15/2013,1,213,205,1,Construct,17,,,,
P,LW,M20,W05,PLWM20W05,PLWM20W05,8/1/2013,8/1/2013,1,169,172,1,Construct,40,,,,
P,LW,M20,W04,PLWM20W04,PLWM20W04,9/10/2013,9/10/2013,1,153,151,1,Construct,265,,,,
P,LW,M20,W03,PLWM20W03,PLWM20W03,6/2/2014,6/2/2014,1,144,145,1,Construct,8,,,,
P,LW,M20,W02,PLWM20W02,PLWM20W02,6/10/2014,6/10/2014,1,141,128,1,Construct,157,,,,
P,LW,M20,W01,PLWM20W01,PLWM20W01,11/14/2014,11/14/2014,1,78,82,1,Construct,-869,,,,
P,LW,M21,F02,PLWM21F02,PLWM21F02,6/28/2012,6/29/2012,2,987,897,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3600-0001
P,LW,M21,F03,PLWM21F03,PLWM21F03,6/28/2012,6/29/2012,2,0,0,0,Construct,11,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3600-0001
P,LW,M21,F01,PLWM21F01,PLWM21F01,7/10/2012,7/10/2012,1,832,776,1,Construct,29,,,,
P,LW,M21,C04 a,PLWM21C04a,PLWM21C04a,8/8/2012,8/9/2012,2,379,318,2,Construct,0,,,,
P,LW,M21,C04 c,PLWM21C04c,PLWM21C04c,8/9/2012,8/9/2012,1,103,92,1,Construct,13,,,,
P,LW,M21,C03 a,PLWM21C03a,PLWM21C03a,8/22/2012,8/22/2012,1,410,364,1,Construct,3,,,,
P,LW,M21,C03 c,PLWM21C03c,PLWM21C03c,8/25/2012,8/25/2012,1,86,80,1,Construct,89,,,,
P,LW,M21,C04 b,PLWM21C04b,PLWM21C04b,11/22/2012,11/22/2012,1,214,209,1,Construct,14,,,,
P,LW,M21,C03 b,PLWM21C03b,PLWM21C03b,12/6/2012,12/6/2012,1,223,204,1,Construct,13,,,,
P,LW,M21,C02,PLWM21C02,PLWM21C02,12/19/2012,12/20/2012,2,405,376,2,Construct,7,,,,
P,LW,M21,C01,PLWM21C01,PLWM21C01,12/27/2012,1/5/2013,10,1261.14,1243,3,Construct,34,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3601-0002
P,LW,M21,W11,PLWM21W11,PLWM21W11,2/8/2013,2/8/2013,1,545,493,1,Construct,10,,,,
P,LW,M21,W10,PLWM21W10,PLWM21W10,2/18/2013,2/19/2013,2,411,418,3,Construct,14,,,,
P,LW,M21,W09,PLWM21W09,PLWM21W09,3/5/2013,3/5/2013,1,362,343,1,Construct,14,,,,
P,LW,M21,W08,PLWM21W08,PLWM21W08,3/19/2013,3/19/2013,1,240,250,1,Construct,13,,,,
P,LW,M21,W07,PLWM21W07,PLWM21W07,4/1/2013,4/2/2013,2,268,207,2,Construct,16,,,,
P,LW,M21,W06,PLWM21W06,PLWM21W06,4/18/2013,4/19/2013,2,263,218,2,Construct,14,,,,
P,LW,M21,W05,PLWM21W05,PLWM21W05,5/3/2013,5/3/2013,1,183,175,1,Construct,143,,,,
P,LW,M21,W04,PLWM21W04,PLWM21W04,9/23/2013,9/23/2013,1,153,154,1,Construct,175,,,,
P,LW,M21,W03,PLWM21W03,PLWM21W03,3/17/2014,3/17/2014,1,145,134,1,Construct,103,,,,
P,LW,M21,W02,PLWM21W02,PLWM21W02,6/28/2014,6/28/2014,1,119,113,1,Construct,118,,,,
P,LW,M21,W01,PLWM21W01,PLWM21W01,10/24/2014,5/27/2015,216,78,75,2,Construct,-1014,,,,
P,LW,M22,F02,PLWM22F02,PLWM22F02,8/16/2012,8/17/2012,2,952,900,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3620-0001
P,LW,M22,F03,PLWM22F03,PLWM22F03,8/16/2012,8/17/2012,2,0,0,0,Construct,7,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3620-0001
P,LW,M22,F01,PLWM22F01,PLWM22F01,8/24/2012,8/25/2012,2,804,789,2,Construct,17,,,,
P,LW,M22,C04 a,PLWM22C04a,PLWM22C04a,9/11/2012,9/12/2012,2,368,313,2,Construct,21,,,,
P,LW,M22,C03 a,PLWM22C03a,PLWM22C03a,10/3/2012,10/3/2012,1,405,365,1,Construct,12,,,,
P,LW,M22,C04 c,PLWM22C04c,PLWM22C04c,10/15/2012,10/15/2012,1,104,90,1,Construct,8,,,,
P,LW,M22,C03 c,PLWM22C03c,PLWM22C03c,10/23/2012,10/23/2012,1,81,80,1,Construct,0,,,,
P,LW,M22,C04 b,PLWM22C04b,PLWM22C04b,10/23/2012,10/24/2012,2,221,208,2,Construct,15,,,,
P,LW,M22,C03 b,PLWM22C03b,PLWM22C03b,11/8/2012,11/8/2012,1,201,206,1,Construct,16,,,,
P,LW,M22,C02,PLWM22C02,PLWM22C02,11/24/2012,11/24/2012,1,405,378,1,Construct,5,,,,
P,LW,M22,C01,PLWM22C01,PLWM22C01,11/29/2012,12/10/2012,12,1270,1243,3,Construct,115,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3621-0002
P,LW,M22,W11,PLWM22W11,PLWM22W11,4/4/2013,4/4/2013,1,495,493,1,Construct,28,,,,
P,LW,M22,W10,PLWM22W10,PLWM22W10,5/2/2013,5/2/2013,1,418,418,1,Construct,11,,,,
P,LW,M22,W09,PLWM22W09,PLWM22W09,5/13/2013,5/13/2013,1,345,343,1,Construct,9,,,,
P,LW,M22,W08,PLWM22W08,PLWM22W08,5/22/2013,5/23/2013,2,265,312,2,Construct,15,,,,
P,LW,M22,W07,PLWM22W07,PLWM22W07,6/7/2013,6/7/2013,1,215,207,1,Construct,14,,,,
P,LW,M22,W06,PLWM22W06,PLWM22W06,6/21/2013,6/21/2013,1,219,218,1,Construct,22,,,,
P,LW,M22,W05,PLWM22W05,PLWM22W05,7/13/2013,7/13/2013,1,197,175,1,Construct,23,,,,
P,LW,M22,W04,PLWM22W04,PLWM22W04,8/5/2013,8/5/2013,1,185,154,1,Construct,170,,,,
P,LW,M22,W03,PLWM22W03,PLWM22W03,1/22/2014,1/22/2014,1,145,164,1,Construct,146,,,,
P,LW,M22,W02,PLWM22W02,PLWM22W02,6/17/2014,6/17/2014,1,104,113,1,Construct,147,,,,
P,LW,M22,W01,PLWM22W01,PLWM22W01,11/11/2014,5/27/2015,198,78,91,3,Construct,-1050,,,,
P,LW,M23,F02,PLWM23F02,PLWM23F02,7/11/2012,7/11/2012,1,1128,1060,1,Construct,0,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3640-0002
P,LW,M23,F03,PLWM23F03,PLWM23F03,7/11/2012,7/11/2012,1,0,0,0,Construct,27,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3640-0002
P,LW,M23,F01,PLWM23F01,PLWM23F01,8/7/2012,8/8/2012,2,904,931,2,Construct,21,,,,
P,LW,M23,C04 a,PLWM23C04a,PLWM23C04a,8/29/2012,8/30/2012,2,388,402,1,Construct,23,,,,
P,LW,M23,C03 a,PLWM23C03a,PLWM23C03a,9/22/2012,9/22/2012,1,482,427,1,Construct,4,,,,
P,LW,M23,C04b,PLWM23C04b,PLWM23C04b,9/26/2012,9/27/2012,2,449,419,2,Construct,-1,Code 03.,"Lift ""C04 b&c"" will be converted into  ""C04b"" and ""C04c"".    All quantities will be assigned to ""C04b"".",Code 03a.,P-P-S-3641-0002
P,LW,M23,C04c,PLWM23C04c,PLWM23C04c,9/26/2012,9/27/2012,2,0,0,0,Construct,11,Code 03.,"Lift ""C04 b&c"" will be converted into  ""C04b"" and ""C04c"".    All quantities will be assigned to ""C04b"".",Code 03a.,P-P-S-3641-0002
P,LW,M23,C03b,PLWM23C03b,PLWM23C03b,10/8/2012,10/8/2012,1,498,395,1,Construct,0,Code 03.,"Lift ""C03 b&c"" will be converted into  ""C03b"" and ""C03c"".    All quantities will be assigned to ""C03b"".",Code 03a.,P-P-S-3641-0002
P,LW,M23,C03c,PLWM23C03c,PLWM23C03c,10/8/2012,10/8/2012,1,0,0,0,Construct,23,Code 03.,"Lift ""C03 b&c"" will be converted into  ""C03b"" and ""C03c"".    All quantities will be assigned to ""C03b"".",Code 03a.,P-P-S-3641-0002
P,LW,M23,C02,PLWM23C02,PLWM23C02,10/31/2012,11/1/2012,2,411.1,433,2,Construct,7,,,,
P,LW,M23,C01,PLWM23C01,PLWM23C01,11/8/2012,11/16/2012,9,1446.8,1384,4,Construct,66,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3641-0002
P,LW,M23,W11,PLWM23W11,PLWM23W11,1/21/2013,1/22/2013,2,954,1130,3,Construct,50,,,,
P,LW,M23,W10,PLWM23W10,PLWM23W10,3/13/2013,3/13/2013,1,362,350,1,Construct,14,Code 05.,"Lift ""W10 a"" will be renamed as ""W10"".",Code 05a.,P-P-S-3642-0002
P,LW,M23,W09,PLWM23W09,PLWM23W09,3/27/2013,4/22/2013,27,647,416,2,Construct,170,Code 02.,"Joining ""W09"" and ""W09 (2nd stage)"" as ""W09""",Code 02a.,P-P-S-3642-0002
P,LW,M23,W08,PLWM23W08,PLWM23W08,10/9/2013,10/9/2013,1,293,289,1,Construct,14,,,,
P,LW,M23,W07,PLWM23W07,PLWM23W07,10/23/2013,10/24/2013,2,240,246,2,Construct,6,,,,
P,LW,M23,W06,PLWM23W06,PLWM23W06,10/30/2013,10/31/2013,2,274,251,2,Construct,15,,,,
P,LW,M23,W05,PLWM23W05,PLWM23W05,11/15/2013,11/15/2013,1,200,202,1,Construct,10,,,,
P,LW,M23,W04,PLWM23W04,PLWM23W04,11/25/2013,11/26/2013,2,194,183,2,Construct,8,,,,
P,LW,M23,W03,PLWM23W03,PLWM23W03,12/4/2013,12/4/2013,1,166,161,1,Construct,13,,,,
P,LW,M23,W02,PLWM23W02,PLWM23W02,12/17/2013,12/17/2013,1,196,196,1,Construct,342,,,,
P,LW,M23,W01,PLWM23W01,PLWM23W01,11/24/2014,5/25/2015,183,69,124,3,Construct,,,,,
