Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number,
A,VS6,,C03b2,AVS6C03b2,AVS6C03b2,04/15/2014,04/15/2014,1,56,46,1,70,Construct,Code 05.,"Lift "" AVS6C02b02"" will be renamed ""AVS6C02b2""",Code 05a.,A-P-S-6750-0003,(*)
A,VS6,,C03b6,AVS6C03b6,AVS6C03b6,06/24/2014,06/24/2014,1,48,55,1,16,Construct,,,,,(*)
A,VS6,,C03b1,AVS6C03b1,AVS6C03b1,07/10/2014,07/14/2014,5,99,110,2,-4,Construct,Code 02.,"Joining ""AVS6C03b01"" with ""AVS6C03b1"". All quantitites will be assigned to ""AVS6C03b1"".",Code 02a.,A-P-S-6750-0003,(*)
A,VS6,,C03b7,AVS6C03b7,AVS6C03b7,07/10/2014,07/10/2014,1,48,56,1,-157,Construct,,,,,(*)
A,VS6,,C02b3,AVS6C02b3,AVS6C02b3,02/03/2014,02/03/2014,1,100,107,1,0,Construct,,,,,(*)
A,VS6,,C02b4,AVS6C02b4,AVS6C02b4,02/03/2014,02/03/2014,1,47,52,1,0,Construct,,,,,(*)
A,VS6,,C02b5,AVS6C02b5,AVS6C02b5,02/03/2014,02/03/2014,1,82,94,1,136,Construct,,,,,(*)
A,VS6,,C02b2,AVS6C02b2,AVS6C02b2,06/19/2014,06/19/2014,1,64,48,1,16,Construct,,,,,(*)
A,VS6,,C02b6,AVS6C02b6,AVS6C02b6,07/05/2014,07/05/2014,1,70,57,1,18,Construct,Code 05.,"Lift "" AVS6C02b06"" will be renamed ""AVS6C02b6""",Code 05a.,A-P-S-6750-0003,(*)
A,VS6,,C02b1,AVS6C02b1,AVS6C02b1,07/23/2014,07/23/2014,1,94,57,1,0,Construct,,,,,(*)
A,VS6,,C02b7,AVS6C02b7,AVS6C02b7,07/23/2014,07/23/2014,1,61,58,1,-29,Construct,,,,,(*)
A,VS6,,C01b2,AVS6C01b2,AVS6C01b2,06/24/2014,06/30/2014,7,320,316,2,30,Construct,Code 02.,"Joining ""AVS6C01b2(I)"" with ""AVS6C01b02(II)"" under the name of ""AVS6C01b2"".",Code 02a.,A-P-S-6750-0003,(*)
A,VS6,,C01b1,AVS6C01b1,AVS6C01b1,07/30/2014,07/30/2014,1,388,361,3,5,Construct,Code 02.,"Joining ""AVS6C01b1(I)"" with ""AVS6C01b1(II)"" under the name of ""AVS6C01b1"".",Code 02a.,A-P-S-6750-0003,(*)
A,VS6,,C01b3,AVS6C01b3,AVS6C01b3,08/04/2014,08/04/2014,1,309,264,3,-63,Construct,Code 02.,"Joining ""AVS6C01b3(I)"" with ""AVS6C01b3(II)"" under the name of ""AVS6C01b3"".",Code 02a.,A-P-S-6750-0003,(*)
A,VS6,,W06,AVS6W06,AVS6W06,06/02/2014,06/03/2014,2,944,889,2,10,Construct,,,,,
A,VS6,,W05,AVS6W05,AVS6W05,06/13/2014,06/14/2014,2,896,891,2,12,Construct,,,,,
A,VS6,,W04,AVS6W04,AVS6W04,06/26/2014,06/28/2014,3,920,898,3,10,Construct,,,,,
A,VS6,,W03,AVS6W03,AVS6W03,07/08/2014,07/10/2014,3,896,898,3,7,Construct,,,,,
A,VS6,,W02,AVS6W02,AVS6W02,07/17/2014,07/19/2014,3,876,891,3,47,Construct,,,,,
A,VS6,,W01,AVS6W01,AVS6W01,09/04/2014,04/10/2015,219,356,399,2,,Construct,Code 02.,"Joining lifts ""W01"" and ""W01Blockout"" under the name of ""W01"".",Code 02.,A-P-S-6751-0002,
,,,,,,,,,,,,,,,,,(*) There is a mistake in the nomenclature of this lift in RFC drawing A-P-S-6750-0003.   This MS Excel table contains the correct name for the lift.,
,,,,,,,,,,,,,,,,,,
