Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number,
A,VS5,,C02b5,AVS5C02b5,AVS5C02b5,06/03/2014,06/04/2014,1,88,94,2,0,Construct,Code 02.,"Lift ""C02b05"" with ""C02b5"". All quantities will be assigned to ""C02b5"".",Code 02a.,A-P-S-6740-0003,(*)
A,VS5,,C02b4,AVS5C02b4,AVS5C02b4,06/04/2014,06/04/2014,0,56,52,1,16,Construct,,,,,(*)
A,VS5,,C02b6,AVS5C02b6,AVS5C02b6,06/20/2014,06/20/2014,0,56,57,1,0,Construct,Code 05.,"Lift ""C02b06"" will be renamed as ""C02b6""",Code 05a.,A-P-S-6740-0003,(*)
A,VS5,,C02b7,AVS5C02b7,AVS5C02b7,06/20/2014,06/20/2014,0,56,58,1,18,Construct,Code 05.,"Lift ""C02b07"" will be renamed as ""C02b7""",Code 05a.,A-P-S-6740-0003,(*)
A,VS5,,C01b1,AVS5C01b1,AVS5C01b1,07/08/2014,07/12/2014,4,1075,994,3,-4,Construct,Code 02- Code 03.,"Joining ""AVS5C01b(I)"" with ""AVS5C01b(II)"". All quantities will be assigned to ""C01b1"". Lift ""C01b1"" will be separated into ""C01b2"" and ""C01b3"". All quantities will be assigned to ""C01b1"".",Code 02a. Code 03a.,A-P-S-6740-0003,(*)
A,VS5,,C01b2,AVS5C01b2,AVS5C01b2,07/08/2014,07/12/2014,4,0,0,0,-4,Construct,Code 02- Code 03.,"Joining ""AVS5C01b(I)"" with ""AVS5C01b(II)"". All quantities will be assigned to ""C01b1"". Lift ""C01b1"" will be separated into ""C01b2"" and ""C01b3"". All quantities will be assigned to ""C01b1"".",Code 02a. Code 03a.,A-P-S-6740-0003,(*)
A,VS5,,C01b3,AVS5C01b3,AVS5C01b3,07/08/2014,07/12/2014,4,0,0,0,-171,Construct,Code 02 - Code 03.,"Joining ""AVS5C01b(I)"" with ""AVS5C01b(II)"". All quantities will be assigned to ""C01b1"". Lift ""C01b1"" will be separated into ""C01b2"" and ""C01b3"". All quantities will be assigned to ""C01b1"".",Code 02a - Code 03a.,A-P-S-6740-0003,(*)
A,VS5,,W06,AVS5W06,AVS5W06,01/22/2014,01/22/2014,0,936,889,1,37,Construct,,,,,
A,VS5,,W05,AVS5W05,AVS5W05,02/28/2014,02/28/2014,0,890,891,1,18,Construct,,,,,
A,VS5,,W04,AVS5W04,AVS5W04,03/18/2014,03/18/2014,0,861,898,1,9,Construct,,,,,
A,VS5,,W03,AVS5W03,AVS5W03,03/27/2014,03/28/2014,1,840,898,2,10,Construct,,,,,
A,VS5,,W02,AVS5W02,AVS5W02,04/07/2014,04/08/2014,1,880,891,2,44,Construct,,,,,
A,VS5,,W01,AVS5W01,AVS5W01,05/22/2014,03/03/2015,285,370,465,2,-294,Construct,,,,,
A,VS5,,C04b4,AVS5C04b4,AVS5C04b4,5/13/2014,5/13/2014,0,16,0,1,2,Construct,Code 06.,"Lift ""C04b-4"" does not exist in the RFC",Code 06a.,,(*)
A,VS5,,C04b5,AVS5C04b5,AVS5C04b5,5/15/2014,5/15/2014,0,16,0,1,0,Construct,Code 06.,"Lift ""C04b-5"" does not exist in the RFC",Code 06a.,,(*)
A,VS5,,C04b7,AVS5C04b7,AVS5C04b7,5/15/2014,5/15/2014,0,16,0,2,6,Construct,Code 06. ,"Lift ""C04b-7"" does not exist in the RFC",Code 06a.,,(*)
A,VS5,,C04b07,AVS5C04b07,AVS5C04b07,5/21/2014,5/21/2014,0,24,0,2,,Construct,Code 06.,"Lift ""C04b-07"" does not exist in the RFC",Code 06a.,,(*)
,,,,,,,,,,,,,,,,,(*) There is a mistake in the nomenclature of this lift in RFC drawing A-P-S-6740-0003.   This MS Excel table contains the correct name for the lift.,
,,,,,,,,,,,,,,,,,,
