Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC,Note,Corrections,Further Notse
P,ME,M17,F01,PMEM17F01,PMEM17F01,8/9/2013,8/27/2013,19,1087,1178,4,0,Construct,Code 02.,"Joining ""F01"" and ""F01b""under the name of ""F01"".",Code 02a.,P-P-S-3021-0002,"model has no parts a and b, joining pour",,
P,ME,M17,C04 b,PMEM17C04b,PMEM17C04b,8/27/2013,9/25/2013,30,289,293,3,155,Construct,,,,,,,
P,ME,M17,C04 a,PMEM17C04a,PMEM17C04a,2/27/2014,2/27/2014,1,225,248,1,15,Construct,,,,,,,
P,ME,M17,C04 c,PMEM17C04c,PMEM17C04c,3/14/2014,3/14/2014,1,125,125,1,10,Construct,,,,,,,
P,ME,M17,C03 b,PMEM17C03b,PMEM17C03b,3/24/2014,3/24/2014,1,272,280,1,8,Construct,,,,,,,
P,ME,M17,C03 a,PMEM17C03a,PMEM17C03a,4/1/2014,4/1/2014,1,209,260,1,10,Construct,,,,,,,
P,ME,M17,C03 c,PMEM17C03c,PMEM17C03c,4/11/2014,4/11/2014,1,116,106,1,33,Construct,,,,,,,
P,ME,M17,C02,PMEM17C02,PMEM17C02,5/14/2014,5/14/2014,1,485,500,1,3,Construct,,,,,,,
P,ME,M17,C01,PMEM17C01,PMEM17C01,5/17/2014,5/24/2014,8,1328,1326,2,11,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3021-0002,"model has no parts a and b, joining pour",,
P,ME,M17,W09,PMEM17W09,PMEM17W09,6/4/2014,6/4/2014,1,646,680,1,10,Construct,,,,,,,
P,ME,M17,W08,PMEM17W08,PMEM17W08,6/14/2014,6/14/2014,1,551,545,1,13,Construct,,,,,,,
P,ME,M17,W07,PMEM17W07,PMEM17W07,6/27/2014,6/28/2014,2,483,471,2,11,Construct,,,,,,,
P,ME,M17,W06,PMEM17W06,PMEM17W06,7/9/2014,7/10/2014,2,360,266,2,8,Construct,,,,,,,
P,ME,M17,W05,PMEM17W05,PMEM17W05,7/18/2014,7/18/2014,1,363,386,1,14,Construct,,,,,,,
P,ME,M17,W04,PMEM17W04,PMEM17W04,8/1/2014,8/2/2014,2,320,315,2,10,Construct,,,,,,,
P,ME,M17,W03a,PMEM17W03a,PMEM17W03a,8/12/2014,8/12/2014,1,301,311,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3023-0002,,,
P,ME,M17,W03b,PMEM17W03b,PMEM17W03b,8/12/2014,8/12/2014,1,0,0,0,13,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3023-0002,,,
P,ME,M17,W02,PMEM17W02,PMEM17W02,8/25/2014,8/25/2014,1,247.5,274,1,100,Construct,,,,,,,
P,ME,M17,W01,PMEM17W01,PMEM17W01,12/3/2014,12/3/2014,1,101,76,1,-449,Construct,,,,,,,
P,ME,M18,F03,PMEM18F03,PMEM18F03,9/10/2013,9/11/2013,2,308,248,2,5,Construct,,,,,,,
P,ME,M18,F02,PMEM18F02,PMEM18F02,9/16/2013,9/17/2013,2,480,473,2,13,Construct,,,,,,,
P,ME,M18,F01,PMEM18F01,PMEM18F01,9/30/2013,10/1/2013,2,468,513,2,162,Construct,,,,,,,
P,ME,M18,C04 b,PMEM18C04b,PMEM18C04b,3/12/2014,3/12/2014,1,125,125,1,5,Construct,,,,,,,
P,ME,M18,C04 a,PMEM18C04a,PMEM18C04a,3/17/2014,3/17/2014,1,105,110,1,12,Construct,,,,,,,
P,ME,M18,C04 c,PMEM18C04c,PMEM18C04c,3/29/2014,3/29/2014,1,57,55,1,11,Construct,,,,,,,
P,ME,M18,C03 a,PMEM18C03a,PMEM18C03a,4/9/2014,4/9/2014,1,103,98,1,12,Construct,,,,,,,
P,ME,M18,C03 b,PMEM18C03b,PMEM18C03b,4/21/2014,4/21/2014,1,107,110,1,59,Construct,,,,,,,
P,ME,M18,C03 c,PMEM18C03c,PMEM18C03c,6/19/2014,6/19/2014,1,52,55,1,21,Construct,,,,,"Mdoel has wrong name, correct model",fixed,
P,ME,M18,C02,PMEM18C02,PMEM18C02,7/10/2014,7/11/2014,2,196,179,2,3,Construct,,,,,,,
P,ME,M18,C01,PMEM18C01,PMEM18C01,7/14/2014,7/17/2014,4,578,562,2,12,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3040-0001,"model has no parts a and b,joining pour",,
P,ME,M18,W09,PMEM18W09,PMEM18W09,7/29/2014,7/30/2014,2,272,294,2,14,Construct,,,,,,,
P,ME,M18,W08,PMEM18W08,PMEM18W08,8/13/2014,8/13/2014,1,144,144,1,1,Construct,,,,,,,
P,ME,M18,W03a,PMEM18W03a,PMEM18W03a,8/14/2014,9/29/2014,47,271,225,2,-46,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-3043-0002,,,
P,ME,M18,W03b,PMEM18W03b,PMEM18W03b,8/14/2014,9/29/2014,47,0,0,0,-37,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-3043-0002,,,
P,ME,M18,W07,PMEM18W07,PMEM18W07,8/23/2014,8/23/2014,1,194,202,1,12,Construct,,,,,,,
P,ME,M18,W06,PMEM18W06,PMEM18W06,9/4/2014,9/4/2014,1,162,162,1,12,Construct,,,,,,,
P,ME,M18,W05,PMEM18W05,PMEM18W05,9/16/2014,9/16/2014,1,164,163,1,7,Construct,,,,,,,
P,ME,M18,W04,PMEM18W04,PMEM18W04,9/23/2014,9/23/2014,1,125,132,1,11,Construct,,,,,,,
P,ME,M18,W02,PMEM18W02,PMEM18W02,10/4/2014,10/4/2014,1,86,97,1,41,Construct,,,,,,,
P,ME,M18,W01,PMEM18W01,PMEM18W01,11/14/2014,1/3/2015,51,47,55,2,-501,Construct,,,,,,,
P,ME,M19,F02,PMEM19F02,PMEM19F02,8/20/2013,8/21/2013,2,1085,1005,2,13,Construct,,,,,,,
P,ME,M19,F01,PMEM19F01,PMEM19F01,9/3/2013,11/9/2013,68,1033,1075,3,12,Construct,Code 02.,"Joining ""F01"" and ""F01b""under the name of ""F01"".",Code 02a.,P-P-S-3061-0002,"model has no part  b, joining pour",,
P,ME,M19,C04 a,PMEM19C04a,PMEM19C04a,11/21/2013,11/22/2013,2,289,289,2,11,Construct,,,,,,,
P,ME,M19,C04 b,PMEM19C04b,PMEM19C04b,12/3/2013,12/3/2013,1,227,217,1,14,Construct,,,,,,,
P,ME,M19,C03 a,PMEM19C03a,PMEM19C03a,12/17/2013,12/17/2013,1,248,213,1,22,Construct,,,,,,,
P,ME,M19,C04 c,PMEM19C04c,PMEM19C04c,1/8/2014,1/8/2014,1,119,107,1,82,Construct,,,,,,,
P,ME,M19,C03 b,PMEM19C03b,PMEM19C03b,3/31/2014,3/31/2014,1,249,280,1,3,Construct,,,,,,,
P,ME,M19,C03 c,PMEM19C03c,PMEM19C03c,4/3/2014,4/3/2014,1,109,106,1,62,Construct,,,,,,,
P,ME,M19,C02,PMEM19C02,PMEM19C02,6/4/2014,6/4/2014,1,464,407,1,3,Construct,,,,,,,
P,ME,M19,C01,PMEM19C01,PMEM19C01,6/7/2014,6/14/2014,8,1295,1334,2,13,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3061-0002,"model has no part  b, joining pours",,
P,ME,M19,W09,PMEM19W09,PMEM19W09,6/27/2014,6/28/2014,2,652,649,2,16,Construct,,,,,,,
P,ME,M19,W08,PMEM19W08,PMEM19W08,7/14/2014,7/14/2014,1,526,545,1,11,Construct,,,,,,,
P,ME,M19,W07,PMEM19W07,PMEM19W07,7/25/2014,7/25/2014,1,416,441,1,12,Construct,,,,,,,
P,ME,M19,W06,PMEM19W06,PMEM19W06,8/6/2014,8/7/2014,2,354,354,2,14,Construct,,,,,,,
P,ME,M19,W05,PMEM19W05,PMEM19W05,8/21/2014,8/21/2014,1,326,352,1,12,Construct,,,,,,,
P,ME,M19,W04,PMEM19W04,PMEM19W04,9/2/2014,9/3/2014,2,286,283,2,10,Construct,,,,,,,
P,ME,M19,W03a,PMEM19W03a,PMEM19W03a,9/13/2014,9/13/2014,1,286,300,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3063-0002,,,
P,ME,M19,W03b,PMEM19W03b,PMEM19W03b,9/13/2014,9/13/2014,1,0,0,0,9,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3063-0002,,,
P,ME,M19,W02,PMEM19W02,PMEM19W02,9/22/2014,9/23/2014,2,305,247,2,38,Construct,,,,,,,
P,ME,M19,W01,PMEM19W01,PMEM19W01,10/31/2014,10/31/2014,1,120,120,1,-800,Construct,,,,,,,
P,ME,M20,F03,PMEM20F03,PMEM20F03,8/22/2012,8/23/2012,2,484,414,2,14,Construct,,,,,,,
P,ME,M20,F02,PMEM20F02,PMEM20F02,9/6/2012,9/7/2012,2,790,779,2,7,Construct,,,,,,,
P,ME,M20,F01,PMEM20F01,PMEM20F01,9/14/2012,1/29/2013,138,829,840,5,315,Construct,Code 02.,"Joining ""F01"", ""F01a"", ""F01b"" and ""F01c""under the name of ""F01"".",Code 02a.,P-P-S-3081-0002,"model has no parts a,  b, or c, joining pours",,
P,ME,M20,C04 a,PMEM20C04a,PMEM20C04a,12/10/2013,12/10/2013,1,173,178,1,16,Construct,,,,,,,
P,ME,M20,C04 b,PMEM20C04b,PMEM20C04b,12/26/2013,12/27/2013,2,176,184,2,0,Construct,,,,,,,
P,ME,M20,C03a,PMEM20C03a,PMEM20C03a,12/27/2013,12/27/2013,1,153,154,1,27,Construct,,,,,,,
P,ME,M20,C04 c,PMEM20C04c,PMEM20C04c,1/23/2014,1/23/2014,1,81,78,1,1,Construct,,,,,,,
P,ME,M20,C03 b,PMEM20C03b,PMEM20C03b,1/24/2014,1/24/2014,1,188,200,1,54,Construct,,,,,,,
P,ME,M20,C03 c,PMEM20C03c,PMEM20C03c,3/19/2014,3/19/2014,1,80,87,1,22,Construct,,,,,,,
P,ME,M20,C02,PMEM20C02,PMEM20C02,4/10/2014,4/10/2014,1,318,294,1,5,Construct,,,,,,,
P,ME,M20,C01,PMEM20C01,PMEM20C01,4/15/2014,5/10/2014,26,952,986,2,9,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3081-0002,,,
P,ME,M20,W09,PMEM20W09,PMEM20W09,5/19/2014,5/19/2014,1,489,479,1,11,Construct,,,,,,,
P,ME,M20,W08,PMEM20W08,PMEM20W08,5/30/2014,5/30/2014,1,377,404,1,11,Construct,,,,,,,
P,ME,M20,W07,PMEM20W07,PMEM20W07,6/10/2014,6/11/2014,2,291,329,2,13,Construct,,,,,,,
P,ME,M20,W06,PMEM20W06,PMEM20W06,6/24/2014,6/24/2014,1,261,266,1,14,Construct,,,,,,,
P,ME,M20,W05,PMEM20W05,PMEM20W05,7/8/2014,7/9/2014,2,273,266,2,10,Construct,,,,,,,
P,ME,M20,W04,PMEM20W04,PMEM20W04,7/19/2014,7/19/2014,1,237,217,1,9,Construct,,,,,,,
P,ME,M20,W03a,PMEM20W03a,PMEM20W03a,7/28/2014,7/28/2014,1,204,203,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a.",Code 03a.,P-P-S-3063-0002,,,
P,ME,M20,W03b,PMEM20W03b,PMEM20W03b,7/28/2014,7/28/2014,1,0,0,0,11,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a.",Code 03a.,P-P-S-3063-0002,,,
P,ME,M20,W02,PMEM20W02,PMEM20W02,8/8/2014,8/9/2014,2,196,195,2,67,Construct,,,,,,,
P,ME,M20,W01,PMEM20W01,PMEM20W01,10/15/2014,10/15/2014,1,85,76,1,-903,Construct,,,,,,,
P,ME,M21,F03,PMEM21F03,PMEM21F03,4/25/2012,4/26/2012,2,552,480,2,21,Construct,,,,,,,
P,ME,M21,F02 a,PMEM21F02a,PMEM21F02a,5/17/2012,5/17/2012,1,376,365,1,13,Construct,,,,,,,
P,ME,M21,F02 b,PMEM21F02b,PMEM21F02b,5/30/2012,5/31/2012,2,464,440,2,12,Construct,,,,,,,
P,ME,M21,F01 a,PMEM21F01a,PMEM21F01a,6/12/2012,6/13/2012,2,332,400,2,7,Construct,,,,,,,
P,ME,M21,F01 b,PMEM21F01b,PMEM21F01b,6/20/2012,8/14/2013,421,548,465,3,70,Construct,,,,,,,
P,ME,M21,C05,PMEM21C05,PMEM21C05,10/23/2013,10/23/2013,1,109,106,2,17,Construct,,,,,"Model is not separated in parts, review model",Model is correct acording to drawing P-P-S-3101-0002 and P-P-S-3101-0001,"c03, C04 and C05 are not separated into more divisions, joining pours.  Also separating a poured that was done on both, C04 and C05."
P,ME,M21,C04,PMEM21C04,PMEM21C04,11/9/2013,11/19/2013,11,416,425,4,2,Construct,Code 02.,"Joining ""C04a"", ""C04b"" and ""C05c+C04c"" under the name of ""C04"".",Code 02a.,P-P-S-3102-0001,"Model is not separated in parts, review model",Model is correct acording to drawing P-P-S-3101-0002 and P-P-S-3101-0001,
P,ME,M21,C03,PMEM21C03,PMEM21C03,11/21/2013,12/6/2013,16,383,379,4,57,Construct,Code 02.,"Joining ""C03a"", ""C03b"" and ""C03c"" under the name of ""C03"".",Code 02a.,P-P-S-3102-0001,"Model is not separated in parts, review model",Model is correct acording to drawing P-P-S-3101-0002 and P-P-S-3101-0001,
P,ME,M21,C02,PMEM21C02,PMEM21C02,2/1/2014,3/8/2014,36,442,425,2,11,Construct,Code 02.,"Joining ""C02.1"" and ""C02.2"" under the name of ""C02"".",Code 02a.,P-P-S-3102-0001,"model has no parts 1 or 2, joining pours",,
P,ME,M21,C01,PMEM21C01,PMEM21C01,3/19/2014,3/28/2014,10,981,1000,2,76,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3102-0001,"model has no parts a or b, joining pours",,
P,ME,M21,W09,PMEM21W09,PMEM21W09,6/12/2014,6/13/2014,2,476,500,2,19,Construct,,,,,,,
P,ME,M21,W08,PMEM21W08,PMEM21W08,7/2/2014,7/2/2014,1,393,425,1,8,Construct,,,,,,,
P,ME,M21,W07,PMEM21W07,PMEM21W07,7/10/2014,7/10/2014,1,288,350,1,9,Construct,,,,,,,
P,ME,M21,W06,PMEM21W06,PMEM21W06,7/19/2014,7/19/2014,1,284,280,1,11,Construct,,,,,,,
P,ME,M21,W05,PMEM21W05,PMEM21W05,7/30/2014,7/31/2014,2,271,282,2,9,Construct,,,,,,,
P,ME,M21,W04,PMEM21W04,PMEM21W04,8/9/2014,8/9/2014,1,248,232,1,5,Construct,,,,,,,
P,ME,M21,W03a,PMEM21W03a,PMEM21W03a,8/14/2014,8/15/2014,2,223,200,2,-1,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3103-0002,,,
P,ME,M21,W03b,PMEM21W03b,PMEM21W03b,8/14/2014,8/15/2014,2,0,0,0,14,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3103-0002,,,
P,ME,M21,W02,PMEM21W02,PMEM21W02,8/29/2014,8/30/2014,2,173,174,2,33,Construct,,,,,,,
P,ME,M21,W01,PMEM21W01,PMEM21W01,10/2/2014,12/31/2014,91,74,75,2,-887,Construct,,,,,,,
P,ME,M22,F05,PMEM22F05,PMEM22F05,7/27/2012,7/27/2012,1,440,428,1,10,Construct,,,,,,,
P,ME,M22,F04,PMEM22F04,PMEM22F04,8/6/2012,8/6/2012,1,397,479,1,359,Construct,,,,,,,
P,ME,M22,F03.1a,PMEM22F03.1a,PMEM22F03.1a,7/31/2013,7/31/2013,1,49,33,2,-344,Construct,,,,,"Review names, use point",,
P,ME,M22,F03 b,PMEM22F03b,PMEM22F03b,8/21/2012,8/22/2012,2,641,580,2,-15,Construct,,,,P-P-S-3120-0001,,,
P,ME,M22,F03a,PMEM22F03a,PMEM22F03a,8/7/2012,8/7/2012,1,0,0,1,23,Construct,Code 01.,"A new row was created under the name of ""F03a"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-3120-0002,,Lift is in the RFC but the Summary of Lifts and Pours does not mention it,
P,ME,M22,F02 b,PMEM22F02b,PMEM22F02b,8/30/2012,8/23/2013,359,398,374,2,-22,Construct,,,,,,,
P,ME,M22,F02.1a,PMEM22F02.1a,PMEM22F02.1a,8/1/2013,8/1/2013,1,0,0,0,-50,Construct,Code 01.,"A new row was created under the name of ""F02.1a"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-3120-0002,,,
P,ME,M22,F02 a,PMEM22F02a,PMEM22F02a,6/12/2013,8/24/2013,74,262,279,2,-348,Construct,Code 02.,"Joining ""F03 a + F02a"", ""F02a"" and ""F02.1a"" under the name of ""F02a""",Code 02a.,P-P-S-3120-0002,,F02.1a is accounted together with F02a,
P,ME,M22,F01.2b,PMEM22F01.2b,PMEM22F01.2b,9/10/2012,9/10/2012,1,232,227,1,304,Construct,Code 05.,"Lift ""F01 (2b)"" will be renamed as ""F01.2b"" .",Code 05a.,P-P-S-3120-0002,"Review names, use point",,
P,ME,M22,F01 a,PMEM22F01a,PMEM22F01a,7/11/2013,7/11/2013,1,125,117,1,-57,Construct,,,,,,,
P,ME,M22,F01.1b,PMEM22F01.1b,PMEM22F01.1b,5/15/2013,10/1/2013,140,214,255,2,-54,Construct,Code 02.,"Joining ""F01.1b (1st stage)"", ""F01.1b"" and ""F01 b (chamfer)"" under the name of ""F01.1b"".",Code 02a.,P-P-S-3120-0002,"Review names, use point",,
P,ME,M22,F01.1a,PMEM22F01.1a,PMEM22F01.1a,8/8/2013,8/9/2013,2,108,87,2,28,Construct,,,,,"Review names, use point",,
P,ME,M22,C09 a,PMEM22C09a,PMEM22C09a,9/6/2013,9/7/2013,2,94,89,2,2,Construct,,,,,"model is not separated, review model",fixed,
P,ME,M22,C09 c,PMEM22C09c,PMEM22C09c,9/9/2013,9/9/2013,1,41,45,1,8,Construct,,,,,,,
P,ME,M22,C08 a,PMEM22C08a,PMEM22C08a,9/17/2013,9/17/2013,1,56,45,1,2,Construct,,,,,"model is not separated, review model",fixed,
P,ME,M22,C08 c,PMEM22C08c,PMEM22C08c,9/19/2013,9/19/2013,1,25,26,1,2,Construct,,,,,,,
P,ME,M22,C07 a,PMEM22C07a,PMEM22C07a,9/21/2013,9/21/2013,1,15,15,1,3,Construct,,,,,,,
P,ME,M22,C06 c,PMEM22C06c,PMEM22C06c,9/24/2013,9/24/2013,1,8,8,1,15,Construct,Code 05.,"Lift ""C07c"" will be renamed as ""C06c"".",Code 05a.,P-P-S-3121-0002,"not found in model, review model",fixed,
P,ME,M22,C06,PMEM22C06,PMEM22C06,10/9/2013,10/9/2013,1,200,184,1,8,Construct,,,,,,,
P,ME,M22,C05,PMEM22C05,PMEM22C05,10/17/2013,10/18/2013,2,186,181,2,11,Construct,,,,,,,
P,ME,M22,C04,PMEM22C04,PMEM22C04,10/29/2013,10/30/2013,2,305,328,2,3,Construct,,,,,,,
P,ME,M22,C03.1,PMEM22C03.1,PMEM22C03.1,11/2/2013,11/2/2013,1,179,182,1,17,Construct,,,,,"Review names, use point",fixed,
P,ME,M22,C02.1,PMEM22C02.1,PMEM22C02.1,11/19/2013,11/20/2013,2,200,200,2,5,Construct,,,,,"Review names, use point",fixed,
P,ME,M22,C03,PMEM22C03,PMEM22C03,11/25/2013,12/17/2013,23,539,560,2,16,Construct,Code 02.,"Joining ""C03a"" and ""C03b""under the name of ""C03"".",Code 02a.,P-P-S-3120-0002,"model has no parts a or b, joining pours",,
P,ME,M22,C02,PMEM22C02,PMEM22C02,1/2/2014,1/2/2014,1,413,417,1,20,Construct,,,,,,,
P,ME,M22,C01,PMEM22C01,PMEM22C01,1/22/2014,1/22/2014,1,437,451,1,57,Construct,,,,,,,
P,ME,M22,W09,PMEM22W09,PMEM22W09,3/20/2014,3/20/2014,1,465,474,1,14,Construct,,,,,,,
P,ME,M22,W08,PMEM22W08,PMEM22W08,4/3/2014,4/3/2014,1,423,419,1,11,Construct,,,,,,,
P,ME,M22,W07,PMEM22W07,PMEM22W07,4/14/2014,4/14/2014,1,343,344,1,29,Construct,,,,,,,
P,ME,M22,W06,PMEM22W06,PMEM22W06,5/13/2014,5/13/2014,1,265,280,1,9,Construct,,,,,,,
P,ME,M22,W05,PMEM22W05,PMEM22W05,5/22/2014,5/22/2014,1,256,287,1,14,Construct,,,,,,,
P,ME,M22,W04,PMEM22W04,PMEM22W04,6/5/2014,6/5/2014,1,246,233,1,15,Construct,,,,,,,
P,ME,M22,W03a,PMEM22W03a,PMEM22W03a,6/20/2014,6/20/2014,1,231,211,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3122-0002,,,
P,ME,M22,W03b,PMEM22W03b,PMEM22W03b,6/20/2014,6/20/2014,1,0,0,0,15,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3122-0002,,,
P,ME,M22,W02,PMEM22W02,PMEM22W02,7/5/2014,7/5/2014,1,191,175,1,76,Construct,,,,,,,
P,ME,M22,W01,PMEM22W01,PMEM22W01,9/19/2014,1/16/2015,120,89,102,3,-966,Construct,,,,,,,
P,ME,M23,F09,PMEM23F09,PMEM23F09,5/25/2012,5/25/2012,1,579,487,1,33,Construct,,,,,,,
P,ME,M23,F08,PMEM23F08,PMEM23F08,6/27/2012,6/28/2012,2,536,548,2,21,Construct,,,,,,,
P,ME,M23,F07 a,PMEM23F07a,PMEM23F07a,7/19/2012,7/20/2012,2,180,152,2,11,Construct,,,,,,,
P,ME,M23,F07 b,PMEM23F07b,PMEM23F07b,7/31/2012,7/31/2012,1,120,152,1,326,Construct,,,,,,,
P,ME,M23,F06 b,PMEM23F06b,PMEM23F06b,6/22/2013,6/22/2013,1,232,232,1,6,Construct,,,,,,,
P,ME,M23,F03 b,PMEM23F03b,PMEM23F03b,6/28/2013,6/28/2013,1,740,781,1,3,Construct,,,,,,,
P,ME,M23,F06 a,PMEM23F06a,PMEM23F06a,7/1/2013,7/2/2013,2,192,131,2,0,Construct,,,,,,,
P,ME,M23,F02 b,PMEM23F02b,PMEM23F02b,7/2/2013,7/3/2013,2,443,408,2,8,Construct,,,,,,,
P,ME,M23,F05b,PMEM23F05b,PMEM23F05b,7/11/2013,7/12/2013,2,66,48,2,4,Construct,Code 05.,"Lift ""C05c"" will be renamed as ""C05b"".",Code 05a.,P-P-S-3141-0002,"Model has no F05b, but it has F05c, chaning name",,
P,ME,M23,F04a,PMEM23F04a,PMEM23F04a,7/16/2013,7/17/2013,2,125,150,1,-1,Construct,Code 03.,"Lift ""F04/F05a"" will be divided into ""F04a"" and ""F05a"".   All quantities will be assigned to F04a.",Code 03a.,P-P-S-3140-0001,"Model has F02a in between this lifts, review model",Model is correct according to drawing P-P-S-3141-0001,dividing this poured together registry in 2
P,ME,M23,F05 a,PMEM23F05a,PMEM23F05a,7/16/2013,7/17/2013,2,0,0,0,5,Construct,Code 03.,"Lift ""F04/F05a"" will be divided into ""F04a"" and ""F05a"".   All quantities will be assigned to F04a.",Code 03a.,P-P-S-3140-0001,,,
P,ME,M23,F01 b,PMEM23F01b,PMEM23F01b,7/22/2013,9/21/2013,62,634,592,3,-53,Construct,,,,,,,
P,ME,M23,F04b,PMEM23F04b,PMEM23F04b,7/30/2013,7/30/2013,1,32,37,1,18,Construct,Code 05.,"Lift ""C04c"" will be renamed as ""C04b"".",Code 05a.,P-P-S-3141-0002,"Model not separated, review model",fixed,"Model has no F04b, bu thas F04c, changing name"
P,ME,M23,F03 a,PMEM23F03a,PMEM23F03a,8/17/2013,8/17/2013,1,228,274,1,6,Construct,,,,,"Model has not this part, review model separation",fixed,
P,ME,M23,F02 a,PMEM23F02a,PMEM23F02a,8/23/2013,8/23/2013,1,279,264,1,11,Construct,,,,,,,
P,ME,M23,F01 a,PMEM23F01a,PMEM23F01a,9/3/2013,9/4/2013,2,584,563,2,9,Construct,,,,,,,
P,ME,M23,C04 a,PMEM23C04a,PMEM23C04a,9/13/2013,9/14/2013,2,553,572,2,25,Construct,,,,,,,
P,ME,M23,C03 a,PMEM23C03a,PMEM23C03a,10/9/2013,10/10/2013,2,322,356,2,6,Construct,,,,,"Model not separated, review model",Drawing P-P-S-3143-0002 has naming convention problems. It has been FIXED,
P,ME,M23,C04 b,PMEM23C04b,PMEM23C04b,10/16/2013,10/17/2013,2,274,268,2,20,Construct,,,,,,,
P,ME,M23,C03 b,PMEM23C03b,PMEM23C03b,11/6/2013,11/7/2013,2,256,282,2,21,Construct,,,,,"Model not separated, review model",Drawing P-P-S-3143-0002 has naming convention problems. It has been FIXED,
P,ME,M23,C02,PMEM23C02,PMEM23C02,11/28/2013,11/28/2013,1,325,325,1,5,Construct,,,,,"model has no parts 1 or 2, joining pours",,
P,ME,M23,C01,PMEM23C01,PMEM23C01,12/3/2013,12/14/2013,12,827,831,4,34,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3140-0001,,,
P,ME,M23,W09,PMEM23W09,PMEM23W09,1/17/2014,1/17/2014,1,608,570,1,122,Construct,,,,,,,
P,ME,M23,W08,PMEM23W08,PMEM23W08,5/19/2014,5/19/2014,1,471,483,1,9,Construct,,,,,,,
P,ME,M23,W07,PMEM23W07,PMEM23W07,5/28/2014,5/28/2014,1,371,397,1,13,Construct,,,,,,,
P,ME,M23,W06,PMEM23W06,PMEM23W06,6/10/2014,6/10/2014,1,316,323,1,15,Construct,,,,,,,
P,ME,M23,W05,PMEM23W05,PMEM23W05,6/25/2014,6/25/2014,1,343,325,1,12,Construct,,,,,,,
P,ME,M23,W04,PMEM23W04,PMEM23W04,7/7/2014,7/7/2014,1,259,267,1,9,Construct,,,,,,,
P,ME,M23,W03a,PMEM23W03a,PMEM23W03a,7/16/2014,7/17/2014,2,258,234,2,-1,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3143-0001,,,
P,ME,M23,W03b,PMEM23W03b,PMEM23W03b,7/16/2014,7/17/2014,2,0,0,0,9,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-3143-0001,,,
P,ME,M23,W02,PMEM23W02,PMEM23W02,7/26/2014,7/26/2014,1,202,175,1,117,Construct,,,,,,,
P,ME,M23,W01,PMEM23W01,PMEM23W01,11/20/2014,1/20/2015,62,78,82,2,,Construct,Code 02.,"Joining ""W01 (1st stage)"" and ""W01"" under the name of ""W01"".",Code 02a.,P-P-S-3140-0001,"model has no parts, joining pours",,
