Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duation in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,T5,C102,P08,PT5C102P08,PT5C102P08,02/04/2015,02/04/2015,1,0,0,0,2,Construct,Code 03.,"Lift ""C1-02P08+P07"" will be separated into ""02P07 and ""02P08"". All quantities will be assigned to ""02P07"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W04a,PT5C102W04a,PT5C102W04a,02/06/2015,02/06/2015,1,50,48,1,0,Construct,Code 03.,"Lift ""C1-02+03W04"" will be separated into ""02W04a"" and ""03W04a"". All quantities will be assigned to ""02W04a"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W04a,PT5C103W04a,PT5C103W04a,02/06/2015,02/06/2015,1,0,0,0,4,Construct,Code 03.,"Lift ""C1-02+03W04"" will be separated into ""02W04a"" and ""03W04a"". All quantities will be assigned to ""02W04a"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W04b,PT5C102W04b,PT5C102W04b,02/10/2015,02/10/2015,1,88,102,1,0,Construct,Code 03.,"Lift ""C1-02+03W04b"" will be separated into ""02W04b"" and ""03W04b"". All quantities will be assigned to ""02W04b"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W04b,PT5C103W04b,PT5C103W04b,02/10/2015,02/10/2015,1,0,0,0,13,Construct,Code 03.,"Lift ""C1-02+03W04b"" will be separated into ""02W04b"" and ""03W04b"". All quantities will be assigned to ""02W04b"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W03b,PT5C102W03b,PT5C102W03b,02/23/2015,02/23/2015,1,126,92,1,0,Construct,Code 03.,"Lift ""C1-02+03"" will be separated into ""02W03b"" and ""03W03b"". All quantities will be assigned to ""02W03b"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W03b,PT5C103W03b,PT5C103W03b,02/23/2015,02/23/2015,1,0,0,0,-16,Construct,Code 03.,"Lift ""C1-02+03"" will be separated into ""02W03b"" and ""03W03b"". All quantities will be assigned to ""02W03b"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W03a,PT5C102W03a,PT5C102W03a,02/07/2015,02/07/2015,1,0,0,0,0,Construct,Code 01.,"A new row was created under the name of ""W03a"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0011
P,T5,C103,W03a,PT5C103W03a,PT5C103W03a,02/07/2015,02/07/2015,1,0,0,0,16,Construct,Code 01.,"A new row was created under the name of ""W03a"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0011
P,T5,C102,P05,PT5C102P05,PT5C102P05,02/23/2015,02/23/2015,1,50,43,1,0,Construct,Code 03.,"Lift ""C1-02P06+P05"" will be separated into ""02P05"" and ""02P06"". All quantities will be assigned to ""02P05"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P06,PT5C102P06,PT5C102P06,02/23/2015,02/23/2015,1,0,0,0,7,Construct,Code 03.,"Lift ""C1-02P06+P05"" will be separated into ""02P05"" and ""02P06"". All quantities will be assigned to ""02P05"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W02b,PT5C102W02b,PT5C102W02b,03/02/2015,03/02/2015,1,21,52,1,0,Construct,Code 03.,"Lift ""01-02+03W02b"" will be separated into ""02W02b"" and ""03W02b"". All quantities will be assigned to ""02W02b"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W02b,PT5C103W02b,PT5C103W02b,03/02/2015,03/02/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""01-02+03W02b"" will be separated into ""02W02b"" and ""03W02b"". All quantities will be assigned to ""02W02b"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P03,PT5C102P03,PT5C102P03,03/02/2015,03/02/2015,1,28,27,1,0,Construct,Code 03.,"Lift ""01-02P04+P03"" will be separated into ""02P03"" and ""02P04"". All quantities will be assigned to ""02P03"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P04,PT5C102P04,PT5C102P04,03/02/2015,03/02/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""01-02P04+P03"" will be separated into ""02P03"" and ""02P04"". All quantities will be assigned to ""02P03"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W02a,PT5C102W02a,PT5C102W02a,03/02/2015,03/02/2015,1,43,52,1,0,Construct,Code 03.,"Lift ""01-02+03W02a"" will be separated into ""02W02a"" and ""03W02a"". All quantities will be assigned to ""02W02a"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W02a,PT5C103W02a,PT5C103W02a,03/02/2015,03/02/2015,1,0,0,0,7,Construct,Code 03.,"Lift ""01-02+03W02a"" will be separated into ""02W02a"" and ""03W02a"". All quantities will be assigned to ""02W02a"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P02,PT5C102P02,PT5C102P02,03/09/2015,03/09/2015,1,22,27,1,3,Construct,Code 05,"Lift ""01-02P02+P03"" will be renamed as ""02P02"".",Code 05a.,P-P-S-6850-0011
P,T5,C102,W01a,PT5C102W01a,PT5C102W01a,03/12/2015,03/12/2015,1,53,38,1,0,Construct,Code 03.,"Lift ""01-02+03W01a"" will be separated into ""02W01a"" and ""03W01a"". All quantities will be assigned to ""02W01a"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W01a,PT5C103W01a,PT5C103W01a,03/12/2015,03/12/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""01-02+03W01a"" will be separated into ""02W01a"" and ""03W01a"". All quantities will be assigned to ""02W01a"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W01b,PT5C102W01b,PT5C102W01b,03/12/2015,03/12/2015,1,45,38,1,0,Construct,Code 03.,"Lift ""01-02+03W01b"" will be separated into ""02W01b"" and ""03W01b"". All quantities will be assigned to ""02W01b"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W01b,PT5C103W01b,PT5C103W01b,03/12/2015,03/12/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""01-02+03W01b"" will be separated into ""02W01b"" and ""03W01b"". All quantities will be assigned to ""02W01b"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P01,PT5C102P01,PT5C102P01,03/12/2015,03/12/2015,1,8,6,1,-97,Construct,,,,
P,T5,C103,F01b,PT5C103F01b,PT5C103F01b,12/05/2014,12/05/2014,1,80,80,1,12,Construct,,,,
P,T5,C103,F01a,PT5C103F01a,PT5C103F01a,12/17/2014,12/17/2014,1,168,165,1,19,Construct,,,,
P,T5,C102,W07,PT5C102W07,PT5C102W07,01/05/2015,01/05/2015,1,32,22,1,39,Construct,Code 05.,"Lift ""C1-03 W07"" will be renamed as ""C2-07 W07"".",Code 05a.,P-P-S-6850-0011
P,T5,C103,P07,PT5C103P07,PT5C103P07,02/13/2015,02/13/2015,1,0,15,1,73,Construct,Code 06.,"Lift ""C1-03 P07"" does not exist in the RFC.",Code 06a.,P-P-S-6850-0011
P,T5,C103,F01c,PT5C103F01c,PT5C103F01c,04/27/2015,04/27/2015,1,263,290,1,5,Construct,Code 05,"Lift ""01-03F01b+c"" will be renamed as  ""03F01c"".",Code 05a.,P-P-S-6850-0011
P,T5,C103,P05,PT5C103P05,PT5C103P05,05/02/2015,05/02/2015,1,22,43,1,0,Construct,Code 03.,"Lift ""01-03P06+P05"" will be separated into ""03P05"" and ""03P06"". All quantities will be assigned to ""03P05"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,P06,PT5C103P06,PT5C103P06,05/02/2015,05/02/2015,1,0,0,0,3,Construct,Code 03.,"Lift ""01-03P06+P05"" will be separated into ""03P05"" and ""03P06"". All quantities will be assigned to ""03P05"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W02c,PT5C103W02c,PT5C103W02c,05/05/2015,05/05/2015,1,44,63,1,0,Construct,Code 04.,"Lift ""C1-03W02c+d+e"" will be separated into ""C1-03W02c"", ""C1-03W02d"", ""C1-03W02e"".  All quantities will be assigned to ""C1-03W02c"".",Code 04a.,P-P-S-6850-0011
P,T5,C103,W02d,PT5C103W02d,PT5C103W02d,05/05/2015,05/05/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C1-03W02c+d+e"" will be separated into ""C1-03W02c"", ""C1-03W02d"", ""C1-03W02e"".  All quantities will be assigned to ""C1-03W02c"".",Code 04a.,P-P-S-6850-0011
P,T5,C103,W02e,PT5C103W02e,PT5C103W02e,05/05/2015,05/05/2015,1,0,0,0,2,Construct,Code 04.,"Lift ""C1-03W02c+d+e"" will be separated into ""C1-03W02c"", ""C1-03W02d"", ""C1-03W02e"".  All quantities will be assigned to ""C1-03W02c"".",Code 04a.,P-P-S-6850-0011
P,T5,C103,P03,PT5C103P03,PT5C103P03,05/07/2015,05/07/2015,1,29,15,1,0,Construct,Code 03.,"Lift ""01-03P04+P03"" will be separated into ""03P03"" and ""03P04"". All quantities will be assigned to ""03P03"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,P04,PT5C103P04,PT5C103P04,05/07/2015,05/07/2015,1,0,0,0,6,Construct,Code 03.,"Lift ""01-03P04+P03"" will be separated into ""03P03"" and ""03P04"". All quantities will be assigned to ""03P03"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W01c,PT5C103W01c,PT5C103W01c,05/13/2015,05/13/2015,1,85,70,1,0,Construct,Code 03.,"Lift ""01-03W01c+d+e"" will be separated into ""03W01c"",  ""03W01d"" and ""03W01e"". All quantities will be assigned to ""03W01c"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W01d,PT5C103W01d,PT5C103W01d,05/13/2015,05/13/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""01-03W01c+d+e"" will be separated into ""03W01c"",  ""03W01d"" and ""03W01e"". All quantities will be assigned to ""03W01c"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W01e,PT5C103W01e,PT5C103W01e,05/13/2015,05/13/2015,1,0,0,0,1,Construct,Code 03.,"Lift ""01-03W01c+d+e"" will be separated into ""03W01c"",  ""03W01d"" and ""03W01e"". All quantities will be assigned to ""03W01c"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,P02,PT5C103P02,PT5C103P02,05/14/2015,05/14/2015,1,15,15,1,1,Construct,,,,
P,T5,C103,P01,PT5C103P01,PT5C103P01,05/15/2015,05/15/2015,1,7,6,1,,Construct,,,,
