Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,,Revision Process,,RFC Number
A,T1,C102,W07,AT1C102W07,AT1C102W07,08/06/2014,08/06/2014,1,80,48,1,31,Construct,,,,
A,T1,C102,F01b,AT1C102F01b,AT1C102F01b,09/06/2014,09/06/2014,1,12,0,1,23,Construct,Code 05.,"Lift ""C01-02/03 F01(kicker)"" will be renamed as ""C01-02 F01b"".",Code 05a.,A-P-S-6810-0011
A,T1,C102,W06,AT1C102W06,AT1C102W06,09/29/2014,09/29/2014,1,104,91,1,0,Construct,Code 04.,"Lift ""C01-02/03 W06/W05"" will be separated into ""C01-02 W06"", ""C01-02 W05"", ""C01-03 W06"" and ""C01-03 W05"".  All quantities will be assigned to ""C01-02 W06"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,W05,AT1C102W05,AT1C102W05,09/29/2014,09/29/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W06/W05"" will be separated into ""C01-02 W06"", ""C01-02 W05"", ""C01-03 W06"" and ""C01-03 W05"".  All quantities will be assigned to ""C01-02 W06"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W06,AT1C103W06,AT1C103W06,09/29/2014,09/29/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W06/W05"" will be separated into ""C01-02 W06"", ""C01-02 W05"", ""C01-03 W06"" and ""C01-03 W05"".  All quantities will be assigned to ""C01-02 W06"".",Code 04.,A-P-S-6810-0011
A,T1,C103,W05,AT1C103W05,AT1C103W05,09/29/2014,09/29/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W06/W05"" will be separated into ""C01-02 W06"", ""C01-02 W05"", ""C01-03 W06"" and ""C01-03 W05"".  All quantities will be assigned to ""C01-02 W06"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P08,AT1C102P08,AT1C102P08,09/29/2014,09/29/2014,1,8,20,1,0,Construct,Code 04.,"Lift ""C01-02/03 P08/P09"" will be separated into ""C01-02 P08"" and ""C01-02 P09"".  All quantities will be assigned to ""C01-02 P08"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,P09,AT1C102P09,AT1C102P09,09/29/2014,09/29/2014,1,0,0,0,7,Construct,Code 04.,"Lift ""C01-02/03 P08/P09"" will be separated into ""C01-02 P08"" and ""C01-02 P09"".  All quantities will be assigned to ""C01-02 P08"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,W04b,AT1C102W04b,AT1C102W04b,10/06/2014,10/06/2014,1,88,67,1,0,Construct,Code 04.,"Lift ""C01-02/03 W04b"" will be separated into ""C01-02 W04b"" and  ""C01-03 W04b"".  All quantities will be assigned to ""C01-02 W04b"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W04b,AT1C103W04b,AT1C103W04b,10/06/2014,10/06/2014,1,0,0,0,1,Construct,Code 04.,"Lift ""C01-02/03 W04b"" will be separated into ""C01-02 W04b"" and  ""C01-03 W04b"".  All quantities will be assigned to ""C01-02 W04b"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P07,AT1C102P07,AT1C102P07,10/07/2014,10/07/2014,1,40,47,1,0,Construct,Code 04.,"Lift ""C01-02/03 P07/P06"" will be separated into ""C01-02 P07"", ""C01-02 P06"" and ""C01-03 P06"".  All quantities will be assigned to ""C01-02 P07"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,P06,AT1C102P06,AT1C102P06,10/07/2014,10/07/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 P07/P06"" will be separated into ""C01-02 P07"", ""C01-02 P06"" and ""C01-03 P06"".  All quantities will be assigned to ""C01-02 P07"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,P06,AT1C103P06,AT1C103P06,10/07/2014,10/07/2014,1,0,0,0,21,Construct,Code 04.,"Lift ""C01-02/03 P07/P06"" will be separated into ""C01-02 P07"", ""C01-02 P06"" and ""C01-03 P06"".  All quantities will be assigned to ""C01-02 P07"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P05,AT1C102P05,AT1C102P05,10/28/2014,10/28/2014,1,52,67,1,0,Construct,Code 04.,"Lift ""C01-02/03 P05/P04"" will be separated into ""C01-02 P05"", ""C01-02 P04"", ""C01-03 P05"" and ""C01-03 P04"".  All quantities will be assigned to ""C01-02 P05"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,P04,AT1C102P04,AT1C102P04,10/28/2014,10/28/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 P05/P04"" will be separated into ""C01-02 P05"", ""C01-02 P04"", ""C01-03 P05"" and ""C01-03 P04"".  All quantities will be assigned to ""C01-02 P05"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,P05,AT1C103P05,AT1C103P05,10/28/2014,10/28/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 P05/P04"" will be separated into ""C01-02 P05"", ""C01-02 P04"", ""C01-03 P05"" and ""C01-03 P04"".  All quantities will be assigned to ""C01-02 P05"".",Code 04.,A-P-S-6810-0011
A,T1,C103,P04,AT1C103P04,AT1C103P04,10/28/2014,10/28/2014,1,0,0,0,11,Construct,Code 04.,"Lift ""C01-02/03 P05/P04"" will be separated into ""C01-02 P05"", ""C01-02 P04"", ""C01-03 P05"" and ""C01-03 P04"".  All quantities will be assigned to ""C01-02 P05"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P03,AT1C102P03,AT1C102P03,11/08/2014,11/08/2014,1,23,33,1,0,Construct,Code 04.,"Lift ""C01-02/03 P03"" will be separated into ""C01-02 P03"" and  ""C01-03 P03"".  All quantities will be assigned to ""C01-02 P03"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,P03,AT1C103P03,AT1C103P03,11/08/2014,11/08/2014,1,0,0,0,5,Construct,Code 04.,"Lift ""C01-02/03 P03"" will be separated into ""C01-02 P03"" and  ""C01-03 P03"".  All quantities will be assigned to ""C01-02 P03"".",Code 04.,A-P-S-6810-0011
A,T1,C102,W03b,AT1C102W03b,AT1C102W03b,11/13/2014,11/13/2014,1,81,79,1,0,Construct,Code 04.,"Lift ""C01-02/03 W03b"" will be separated into ""C01-02 W03b"" and  ""C01-03 W03b"".  All quantities will be assigned to ""C01-02 W03b"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W03b,AT1C103W03b,AT1C103W03b,11/13/2014,11/13/2014,1,0,0,0,19,Construct,Code 04.,"Lift ""C01-02/03 W03b"" will be separated into ""C01-02 W03b"" and  ""C01-03 W03b"".  All quantities will be assigned to ""C01-02 W03b"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P02,AT1C102P02,AT1C102P02,12/02/2014,12/02/2014,1,52,21,1,0,Construct,Code 04.,"Lift ""C01-02/03 P02/P01"" will be separated into ""C01-02 P02"" and  ""C01-03 P02"".  All quantities will be assigned to ""C01-02 P02"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,P02,AT1C103P02,AT1C103P02,12/02/2014,12/02/2014,1,0,0,0,18,Construct,Code 04.,"Lift ""C01-02/03 P02/P01"" will be separated into ""C01-02 P02"" and  ""C01-03 P02"".  All quantities will be assigned to ""C01-02 P02"".",Code 04.,A-P-S-6810-0011
A,T1,C102,P01,AT1C102P01,AT1C102P01,12/20/2014,12/20/2014,1,14,10,1,0,Construct,Code 04.,"Lift ""C01-02/03 P01"" will be separated into ""C01-02 P01"" and  ""C01-03 P01"".  All quantities will be assigned to ""C01-02 P01"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,P01,AT1C103P01,AT1C103P01,12/20/2014,12/20/2014,1,0,0,0,42,Construct,Code 04.,"Lift ""C01-02/03 P01"" will be separated into ""C01-02 P01"" and  ""C01-03 P01"".  All quantities will be assigned to ""C01-02 P01"".",Code 04.,A-P-S-6810-0011
A,T1,C102,W04a,AT1C102W04a,AT1C102W04a,01/31/2015,01/31/2015,1,67,66,1,0,Construct,Code 04.,"Lift ""C01-02/03 W04a"" will be separated into ""C01-02 W04a"" and  ""C01-03 W04a"".  All quantities will be assigned to ""C01-02 W04a"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W04a,AT1C103W04a,AT1C103W04a,01/31/2015,01/31/2015,1,0,0,0,18,Construct,Code 04.,"Lift ""C01-02/03 W04a"" will be separated into ""C01-02 W04a"" and  ""C01-03 W04a"".  All quantities will be assigned to ""C01-02 W04a"".",Code 04.,A-P-S-6810-0011
A,T1,C102,W03a,AT1C102W03a,AT1C102W03a,02/18/2015,02/18/2015,1,69,78,1,0,Construct,Code 04.,"Lift ""C01-02/03 W03a"" will be separated into ""C01-02 W03a"" and  ""C01-03 W03a"".  All quantities will be assigned to ""C01-02 W03a"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W03a,AT1C103W03a,AT1C103W03a,02/18/2015,02/18/2015,1,0,0,0,13,Construct,Code 04.,"Lift ""C01-02/03 W03a"" will be separated into ""C01-02 W03a"" and  ""C01-03 W03a"".  All quantities will be assigned to ""C01-02 W03a"".",Code 04.,A-P-S-6810-0011
A,T1,C102,W02a,AT1C102W02a,AT1C102W02a,03/03/2015,03/03/2015,1,258,270,1,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,W02b,AT1C102W02b,AT1C102W02b,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,W01a,AT1C102W01a,AT1C102W01a,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04a.,A-P-S-6810-0011
A,T1,C102,W01b,AT1C102W01b,AT1C102W01b,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04a.,A-P-S-6810-0011
A,T1,C103,W02a,AT1C103W02a,AT1C103W02a,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04.,A-P-S-6810-0011
A,T1,C103,W02b,AT1C103W02b,AT1C103W02b,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04.,A-P-S-6810-0011
A,T1,C103,W01a,AT1C103W01a,AT1C103W01a,03/03/2015,03/03/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04.,A-P-S-6810-0011
A,T1,C103,W01b,AT1C103W01b,AT1C103W01b,03/03/2015,03/03/2015,1,0,0,0,-526,Construct,Code 04.,"Lift ""C01-02/03 W02/W01"" will be separated into ""C01-02 W02a"", ""C01-02 W02b"", ""C01-02 W01a"", ""C01-02 W01b"", ""C01-03 W02a"", ""C01-03 W02b"", ""C01-03 W01a"" and ""C01-03 W01b"".  All quantities will be assigned to ""C01-02 W02a"".",Code 04.,A-P-S-6810-0011
A,T1,C101,F01,AT1C101F01,AT1C101F01,09/23/2013,05/28/2014,248,422,398,3,10,Construct,,,,
A,T1,C101,W03,AT1C101W03,AT1C101W03,06/07/2014,06/07/2014,1,104,87,1,10,Construct,,,,
A,T1,C101,W02,AT1C101W02,AT1C101W02,06/17/2014,06/19/2014,3,112,69,3,-1,Construct,,,,
A,T1,C101,W01,AT1C101W01,AT1C101W01,06/18/2014,06/18/2014,1,0,0,0,148,Construct,Code 01.,"A new row was created under the name of ""W01"", with 0 quantities and the date of the previous lift plus one day.",Code 01a.,A-P-S-6810-0011
A,T1,C101,R08,AT1C101R08,AT1C101R08,11/13/2014,11/13/2014,1,161,131,1,0,Construct,Code 03.,"Lift ""R08/R06"" will be separated into ""R08"" and ""R06"".  All quantities will be assigned to ""R08"".",Code 03a.,A-P-S-6810-0011
A,T1,C101,R06,AT1C101R06,AT1C101R06,11/13/2014,11/13/2014,1,0,0,0,8,Construct,Code 03.,"Lift ""R08/R06"" will be separated into ""R08"" and ""R06"".  All quantities will be assigned to ""R08"".",Code 03a.,A-P-S-6810-0011
A,T1,C101,R07,AT1C101R07,AT1C101R07,11/21/2014,11/21/2014,1,201,168,1,0,Construct,Code 03.,"Lift ""R07/R05(I)"" will be separated into ""R07"" and ""R05"".  All quantities will be assigned to ""R07"".",Code 03a.,A-P-S-6810-0011
A,T1,C101,R05,AT1C101R05,AT1C101R05,11/21/2014,11/21/2014,1,0,0,0,55,Construct,Code 03.,"Lift ""R07/R05(I)"" will be separated into ""R07"" and ""R05"".  All quantities will be assigned to ""R07"".",Code 03a.,A-P-S-6810-0011
A,T1,C101,R04,AT1C101R04,AT1C101R04,01/15/2015,01/15/2015,1,83,76,1,5,Construct,Code 05.,"Lift ""R04()"" will be renamed as ""R04"".",Code 05a.,A-P-S-6810-0011
A,T1,C101,R03,AT1C101R03,AT1C101R03,01/20/2015,01/20/2015,1,133,90,1,10,Construct,Code 05.,"Lift ""R03(I)/R05(II) will be renamed as ""R03"".",Code 05a.,A-P-S-6810-0011
A,T1,C101,R02,AT1C101R02,AT1C101R02,01/30/2015,01/30/2015,1,89,120,1,11,Construct,Code 05.,"Lift ""R03(II)/R02(I)"" will be renamed as ""R02"".",Code 05a.,A-P-S-6810-0011
A,T1,C101,R01,AT1C101R01,AT1C101R01,02/10/2015,02/10/2015,1,70,45,1,,Construct,Code 05.,"Lift ""R02(II) will be renamed as ""R01"".",Code 05a.,A-P-S-6810-0011
,,,,,,,,,,,,,,,,,
