Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W06,ALWM17W06,ALWM17W06,05/22/2013,05/23/2013,2,454,483,2,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W05,ALWM17W05,ALWM17W05,05/31/2013,06/01/2013,2,408,411,2,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W04,ALWM17W04,ALWM17W04,06/07/2013,06/07/2013,1,376,342,1,10,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W03b,ALWM17W03b,ALWM17W03b,06/17/2013,06/17/2013,1,236,219,1,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W03a,ALWM17W03a,ALWM17W03a,06/25/2013,06/25/2013,1,190,201,1,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W02,ALWM17W02,ALWM17W02,07/03/2013,07/04/2013,2,184,174,2,566,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M17,W01,ALWM17W01,ALWM17W01,01/21/2015,01/21/2015,1,92,67,1,-700,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,F02,ALWM18F02,ALWM18F02,02/20/2013,02/21/2013,2,612,594,2,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,F01,ALWM18F01,ALWM18F01,02/25/2013,04/22/2013,57,498,492,5,15,Construct,Code 02.,"Joining lift ""F01"", ""F01 c"", ""F01 a"" and ""F01 b"", under the name of ""F01"".",Code 02a.,A-P-S-3540-0001,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C04a,ALWM18C04a,ALWM18C04a,05/07/2013,05/07/2013,1,64,63,1,1,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C04c,ALWM18C04c,ALWM18C04c,05/08/2013,05/08/2013,1,52,48,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C03a,ALWM18C03a,ALWM18C03a,05/13/2013,05/13/2013,1,64,65,1,0,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C03c,ALWM18C03c,ALWM18C03c,05/13/2013,05/13/2013,1,48,49,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C04b,ALWM18C04b,ALWM18C04b,05/17/2013,05/17/2013,1,96,104,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C03b,ALWM18C03b,ALWM18C03b,05/21/2013,05/21/2013,1,144,112,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C02,ALWM18C02,ALWM18C02,05/25/2013,05/25/2013,1,180,170,1,3,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,C01,ALWM18C01,ALWM18C01,05/28/2013,05/29/2013,2,556,575,2,13,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W07,ALWM18W07,ALWM18W07,06/11/2013,06/11/2013,1,248,233,1,9,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W06,ALWM18W06,ALWM18W06,06/20/2013,06/20/2013,1,200,204,1,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W05,ALWM18W05,ALWM18W05,06/26/2013,06/26/2013,1,176,174,1,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W04,ALWM18W04,ALWM18W04,07/03/2013,07/03/2013,1,151,144,1,12,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W03b,ALWM18W03b,ALWM18W03b,07/15/2013,07/15/2013,1,108,94,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W03a,ALWM18W03a,ALWM18W03a,07/20/2013,07/20/2013,1,95,91,1,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W02,ALWM18W02,ALWM18W02,07/26/2013,07/26/2013,1,95,85,1,335,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M18,W01,ALWM18W01,ALWM18W01,06/26/2014,06/26/2014,1,56,46,1,-301,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,F02,ALWM19F02,ALWM19F02,08/29/2013,08/30/2013,2,1031,965,2,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,F01,ALWM19F01,ALWM19F01,09/06/2013,09/27/2013,22,948,1026,4,22,Construct,Code 02.,"Joining lift ""F01"", ""F01 a"" and ""F01 b"", under the name of ""F01"".",Code 02a.,A-P-S-3560-0001,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C04b,ALWM19C04b,ALWM19C04b,10/19/2013,10/19/2013,1,212,217,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C03b,ALWM19C03b,ALWM19C03b,10/23/2013,10/24/2013,2,274,202,2,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C04a,ALWM19C04a,ALWM19C04a,10/28/2013,10/28/2013,1,171,143,1,9,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C03a,ALWM19C03a,ALWM19C03a,11/06/2013,11/06/2013,1,166,148,1,0,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C04c,ALWM19C04c,ALWM19C04c,11/06/2013,11/06/2013,1,103,107,1,3,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C03c,ALWM19C03c,ALWM19C03c,11/09/2013,11/09/2013,1,113,111,1,10,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C02,ALWM19C02,ALWM19C02,11/19/2013,11/19/2013,1,387,383,1,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,C01,ALWM19C01,ALWM19C01,11/25/2013,11/26/2013,2,1293,1295,2,52,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W07,ALWM19W07,ALWM19W07,01/17/2014,01/17/2014,1,502,509,1,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W06,ALWM19W06,ALWM19W06,01/25/2014,01/25/2014,1,428,441,1,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W05,ALWM19W05,ALWM19W05,01/31/2014,01/31/2014,1,398,373,1,33,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W04,ALWM19W04,ALWM19W04,03/05/2014,03/05/2014,1,356,306,1,12,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W03b,ALWM19W03b,ALWM19W03b,03/17/2014,03/17/2014,1,227,203,1,10,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W03a,ALWM19W03a,ALWM19W03a,03/27/2014,03/27/2014,1,190,204,1,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W02,ALWM19W02,ALWM19W02,04/03/2014,04/03/2014,1,176,195,1,49,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M19,W01,ALWM19W01,ALWM19W01,05/22/2014,05/23/2014,2,152,118,2,-448,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,F02,ALWM20F02,ALWM20F02,03/01/2013,03/02/2013,2,984,982,2,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,F01,ALWM20F01,ALWM20F01,03/06/2013,05/30/2013,86,768,770,6,58,Construct,Code 02.,"Joining lift ""F01"", ""F01 c"", ""F01 a"" and ""F01 b"", under the name of ""F01"".",Code 02a.,A-P-S-3580-0001,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C04c,ALWM20C04c,ALWM20C04c,07/27/2013,07/27/2013,1,104,80,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C03c,ALWM20C03c,ALWM20C03c,08/01/2013,08/01/2013,1,96,80,1,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C04b,ALWM20C04b,ALWM20C04b,08/09/2013,08/10/2013,2,168,180,2,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C03b,ALWM20C03b,ALWM20C03b,08/14/2013,08/14/2013,1,199,180,1,1,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C04a,ALWM20C04a,ALWM20C04a,08/15/2013,08/15/2013,1,142,103,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C03a,ALWM20C03a,ALWM20C03a,08/20/2013,08/20/2013,1,114,106,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C02,ALWM20C02,ALWM20C02,08/24/2013,08/24/2013,1,317,277,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,C01,ALWM20C01,ALWM20C01,08/28/2013,08/29/2013,2,896,942,2,16,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W07,ALWM20W07,ALWM20W07,09/14/2013,09/14/2013,1,405,381,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W06,ALWM20W06,ALWM20W06,09/19/2013,09/19/2013,1,417,332,1,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W05,ALWM20W05,ALWM20W05,09/26/2013,09/26/2013,1,294,283,1,13,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W04,ALWM20W04,ALWM20W04,10/09/2013,10/09/2013,1,250,235,1,17,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W03b,ALWM20W03b,ALWM20W03b,10/26/2013,10/26/2013,1,144,154,1,18,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W03a,ALWM20W03a,ALWM20W03a,11/13/2013,11/13/2013,1,135,148,1,15,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W02,ALWM20W02,ALWM20W02,11/28/2013,11/28/2013,1,135,137,1,200,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M20,W01,ALWM20W01,ALWM20W01,06/16/2014,06/16/2014,1,96,76,1,-425,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,F02a,ALWM21F02a,ALWM21F02a,04/17/2013,04/18/2013,2,304,380,2,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,F02b,ALWM21F02b,ALWM21F02b,04/23/2013,04/24/2013,2,704,652,2,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,F01a,ALWM21F01a,ALWM21F01a,04/30/2013,05/01/2013,2,352,412,2,1,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C06b,ALWM21C06b,ALWM21C06b,05/02/2013,05/02/2013,1,0,0,0,0,Construct,Code 01.,"A new row was created under the name of ""C06 b"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,F01b,ALWM21F01b,ALWM21F01b,05/02/2013,09/19/2013,141,477,510,4,-91,Construct,Code 02.,"Joining lift ""F01 b"" and ""F01 c"", under the name of ""F01 b"".",Code 02a.,A-P-S-3600-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C06a,ALWM21C06a,ALWM21C06a,06/20/2013,06/20/2013,1,32,23,1,15,Construct,Code 05.,"Lift ""C06 a + F01 a"" will be renamed as ""C06 a"".",Code 05a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C05a,ALWM21C05a,ALWM21C05a,07/05/2013,07/05/2013,1,112,102,1,8,Construct,Code 05.,"Lift ""C05&C04 a (I)"" will be renamed as ""C05 a"".",Code 05a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C04a,ALWM21C04a,ALWM21C04a,07/13/2013,07/13/2013,1,112,95,1,0,Construct,Code 03.,"Lift ""C04a(II)/C03 a"" will be divided in ""C04 a"" and ""C03 a"". All quantities will be assigned to ""C04 a"".",Code 03a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C03a,ALWM21C03a,ALWM21C03a,07/13/2013,07/13/2013,1,0,0,0,82,Construct,Code 03.,"Lift ""C04a(II)/C03 a"" will be divided in ""C04 a"" and ""C03 a"". All quantities will be assigned to ""C04 a"".",Code 03a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C05b,ALWM21C05b,ALWM21C05b,10/03/2013,10/03/2013,1,88,81,1,0,Construct,Code 03.,"Lift ""C05 b & C04 c"" will be divided in ""C04 c"" and ""C05 b"". All quantities will be assigned to ""C05 b"".",Code 03a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C04c,ALWM21C04c,ALWM21C04c,10/03/2013,10/03/2013,1,0,0,0,7,Construct,Code 03.,"Lift ""C05 b & C04 c"" will be divided in ""C04 c"" and ""C05 b"". All quantities will be assigned to ""C05 b"".",Code 03a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C03c,ALWM21C03c,ALWM21C03c,10/10/2013,10/10/2013,1,64,73,1,1,Construct,Code 05.,"Lift ""C04 c(II)/C03 c"" will be renamed as ""C03 c"".",Code 05a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C04b,ALWM21C04b,ALWM21C04b,10/11/2013,10/11/2013,1,185,182,1,5,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C03b,ALWM21C03b,ALWM21C03b,10/16/2013,10/17/2013,2,216,205,2,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C02,ALWM21C02,ALWM21C02,10/23/2013,11/16/2013,25,384,340,2,3,Construct,Code 02.,"Joining lift ""C02 (I)"" and ""C02 (II)"", under the name of ""C02"".",Code 02a.,A-P-S-3601-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M21,C01,ALWM21C01,ALWM21C01,11/19/2013,11/20/2013,2,944,982,2,29,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W07,ALWM21W07,ALWM21W07,12/19/2013,12/20/2013,2,430,399,2,14,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W06,ALWM21W06,ALWM21W06,01/03/2014,01/03/2014,1,364,352,1,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W05,ALWM21W05,ALWM21W05,01/10/2014,01/10/2014,1,300,302,1,8,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W04,ALWM21W04,ALWM21W04,01/18/2014,01/18/2014,1,244,253,1,12,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W03b,ALWM21W03b,ALWM21W03b,01/30/2014,01/30/2014,1,156,161,1,30,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W03a,ALWM21W03a,ALWM21W03a,03/01/2014,03/01/2014,1,141,143,1,16,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W02,ALWM21W02,ALWM21W02,03/17/2014,03/17/2014,1,112,120,1,329,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M21,W01,ALWM21W01,ALWM21W01,02/09/2015,02/09/2015,1,68,77,1,-733,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F05,ALWM22F05,ALWM22F05,02/06/2013,02/06/2013,1,360,359,1,9,Construct,Code 05.,"Lift ""F05 c"" will be renamed as ""F05"".",Code 05a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F04,ALWM22F04,ALWM22F04,02/15/2013,02/15/2013,1,408,392,2,1,Construct,Code 02.,"Joining lift ""F04"" and ""F04 a"", under the name of ""F04"".",Code 02a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F03b,ALWM22F03b,ALWM22F03b,02/16/2013,02/17/2013,2,0,0,0,99,Construct,Code 01.,"A new row was created under the name of ""F03 b"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F02b,ALWM22F02b,ALWM22F02b,05/27/2013,05/29/2013,3,868,902,3,2,Construct,Code 02.,"Joining lift ""F03 c & F02 b,c (I)"" and ""F03 c & F02 b,c (II)"", under the name of ""F02 b"".",Code 02a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F02c,ALWM22F02c,ALWM22F02c,05/31/2013,06/01/2013,2,488,487,2,14,Construct,Code 05.,"Lift ""F02c/F01b,c"" will be renamed as ""F02 c"".",Code 05a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F03a,ALWM22F03a,ALWM22F03a,06/15/2013,06/15/2013,1,136,106,1,0,Construct,Code 03.,"Lift ""F01/F02/F03 a"" will be divided in ""F01 a"", ""F02 a"" and ""F03 a"". All quantities will be assigned to ""F03 a"".",Code 03a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F02a,ALWM22F02a,ALWM22F02a,06/15/2013,06/15/2013,1,0,0,0,0,Construct,Code 03.,"Lift ""F01/F02/F03 a"" will be divided in ""F01 a"", ""F02 a"" and ""F03 a"". All quantities will be assigned to ""F03 a"".",Code 03a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F01a,ALWM22F01a,ALWM22F01a,06/15/2013,06/15/2013,1,0,0,0,24,Construct,Code 03.,"Lift ""F01/F02/F03 a"" will be divided in ""F01 a"", ""F02 a"" and ""F03 a"". All quantities will be assigned to ""F03 a"".",Code 03a.,A-P-S-3620-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C04a,ALWM22C04a,ALWM22C04a,07/09/2013,07/09/2013,1,120,106,1,49,Construct,Code 05.,"Lift ""F03/02/01-C04 a"" will be renamed as ""C04 a"".",Code 05a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F01b,ALWM22F01b,ALWM22F01b,08/27/2013,08/27/2013,1,22,0,1,10,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,F01c,ALWM22F01c,ALWM22F01c,09/06/2013,09/06/2013,1,40,0,1,7,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C04c,ALWM22C04c,ALWM22C04c,09/13/2013,09/13/2013,1,56,41,1,12,Construct,Code 05.,"Lift ""F01 c & C04 c"" will be renamed as ""C04 c"".",Code 05a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C03a,ALWM22C03a,ALWM22C03a,09/25/2013,10/04/2013,10,648,626,5,14,Construct,Code 02.,"Joining lift ""C03 a/ C02 a (I)"", ""C03 a/ C02 a (II)"" and ""C03 a/ C02 a (III)"", under the name of ""C03 a"".",Code 02a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C01a,ALWM22C01a,ALWM22C01a,10/18/2013,10/30/2013,13,250,348,2,1,Construct,Code 02.,"Joining lift ""C03 a/C02 a/C01 a (IV)"" and ""C02 a/C01 a (V)"", under the name of ""C01 a"".",Code 02a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C02a,ALWM22C02a,ALWM22C02a,10/31/2013,10/31/2013,1,192,187,1,13,Construct,Code 05.,"Lift ""C02a/C01a"" will be renamed as ""C02 a"".",Code 05a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C04b,ALWM22C04b,ALWM22C04b,11/13/2013,11/13/2013,1,184,188,1,10,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C03b,ALWM22C03b,ALWM22C03b,11/23/2013,11/23/2013,1,206,206,1,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C02b,ALWM22C02b,ALWM22C02b,11/27/2013,11/27/2013,1,180,316,1,2,Construct,Code 05.,"Lift ""C02a/C02 b/C01 a (VI)"" will be renamed as ""C02 b"".",Code 05a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,C01b,ALWM22C01b,ALWM22C01b,11/29/2013,11/30/2013,2,549,568,2,5,Construct,Code 05.,"Lift ""C01 a&b (VII)"" will be renamed as ""C01 b"".",Code 05a.,A-P-S-3621-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W07,ALWM22W07,ALWM22W07,12/05/2013,12/06/2013,2,432,399,2,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W06,ALWM22W06,ALWM22W06,12/12/2013,12/13/2013,2,364,350,2,4,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W05,ALWM22W05,ALWM22W05,12/17/2013,12/17/2013,1,316,301,1,13,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W04,ALWM22W04,ALWM22W04,12/30/2013,12/30/2013,1,274,253,1,9,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W03b,ALWM22W03b,ALWM22W03b,01/08/2014,01/08/2014,1,179,161,1,6,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W03a,ALWM22W03a,ALWM22W03a,01/14/2014,01/14/2014,1,158,143,1,9,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W02,ALWM22W02,ALWM22W02,01/23/2014,01/23/2014,1,112,120,1,364,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M22,W01,ALWM22W01,ALWM22W01,01/22/2015,01/22/2015,1,95,73,1,-755,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F09,ALWM23F09,ALWM23F09,12/28/2012,12/28/2012,1,488,408,1,34,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F08,ALWM23F08,ALWM23F08,01/31/2013,04/17/2013,77,472,448,4,17,Construct,Code 02.,"Joining lift ""F08"", ""F08 a"" and ""F08 b"", under the name of ""F08"".",Code 02a.,A-P-S-3640-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F07a,ALWM23F07a,ALWM23F07a,05/04/2013,05/04/2013,1,144,120,1,0,Construct,Code 03.,"Lift ""F05/F06/F07 a"" will be divided in ""F05 a"", ""F06 a"" and ""F07 a"". All quantities will be assigned to ""F07 a"".",Code 03a.,A-P-S-3640-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F06a,ALWM23F06a,ALWM23F06a,05/04/2013,05/04/2013,1,0,0,0,0,Construct,Code 03.,"Lift ""F05/F06/F07 a"" will be divided in ""F05 a"", ""F06 a"" and ""F07 a"". All quantities will be assigned to ""F07 a"".",Code 03a.,A-P-S-3640-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F05a,ALWM23F05a,ALWM23F05a,05/04/2013,05/04/2013,1,0,0,0,4,Construct,Code 03.,"Lift ""F05/F06/F07 a"" will be divided in ""F05 a"", ""F06 a"" and ""F07 a"". All quantities will be assigned to ""F07 a"".",Code 03a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F07b,ALWM23F07b,ALWM23F07b,05/08/2013,05/08/2013,1,160,150,1,0,Construct,Code 03.,"Lift ""F05/F06/F07 b"" will be divided in ""F05 b"", ""F06 b"" and ""F07 b"". All quantities will be assigned to ""F07 b"".",Code 03a.,A-P-S-3640-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F06b,ALWM23F06b,ALWM23F06b,05/08/2013,05/08/2013,1,0,0,0,0,Construct,Code 03.,"Lift ""F05/F06/F07 b"" will be divided in ""F05 b"", ""F06 b"" and ""F07 b"". All quantities will be assigned to ""F07 b"".",Code 03a.,A-P-S-3640-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F05b,ALWM23F05b,ALWM23F05b,05/08/2013,05/08/2013,1,0,0,0,28,Construct,Code 03.,"Lift ""F05/F06/F07 b"" will be divided in ""F05 b"", ""F06 b"" and ""F07 b"". All quantities will be assigned to ""F07 b"".",Code 03a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F04b,ALWM23F04b,ALWM23F04b,06/05/2013,06/05/2013,1,184,152,1,6,Construct,Code 05.,"Lift ""F06/F05/F04"" will be renamed as ""F04 b"".",Code 05a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F02b,ALWM23F02b,ALWM23F02b,06/11/2013,06/12/2013,2,883,897,2,21,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F04a,ALWM23F04a,ALWM23F04a,07/03/2013,07/03/2013,1,136,122,1,42,Construct,Code 05.,"Lift ""F04/F05/F06 a"" will be renamed as ""F04 a"".",Code 05a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F03,ALWM23F03,ALWM23F03,08/14/2013,08/14/2013,1,119,110,1,3,Construct,Code 05.,"Lift ""F03a/F02a(I)"" will be renamed as ""F03"".",Code 05a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F02a,ALWM23F02a,ALWM23F02a,08/17/2013,09/14/2013,29,814,762,2,-25,Construct,Code 02.,"Joining lift ""F03a/F02a(II)"" and ""F02 a(IV)/F01"", under the name of ""F02 a"".",Code 02a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F01b,ALWM23F01b,ALWM23F01b,08/20/2013,09/10/2013,22,977,860,3,5,Construct,Code 02.,"Joining lift ""F03 a (III)/F02 a (III)/ F01 b"" and ""F01 b-N"", under the name of ""F01 b"".",Code 02a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,F01a,ALWM23F01a,ALWM23F01a,09/15/2013,09/25/2013,11,163,352,3,-5,Construct,Code 02.,"Joining lift ""F02 a(IV)/F01 a (II)"" and ""F01 (III)"", under the name of ""F01 a"".",Code 02a.,A-P-S-3641-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C04b,ALWM23C04b,ALWM23C04b,09/20/2013,09/21/2013,2,358,327,2,-1,Construct,Code 03.,"Lift ""C04 a&b"" will be divided in ""C04 a"" and ""C04 b"". All quantities will be assigned to ""C04 b"".",Code 03a.,A-P-S-3642-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C04a,ALWM23C04a,ALWM23C04a,09/20/2013,09/21/2013,2,0,0,0,35,Construct,Code 03.,"Lift ""C04 a&b"" will be divided in ""C04 a"" and ""C04 b"". All quantities will be assigned to ""C04 b"".",Code 03a.,A-P-S-3642-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C03b,ALWM23C03b,ALWM23C03b,10/26/2013,10/26/2013,1,446,437,1,0,Construct,Code 03.,"Lift ""C03 a & b"" will be divided in ""C03 a"" and ""C03 b"". All quantities will be assigned to ""C03 b"".",Code 03a.,A-P-S-3642-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C03a,ALWM23C03a,ALWM23C03a,10/26/2013,10/26/2013,1,0,0,0,45,Construct,Code 03.,"Lift ""C03 a & b"" will be divided in ""C03 a"" and ""C03 b"". All quantities will be assigned to ""C03 b"".",Code 03a.,A-P-S-3642-0002,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C02,ALWM23C02,ALWM23C02,12/10/2013,12/10/2013,1,198,207,1,3,Construct,,,,,,,,,,,,,,,,,,,,,,,,
A,LW,M23,C01,ALWM23C01,ALWM23C01,12/13/2013,12/13/2013,1,600,636,1,20,Construct,,,,,,,,,,,,,,,,,,,,,,,,
