original_lift,lift,rebar_units,actual_start
UE-M15-W02-20,PUEM15W02,4867,8/20/2012
UE-M15-W04-20,PUEM15W04,6326,8/3/2012
UE-M15-W06-20,PUEM15W06,3752,7/16/2012
UE-M15-W01-20,PUEM15W01,2042,10/6/2014
UE-M15-C02-20,PUEM15C02,65748,4/18/2012
UE-M15-C01-20,PUEM15C01,36326,4/25/2012
UE-M07-W08-20,PUEM07W08,12641,3/20/2014
UE-M07-W07-20,PUEM07W07,17433,4/7/2014
UE-M07-W05-20,PUEM07W05,13811,5/20/2014
UE-M07-W09-20,PUEM07W09,19503,3/6/2014
UE-M07-W03-20,PUEM07W03,15533,6/13/2014
UE-M07-W02-20,PUEM07W02,4728,6/26/2014
UE-M07-W04-20,PUEM07W04,8077,6/2/2014
UE-M07-W06-20,PUEM07W06,7694,4/22/2014
UE-M07-W01-20,PUEM07W01,4505,8/28/2014
UE-M07-F02-20,PUEM07F02,48391,1/31/2013
UE-M07-F01-20,PUEM07F01,57894,2/20/2013
UE-M07-C02-20,PUEM07C02,88839,12/10/2013
UE-M07-C01-20,PUEM07C01,57035,12/12/2013
UE-M21-C02-20,PUEM21C02,32446,7/3/2013
UE-M21-C01-20,PUEM21C01,41970,6/20/2013
UE-M21-W09-20,PUEM21W09,11232,7/12/2013
UE-M21-W08-20,PUEM21W08,7606,7/24/2013
UE-M21-W07-20,PUEM21W07,9110,8/7/2013
UE-M21-W06-20,PUEM21W06,4313,8/22/2013
UE-M21-W05-20,PUEM21W05,6320,9/10/2013
UE-M21-W04-20,PUEM21W04,4536,9/17/2013
UE-M21-W03-20,PUEM21W03,6227,9/26/2013
UE-M21-W02-20,PUEM21W02,8838,10/8/2013
UE-M21-W01-20,PUEM21W01,3805,9/16/2014
UE-M11-C02-20,PUEM11C02,27151,2/24/2012
UE-M11-C01-20,PUEM11C01,18791,3/12/2012
UE-M11-F02-20,PUEM11F02,26246,10/24/2011
UE-M11-F01-20,PUEM11F01,16725,10/31/2011
UE-M11-W08-20,PUEM11W08,3181,4/2/2012
UE-M11-W07-20,PUEM11W07,6581,4/12/2012
UE-M11-W06-20,PUEM11W06,660,4/28/2012
UE-M11-W05-20,PUEM11W05,1058,5/10/2012
UE-M11-W09-20,PUEM11W09,4406,3/27/2012
UE-M11-W03-20,PUEM11W03,723,5/26/2012
UE-M11-W02-20,PUEM11W02,1764,6/7/2012
UE-M11-W01-20,PUEM11W01,548,6/15/2012
UE-M11-W04-20,PUEM11W04,2373,5/17/2012
UE-M22-C02-20,PUEM22C02,6335,7/5/2013
UE-M22-C01-20,PUEM22C01,16563,7/11/2013
UE-M22-C06-20,PUEM22C06,14023,9/7/2012
UE-M22-W09-20,PUEM22W09,6444,7/30/2013
UE-M22-W08-20,PUEM22W08,14050,8/15/2013
UE-M22-W07-20,PUEM22W07,11396,9/2/2013
UE-M22-W06-20,PUEM22W06,5918,9/14/2013
UE-M22-W05-20,PUEM22W05,4870,9/25/2013
UE-M22-W04-20,PUEM22W04,5458,10/5/2013
UE-M22-W03-20,PUEM22W03,7977,10/16/2013
UE-M22-W02-20,PUEM22W02,3656,10/23/2013
UE-M22-W01-20,PUEM22W01,4574,9/4/2014
UE-M22-F05-20,PUEM22F05,25410,10/26/2011
UE-M22-F04-20,PUEM22F04,29790,1/12/2012
UE-M23-F06-20,PUEM23F06,30913,9/6/2011
UE-M23-F07-20,PUEM23F07,27047,8/18/2011
UE-M23-F02-20,PUEM23F02,42070,3/13/2013
UE-M23-F01-20,PUEM23F01,30237,3/16/2013
UE-M23-F03-20,PUEM23F03,10426,2/8/2013
UE-M23-C04-20,PUEM23C04,51711,4/18/2013
UE-M23-C03-20,PUEM23C03,19379,4/30/2013
UE-M23-C02-20,PUEM23C02,10998,5/20/2013
UE-M23-C01-20,PUEM23C01,25589,5/23/2013
UE-M23-W09-20,PUEM23W09,13437,6/11/2013
UE-M23-W08-20,PUEM23W08,9102,7/2/2013
UE-M23-W07-20,PUEM23W07,16686,7/10/2013
UE-M23-W06-20,PUEM23W06,5213,8/8/2013
UE-M23-W05-20,PUEM23W05,11257,9/6/2013
UE-M23-W04-20,PUEM23W04,2883,9/19/2013
UE-M23-W03-20,PUEM23W03,7254,10/3/2013
UE-M23-W02-20,PUEM23W02,3921,10/10/2013
UE-M23-W01-20,PUEM23W01,4846,8/30/2014
UE-M20-C02-20,PUEM20C02,55598,2/2/2013
UE-M20-C01-20,PUEM20C01,45117,2/7/2013
UE-M20-W09-20,PUEM20W09,12913,3/25/2013
UE-M20-W08-20,PUEM20W08,8181,4/5/2013
UE-M20-W07-20,PUEM20W07,10803,4/13/2013
UE-M20-W06-20,PUEM20W06,4881,4/24/2013
UE-M20-W05-20,PUEM20W05,7832,5/7/2013
UE-M20-W04-20,PUEM20W04,5663,5/25/2013
UE-M20-W03-20,PUEM20W03,9928,6/7/2013
UE-M20-W02-20,PUEM20W02,3569,6/25/2013
UE-M20-W01-20,PUEM20W01,3783,10/1/2014
UE-M20-F02-20,PUEM20F02,49365,4/23/2012
UE-M20-F01-20,PUEM20F01,42121,5/12/2012
UE-M19-F02-20,PUEM19F02,55740,11/8/2012
UE-M19-F01-20,PUEM19F01,51739,11/29/2012
UE-M19-C02-20,PUEM19C02,84284,6/26/2013
UE-M19-C01-20,PUEM19C01,57035,7/3/2013
UE-M19-W08-20,PUEM19W08,12641,8/20/2013
UE-M19-W07-20,PUEM19W07,19025,9/17/2013
UE-M19-W05-20,PUEM19W05,15541,10/21/2013
UE-M19-W09-20,PUEM19W09,22416,8/7/2013
UE-M19-W03-20,PUEM19W03,17350,11/20/2013
UE-M19-W02-20,PUEM19W02,6293,12/3/2013
UE-M19-W06-20,PUEM19W06,7694,10/7/2013
UE-M19-W04-20,PUEM19W04,11256,11/1/2013
UE-M19-W01-20,PUEM19W01,4620,9/8/2014
UE-M18-C02-20,PUEM18C02,47871,11/24/2012
UE-M18-C01-20,PUEM18C01,9746,12/3/2012
UE-M18-F02-20,PUEM18F02,27430,7/11/2012
UE-M18-F01-20,PUEM18F01,25282,7/27/2012
UE-M18-W09-20,PUEM18W09,7151,1/21/2013
UE-M18-W08-20,PUEM18W08,4158,2/15/2013
UE-M18-W07-20,PUEM18W07,6509,4/20/2013
UE-M18-W06-20,PUEM18W06,3461,5/1/2013
UE-M18-W05-20,PUEM18W05,4454,12/4/2013
UE-M18-W04-20,PUEM18W04,3273,12/17/2013
UE-M18-W03-20,PUEM18W03,5651,12/26/2013
UE-M18-W02-20,PUEM18W02,2156,1/16/2014
UE-M18-W01-20,PUEM18W01,3410,9/11/2014
UE-M17-C02-20,PUEM17C02,133086,8/28/2012
UE-M17-C01-20,PUEM17C01,24981,9/4/2012
UE-M17-F03-20,PUEM17F03,39178,3/14/2012
UE-M17-F01-20,PUEM17F01,57420,5/17/2012
UE-M17-F02-20,PUEM17F02,26431,4/26/2012
UE-M17-W09-20,PUEM17W09,17512,6/6/2013
UE-M17-W08-20,PUEM17W08,11356,7/13/2013
UE-M17-W07-20,PUEM17W07,14440,8/6/2013
UE-M17-W05-20,PUEM17W05,9974,9/10/2013
UE-M17-W04-20,PUEM17W04,7114,9/23/2013
UE-M17-W03-20,PUEM17W03,11807,10/7/2013
UE-M17-W02-20,PUEM17W02,5444,10/17/2013
UE-M17-W06-20,PUEM17W06,6560,8/26/2013
UE-M17-W01-20,PUEM17W01,4958,11/12/2014
UE-M16-C02-20,PUEM16C02,38992,3/9/2012
UE-M16-C01-20,PUEM16C01,19526,3/19/2012
UE-M16-F02-20,PUEM16F02,33190,9/22/2011
UE-M16-F01-20,PUEM16F01,44981,9/29/2011
UE-M16-W09-20,PUEM16W09,5996,7/19/2012
UE-M16-W08-20,PUEM16W08,4462,7/25/2012
UE-M16-W07-20,PUEM16W07,4776,8/3/2012
UE-M16-W06-20,PUEM16W06,2391,8/10/2012
UE-M16-W05-20,PUEM16W05,3035,8/20/2012
UE-M16-W04-20,PUEM16W04,2475,9/3/2012
UE-M16-W03-20,PUEM16W03,2187,9/19/2012
UE-M16-W02-20,PUEM16W02,1878,10/4/2012
UE-M16-W01-20,PUEM16W01,3384,9/20/2014
UE-M14-C02-20,PUEM14C02,66776,2/13/2013
UE-M14-C01-20,PUEM14C01,51746,2/22/2013
UE-M14-F02-20,PUEM14F02,58149,12/15/2011
UE-M14-W09-20,PUEM14W09,10475,5/7/2013
UE-M14-W08-20,PUEM14W08,8038,5/21/2013
UE-M14-W07-20,PUEM14W07,8532,6/10/2013
UE-M14-W06-20,PUEM14W06,7224,7/29/2013
UE-M14-W05-20,PUEM14W05,6220,8/28/2013
UE-M14-W04-20,PUEM14W04,8082,9/13/2013
UE-M14-W03-20,PUEM14W03,3969,9/26/2013
UE-M14-W02-20,PUEM14W02,4628,11/7/2013
UE-M14-W01-20,PUEM14W01,2431,10/13/2014
UE-M13-C02-20,PUEM13C02,77075,3/14/2013
UE-M13-C01-20,PUEM13C01,59151,3/21/2013
UE-M13-F03-20,PUEM13F03,82669,10/30/2011
UE-M13-F02-20,PUEM13F02,45780,11/25/2011
UE-M13-W09-20,PUEM13W09,11109,5/18/2013
UE-M13-W08-20,PUEM13W08,8333,6/4/2013
UE-M13-W07-20,PUEM13W07,15941,7/22/2013
UE-M13-W06-20,PUEM13W06,1545,11/1/2013
UE-M13-W05-20,PUEM13W05,6003,11/13/2013
UE-M13-W04-20,PUEM13W04,3032,11/21/2013
UE-M13-W03-20,PUEM13W03,5755,12/3/2013
UE-M13-W02-20,PUEM13W02,2250,12/12/2013
UE-M13-W01-20,PUEM13W01,3620,10/7/2014
UE-M12-C02-20,PUEM12C02,66776,1/28/2013
UE-M12-C01-20,PUEM12C01,51746,2/7/2013
UE-M12-W09-20,PUEM12W09,10459,5/30/2013
UE-M12-W08-20,PUEM12W08,8038,6/15/2013
UE-M12-W07-20,PUEM12W07,9439,7/5/2013
UE-M12-W06-20,PUEM12W06,5731,8/5/2013
UE-M12-W05-20,PUEM12W05,7778,8/29/2013
UE-M12-W04-20,PUEM12W04,5267,9/14/2013
UE-M12-W03-20,PUEM12W03,4135,10/10/2013
UE-M12-W02-20,PUEM12W02,4865,10/24/2013
UE-M12-W01-20,PUEM12W01,5396,11/14/2014
UE-M12-F02-20,PUEM12F02,60112,12/9/2011
UE-M10-C02-20,PUEM10C02,65937,4/16/2012
UE-M10-C01-20,PUEM10C01,30611,4/24/2012
UE-M10-F02-20,PUEM10F02,55133,9/23/2011
UE-M10-F01-20,PUEM10F01,77895,9/30/2011
UE-M10-W09-20,PUEM10W09,11170,5/22/2012
UE-M10-W08-20,PUEM10W08,8189,6/4/2012
UE-M10-W07-20,PUEM10W07,9143,6/14/2012
UE-M10-W06-20,PUEM10W06,4372,6/25/2012
UE-M10-W05-20,PUEM10W05,6010,7/3/2012
UE-M10-W04-20,PUEM10W04,4776,7/31/2012
UE-M10-W03-20,PUEM10W03,7993,8/15/2012
UE-M10-W02-20,PUEM10W02,2980,8/29/2012
UE-M10-W01-20,PUEM10W01,2391,9/18/2012
UE-M09-F02-20,PUEM09F02,55027,8/27/2011
UE-M09-F01-20,PUEM09F01,77858,9/14/2011
UE-M09-C02-20,PUEM09C02,66219,2/13/2012
UE-M09-C01-20,PUEM09C01,31614,2/27/2012
UE-M09-W08-20,PUEM09W08,8189,3/30/2012
UE-M09-W07-20,PUEM09W07,14566,4/19/2012
UE-M09-W05-20,PUEM09W05,5154,5/23/2012
UE-M09-W09-20,PUEM09W09,11180,3/22/2012
UE-M09-W03-20,PUEM09W03,8045,6/14/2012
UE-M09-W02-20,PUEM09W02,3141,6/27/2012
UE-M09-W04-20,PUEM09W04,3094,5/30/2012
UE-M09-W06-20,PUEM09W06,1991,5/1/2012
UE-M09-W01-20,PUEM09W01,5115,8/6/2012
UE-M06-C02-20,PUEM06C02,45603,3/12/2014
UE-M06-C01-20,PUEM06C01,9733,3/18/2014
UE-M06-W09-20,PUEM06W09,7405,4/21/2014
UE-M06-W08-20,PUEM06W08,4488,5/15/2014
UE-M06-W07-20,PUEM06W07,6746,5/27/2014
UE-M06-W06-20,PUEM06W06,3505,6/10/2014
UE-M06-W05-20,PUEM06W05,4908,7/10/2014
UE-M06-W04-20,PUEM06W04,3309,7/23/2014
UE-M06-W03-20,PUEM06W03,5886,7/31/2014
UE-M06-W02-20,PUEM06W02,2224,8/12/2014
UE-M06-W01-20,PUEM06W01,1581,9/26/2014
UE-M06-F02-20,PUEM06F02,25835,3/18/2013
UE-M06-F01-20,PUEM06F01,26673,4/6/2013
UE-M08-C02-20,PUEM08C02,59158,12/17/2012
UE-M08-C01-20,PUEM08C01,40468,12/26/2012
UE-M08-F02-20,PUEM08F02,47364,7/31/2012
UE-M08-F01-20,PUEM08F01,44139,8/14/2012
UE-M08-W09-20,PUEM08W09,12549,6/15/2013
UE-M08-W08-20,PUEM08W08,7600,7/17/2013
UE-M08-W07-20,PUEM08W07,11310,7/30/2013
UE-M08-W06-20,PUEM08W06,7172,8/15/2013
UE-M08-W05-20,PUEM08W05,7654,9/3/2013
UE-M08-W04-20,PUEM08W04,6096,9/16/2013
UE-M08-W03-20,PUEM08W03,10169,10/1/2013
UE-M08-W02-20,PUEM08W02,3584,10/11/2013
UE-M08-W01-20,PUEM08W01,3109,10/7/2014
UE-M05-C02-20,PUEM05C02,82259,1/8/2014
UE-M05-C01-20,PUEM05C01,69022,1/17/2014
UE-M05-F01-20,PUEM05F01,51864,9/11/2013
UE-M05-F03-20,PUEM05F03,38615,10/12/2012
UE-M05-F02-20,PUEM05F02,26097,8/28/2013
UE-M05-W09-20,PUEM05W09,16737,3/14/2014
UE-M05-W08-20,PUEM05W08,11360,3/29/2014
UE-M05-W07-20,PUEM05W07,13743,4/14/2014
UE-M05-W06-20,PUEM05W06,6371,5/13/2014
UE-M05-W01-20,PUEM05W01,5575,9/17/2014
UE-M05-W05-20,PUEM05W05,9141,5/23/2014
UE-M05-W04-20,PUEM05W04,6508,6/5/2014
UE-M05-W03-20,PUEM05W03,12013,6/19/2014
UE-M05-W02-20,PUEM05W02,4259,7/2/2014
CU2-C-04a-20,PCU2C04a,10917,09/27/2011
CU2-C-03a S-20,PCU2C03aS,3154,12/14/2011
CU2-C-03a N-20,PCU2C03aN,3154,11/11/2011
CU2-C-02a-20,PCU2C02a,6877,01/11/2012
CU2-C-04c-20,PCU2C04c,10917,09/30/2011
CU2-C-03c S-20,PCU2C03cS,3154,11/16/2011
CU2-C-03c N-20,PCU2C03cN,3154,11/09/2011
CU2-C-02c-20,PCU2C02c,6877,12/23/2011
CU2-C-01b-20,PCU2C01b,0,01/30/2012
CU2-C-03d N-20,PCU2C03dN,3154,10/26/2011
CU2-C-02d-20,PCU2C02d,6877,12/13/2011
CU2-C-04d-20,PCU2C04d,10917,10/12/2011
CU2-C-03d S-20,PCU2C03dS,3154,10/24/2011
CU2-C-04b-20,PCU2C04b,10917,10/12/2011
CU2-C-03b S-20,PCU2C03bS,3154,11/08/2011
CU2-C-03b N-20,PCU2C03bN,3154,10/25/2011
CU2-C-02b-20,PCU2C02b,6877,01/04/2012
CU2-C-01a-20,PCU2C01a,0,01/23/2012
UC-CC2-C05-20,PCC2C05,31326,02/04/2013
UC-CC2-C02-20,PCC2C02,16123,06/28/2013
UC-CC2-C01-20,PCC2C01,13088,07/04/2013
UC-CC2-D05-20,PCC2D05,45708,01/21/2013
UC-CC2-D02-20,PCC2D02,36821,04/10/2013
UC-CC2-D01-20,PCC2D01,0,04/19/2013
UC-CC2-E05-20,PCC2E05,22868,06/21/2012
UC-CC2-E02-20,PCC2E02,11526,07/23/2012
UC-CC2-E01-20,PCC2E01,0,07/30/2012
UC-CC2-I05-20,PCC2I05,17545,02/04/2013
UC-CC2-I02-20,PCC2I02,13122,07/26/2013
UC-CC2-I01-20,PCC2I01,0,07/30/2013
UC-CC2-B05-20,PCC2B05,32601,01/16/2013
UC-CC2-B02-20,PCC2B02,18149,03/19/2013
UC-CC2-B01-20,PCC2B01,14967,03/28/2013
UC-CC1-C05-20,PCC1C05,37094,05/09/2013
UC-CC1-C02-20,PCC1C02,23802,08/26/2013
UC-CC1-C01-20,PCC1C01,0,08/29/2013
UC-CC1-B05-20,PCC1B05,42995,04/10/2013
UC-CC1-B02-20,PCC1B02,31782,08/08/2013
UC-CC1-B01-20,PCC1B01,0,08/12/2013
UC-CC1-I05-20,PCC1I05,17758,02/25/2013
UC-CC1-I02-20,PCC1I02,13256,07/06/2013
UC-CC1-I01-20,PCC1I01,0,07/09/2013
UC-CC1-D05-20,PCC1D05,45789,03/06/2013
UC-CC1-D02-20,PCC1D02,36821,06/20/2013
UC-CC1-D01-20,PCC1D01,0,06/24/2013
UC-CC1-E05-20,PCC1E05,23429,10/16/2012
UC-CC1-E02-20,PCC1E02,11504,12/06/2012
UC-CC1-E01-20,PCC1E01,0,12/13/2012
CU1-C-01b-20,PCU1C01b,0,3/8/2012
CU1-C-04c-20,PCU1C04c,11127,5/26/2012
CU1-C-03c S-20,PCU1C03cS,3090,6/9/2012
CU1-C-03c N-20,PCU1C03cN,3090,6/9/2012
CU1-C-02c-20,PCU1C02c,6877,6/26/2012
CU1-C-01a-20,PCU1C01a,0,3/5/2012
CU1-C-04b-20,PCU1C04b,11127,12/9/2011
CU1-C-03b S-20,PCU1C03bS,3090,1/10/2012
CU1-C-03b N-20,PCU1C03bN,3090,1/10/2012
CU1-C-02b-20,PCU1C02b,6877,2/29/2012
CU1-C-04a-20,PCU1C04a,11127,12/3/2011
CU1-C-03a S-20,PCU1C03aS,3090,1/23/2012
CU1-C-03a N-20,PCU1C03aN,3090,1/27/2012
CU1-C-02a-20,PCU1C02a,6877,2/27/2012
CU1-C-04d-20,PCU1C04d,11127,5/31/2012
CU1-C-03d S-20,PCU1C03dS,3090,6/15/2012
CU1-C-03d N-20,PCU1C03dN,3090,6/15/2012
CU1-C-02d-20,PCU1C02d,6877,6/28/2012
MW-M01-F03-20,PMWM01F03,15865,11/26/2011
MW-M01-F02-20,PMWM01F02,9442,02/07/2012
MW-M01-F01-20,PMWM01F01,5833,02/13/2012
MW-M01-C02-20,PMWM01C02,26369,02/08/2013
MW-M01-C01-20,PMWM01C01,43755,02/14/2013
MW-M01-C07-20,PMWM01C07,9341,03/16/2012
MW-M01-C08-20,PMWM01C08,11240,03/09/2012
MW-M01-C09-20,PMWM01C09,663,02/29/2012
MW-M01-C10-20,PMWM01C10,3377,02/22/2012
MW-M01-W08-20,PMWM01W08,3365,07/06/2013
MW-M01-W07-20,PMWM01W07,10301,07/23/2013
MW-M01-W06-20,PMWM01W06,3690,09/20/2013
MW-M01-W05-20,PMWM01W05,4604,10/03/2013
MW-M01-W04-20,PMWM01W04,4975,10/11/2013
MW-M01-W03a-20,PMWM01W03a,6416,11/02/2013
MW-M01-W03b-20,PMWM01W03b,0,10/23/2013
MW-M01-W02-20,PMWM01W02,2290,11/12/2013
MW-M01-W01-20,PMWM01W01,3408,11/15/2014
MW-M23-C01-20,PMWM23C01,44308,10/29/2013
MW-M23-W09-20,PMWM23W09,13494,01/18/2014
MW-M23-W08-20,PMWM23W08,9231,02/04/2014
MW-M23-W07-20,PMWM23W07,15814,03/18/2014
MW-M23-W06-20,PMWM23W06,5010,03/31/2014
MW-M23-W05-20,PMWM23W05,7620,04/21/2014
MW-M23-W04-20,PMWM23W04,7900,05/14/2014
MW-M23-W03a-20,PMWM23W03a,9977,05/23/2014
MW-M23-W03b-20,PMWM23W03b,0,05/22/2014
MW-M23-W02-20,PMWM23W02,1902,06/03/2014
MW-M23-W01-20,PMWM23W01,4390,10/01/2014
MW-M15-W09-20,PMWM15W09,10770,09/28/2012
MW-M15-W07-20,PMWM15W07,8977,11/18/2013
MW-M15-W06-20,PMWM15W06,6139,12/05/2013
MW-M15-W04-20,PMWM15W04,6407,01/21/2014
MW-M15-W03a-20,PMWM15W03a,6855,02/25/2014
MW-M15-W03b-20,PMWM15W03b,0,02/24/2014
MW-M15-W02-20,PMWM15W02,1387,03/26/2014
MW-M15-W08-20,PMWM15W08,6735,10/31/2012
MW-M15-W05-20,PMWM15W05,3426,12/18/2013
MW-M15-W01-20,PMWM15W01,2218,07/31/2014
MW-M15-F03-20,PMWM15F03,19947,11/08/2011
MW-M15-F02-20,PMWM15F02,27414,12/13/2011
MW-M15-F01-20,PMWM15F01,43830,01/03/2012
MW-M15-C02-20,PMWM15C02,50105,08/29/2012
MW-M15-C01-20,PMWM15C01,25193,09/03/2012
MW-M17-F03-20,PMWM17F03,24883,11/25/2011
MW-M17-F01-20,PMWM17F01,54351,01/07/2012
MW-M17-F02-20,PMWM17F02,33593,12/22/2011
MW-M17-W09-20,PMWM17W09,11815,09/27/2013
MW-M17-W08-20,PMWM17W08,8217,10/11/2013
MW-M17-W07-20,PMWM17W07,13082,10/22/2013
MW-M17-W05-20,PMWM17W05,9247,03/20/2014
MW-M17-W04-20,PMWM17W04,7647,04/01/2014
MW-M17-W03b-20,PMWM17W03b,0,04/12/2014
MW-M17-W02-20,PMWM17W02,1692,05/15/2014
MW-M17-W01-20,PMWM17W01,3811,08/29/2014
MW-M17-W06-20,PMWM17W06,5236,11/08/2013
MW-M17-W03a-20,PMWM17W03a,8220,04/13/2014
MW-M17-C02-20,PMWM17C02,50439,10/27/2012
MW-M17-C01-20,PMWM17C01,30668,11/07/2012
MW-M14-W09-20,PMWM14W09,8502,06/07/2013
MW-M14-W08-20,PMWM14W08,8158,06/18/2013
MW-M14-W07-20,PMWM14W07,12661,07/09/2013
MW-M14-W06-20,PMWM14W06,4203,04/05/2014
MW-M14-W05-20,PMWM14W05,5062,04/17/2014
MW-M14-W03a-20,PMWM14W03a,5422,05/30/2014
MW-M14-W03b-20,PMWM14W03b,0,05/29/2014
MW-M14-W01-20,PMWM14W01,2296,09/03/2014
MW-M14-W04-20,PMWM14W04,7695,05/14/2014
MW-M14-W02-20,PMWM14W02,3270,06/05/2014
MW-M14-C02-20,PMWM14C02,45319,04/17/2013
MW-M14-C01-20,PMWM14C01,44330,04/24/2013
MW-M14-F03-20,PMWM14F03,82317,03/08/2012
MW-M14-F02-20,PMWM14F02,9477,03/17/2012
MW-M14-F01-20,PMWM14F01,34419,04/04/2012
MW-M13-F02-20,PMWM13F02,41417,02/24/2012
MW-M13-F03-20,PMWM13F03,55011,01/31/2012
MW-M13-C02-20,PMWM13C02,68929,06/08/2013
MW-M13-C01-20,PMWM13C01,46811,06/11/2013
MW-M13-W09-20,PMWM13W09,7679,07/11/2013
MW-M13-W08-20,PMWM13W08,7731,08/01/2013
MW-M13-W07-20,PMWM13W07,11729,09/02/2013
MW-M13-W06-20,PMWM13W06,4367,09/16/2013
MW-M13-W05-20,PMWM13W05,3903,11/08/2013
MW-M13-W04-20,PMWM13W04,4419,11/25/2013
MW-M13-W03a-20,PMWM13W03a,4744,12/11/2013
MW-M13-W02-20,PMWM13W02,3004,12/21/2013
MW-M13-W01-20,PMWM13W01,3737,08/23/2014
MW-M13-W03b-20,PMWM13W03b,0,12/10/2013
MW-M11-F03-20,PMWM11F03,10404,10/18/2011
MW-M11-F02-20,PMWM11F02,14224,11/29/2011
MW-M11-F01-20,PMWM11F01,21376,12/06/2011
MW-M11-C02-20,PMWM11C02,25153,02/28/2013
MW-M11-C01-20,PMWM11C01,12788,03/08/2013
MW-M11-W08-20,PMWM11W08,3193,07/17/2013
MW-M11-W07-20,PMWM11W07,4369,07/27/2013
MW-M11-W06-20,PMWM11W06,2441,03/17/2014
MW-M11-W05-20,PMWM11W05,1486,04/01/2014
MW-M11-W04-20,PMWM11W04,2323,04/15/2014
MW-M11-W03b-20,PMWM11W03b,0,05/16/2014
MW-M11-W02-20,PMWM11W02,439,06/02/2014
MW-M11-W01-20,PMWM11W01,592,07/31/2014
MW-M11-W09-20,PMWM11W09,4600,07/09/2013
MW-M11-W03a-20,PMWM11W03a,2385,05/17/2014
MW-M04-W09-20,PMWM04W09,12939,07/12/2013
MW-M04-W08-20,PMWM04W08,8238,07/30/2013
MW-M04-W07-20,PMWM04W07,11045,08/20/2013
MW-M04-W06-20,PMWM04W06,7236,09/05/2013
MW-M04-W05-20,PMWM04W05,4077,10/08/2013
MW-M04-W03a-20,PMWM04W03a,7789,11/24/2013
MW-M04-W03b-20,PMWM04W03b,0,11/23/2013
MW-M04-W02-20,PMWM04W02,1892,12/14/2013
MW-M04-W01-20,PMWM04W01,3810,10/10/2014
MW-M04-W04-20,PMWM04W04,7430,11/08/2013
MW-M04-F03-20,PMWM04F03,24227,10/27/2011
MW-M04-F01-20,PMWM04F01,54351,12/20/2011
MW-M04-F02-20,PMWM04F02,33593,12/07/2011
MW-M04-C01-20,PMWM04C01,30668,10/29/2012
MW-M04-C02-20,PMWM04C02,62867,10/22/2012
MW-CC4-H05-20,PCC4H05,12341,03/31/2012
MW-CC4-H04-20,PCC4H04,1151,04/20/2012
MW-CC4-H03-20,PCC4H03,2366,05/01/2012
MW-CC4-F05-20,PCC4F05,58014,07/10/2012
MW-CC4-F04-20,PCC4F04,37739,03/13/2013
MW-CC4-F03-20,PCC4F03,18231,04/13/2013
MW-CC4-F02-20,PCC4F02,36564,06/21/2013
MW-CC4-G05-20,PCC4G05,12341,04/17/2012
MW-CC4-G04-20,PCC4G04,1151,05/08/2012
MW-CC4-G03-20,PCC4G03,2366,05/17/2012
MW-M02-C01-20,PMWM02C01,42644,12/19/2012
MW-M02-C06-20,PMWM02C06,24338,07/04/2012
MW-M02-W08-20,PMWM02W08,8202,06/03/2013
MW-M02-W07-20,PMWM02W07,12959,06/19/2013
MW-M02-W06-20,PMWM02W06,8230,08/01/2013
MW-M02-W05-20,PMWM02W05,4363,08/13/2013
MW-M02-W04-20,PMWM02W04,6963,08/26/2013
MW-M02-W03a-20,PMWM02W03a,8329,11/22/2013
MW-M02-W03b-20,PMWM02W03b,0,09/09/2013
MW-M02-W02-20,PMWM02W02,1585,11/28/2013
MW-M02-W01-20,PMWM02W01,2441,10/29/2014
MW-M02-W09-20,PMWM02W09,6010,05/02/2013
MW-M02-F03-20,PMWM02F03,24883,10/20/2011
MW-M02-F02-20,PMWM02F02,18823,12/14/2011
MW-M02-F01-20,PMWM02F01,32991,01/05/2012
MW-M08-F03-20,PMWM08F03,23309,04/25/2012
MW-M08-F02-20,PMWM08F02,32356,05/12/2012
MW-M08-F01-20,PMWM08F01,48094,05/24/2012
MW-M08-W01-20,PMWM08W01,3047,08/12/2014
MW-M08-W09-20,PMWM08W09,13153,04/17/2013
MW-M08-W08-20,PMWM08W08,8983,05/11/2013
MW-M08-W07-20,PMWM08W07,15163,05/24/2013
MW-M08-W06-20,PMWM08W06,4947,12/04/2013
MW-M08-W05-20,PMWM08W05,8853,12/19/2013
MW-M08-W04-20,PMWM08W04,5903,01/23/2014
MW-M08-W02-20,PMWM08W02,2456,04/04/2014
MW-M08-C02-20,PMWM08C02,57445,02/09/2013
MW-M08-C01-20,PMWM08C01,42267,02/15/2013
MW-M07-F02-20,PMWM07F02,39928,07/22/2013
MW-M07-F01-20,PMWM07F01,66932,08/15/2013
MW-M07-C02-20,PMWM07C02,83095,12/12/2013
MW-M07-C01-20,PMWM07C01,59183,12/20/2013
MW-M07-W09-20,PMWM07W09,17132,03/11/2014
MW-M07-W08-20,PMWM07W08,19616,03/25/2014
MW-M07-W07-20,PMWM07W07,20270,04/11/2014
MW-M07-W06-20,PMWM07W06,15226,05/17/2014
MW-M07-W05-20,PMWM07W05,8629,06/03/2014
MW-M07-W04-20,PMWM07W04,13301,06/17/2014
MW-M07-W02-20,PMWM07W02,3307,07/15/2014
MW-M07-W01-20,PMWM07W01,4630,09/01/2014
MW-M03-F02-20,PMWM03F02,33201,01/31/2012
MW-M03-F01-20,PMWM03F01,54351,02/10/2012
