original_lift,lift,rebar_units,actual_start
MW-M03-F03-20,PMWM03F03,49206,10/01/2011
MW-M03-C02-20,PMWM03C02,62867,05/31/2012
MW-M03-C01-20,PMWM03C01,30668,06/11/2012
MW-M03-W09-20,PMWM03W09,12939,07/07/2012
MW-M03-W08-20,PMWM03W08,8238,07/17/2012
MW-M03-W07-20,PMWM03W07,11039,07/24/2012
MW-M03-W06-20,PMWM03W06,7231,08/03/2012
MW-M03-W05-20,PMWM03W05,4077,08/10/2012
MW-M03-W04-20,PMWM03W04,7430,08/17/2012
MW-M03-W03b-20,PMWM03W03b,0,08/27/2012
MW-M03-W02-20,PMWM03W02,1892,12/19/2013
MW-M03-W01-20,PMWM03W01,4516,10/23/2014
MW-M03-W03a-20,PMWM03W03a,7950,04/15/2013
MW-M22-C02-20,PMWM22C02,89826,08/22/2012
MW-M22-C01-20,PMWM22C01,30656,08/27/2012
MW-M22-W07-20,PMWM22W07,12162,10/15/2012
MW-M22-W05-20,PMWM22W05,4091,06/14/2014
MW-M22-W06-20,PMWM22W06,7160,03/06/2013
MW-M22-W04-20,PMWM22W04,7676,06/21/2014
MW-M22-W03a-20,PMWM22W03a,6825,07/06/2014
MW-M22-W03b-20,PMWM22W03b,0,07/05/2014
MW-M22-W02-20,PMWM22W02,4698,07/16/2014
MW-M22-W01-20,PMWM22W01,4588,10/30/2014
MW-M22-W09-20,PMWM22W09,13247,09/22/2012
MW-M22-W08-20,PMWM22W08,8175,10/04/2012
MW-M22-F03-20,PMWM22F03,31592,01/13/2012
MW-M22-F02-20,PMWM22F02,34897,02/14/2012
MW-M22-F01-20,PMWM22F01,54773,02/27/2012
MW-M06-F02-20,PMWM06F02,19646,07/18/2012
MW-M06-F01-20,PMWM06F01,26175,07/28/2012
MW-M06-F03-20,PMWM06F03,14842,06/22/2012
MW-M06-C02-20,PMWM06C02,32258,06/26/2013
MW-M06-C01-20,PMWM06C01,25765,07/03/2013
MW-M06-W09-20,PMWM06W09,7894,08/07/2013
MW-M06-W08-20,PMWM06W08,5275,08/27/2013
MW-M06-W07-20,PMWM06W07,9101,09/13/2013
MW-M06-W06-20,PMWM06W06,3313,05/27/2014
MW-M06-W05-20,PMWM06W05,5439,06/07/2014
MW-M06-W04-20,PMWM06W04,3715,06/23/2014
MW-M06-W03a-20,PMWM06W03a,6795,07/09/2014
MW-M06-W03b-20,PMWM06W03b,0,07/08/2014
MW-M06-W02-20,PMWM06W02,1311,07/22/2014
MW-M06-W01-20,PMWM06W01,1742,11/11/2014
MW-M21-F03-20,PMWM21F03,25233,12/12/2011
MW-M21-F01-20,PMWM21F01,54351,02/03/2012
MW-M21-F02-20,PMWM21F02,33593,01/25/2012
MW-M21-C02-20,PMWM21C02,62867,07/16/2012
MW-M21-C01-20,PMWM21C01,30668,07/23/2012
MW-M21-W09-20,PMWM21W09,12932,08/08/2012
MW-M21-W08-20,PMWM21W08,8238,08/18/2012
MW-M21-W07-20,PMWM21W07,11045,09/01/2012
MW-M21-W06-20,PMWM21W06,7265,09/17/2012
MW-M21-W05-20,PMWM21W05,4610,10/08/2012
MW-M21-W04-20,PMWM21W04,7430,10/22/2012
MW-M21-W03a-20,PMWM21W03a,7789,08/07/2014
MW-M21-W03b-20,PMWM21W03b,0,02/19/2013
MW-M21-W02-20,PMWM21W02,1892,08/14/2014
MW-M21-W01-20,PMWM21W01,3844,11/13/2014
MW-M20-F02-20,PMWM20F02,30732,06/18/2012
MW-M20-F01-20,PMWM20F01,48136,06/29/2012
MW-M20-F03-20,PMWM20F03,23318,06/06/2012
MW-M20-C01-20,PMWM20C01,42884,01/24/2013
MW-M20-C02-20,PMWM20C02,56187,01/21/2013
MW-M20-W08-20,PMWM20W08,9188,04/30/2013
MW-M20-W06-20,PMWM20W06,4942,05/29/2013
MW-M20-W05-20,PMWM20W05,7153,06/10/2013
MW-M20-W04-20,PMWM20W04,9839,06/22/2013
MW-M20-W03a-20,PMWM20W03a,10334,08/02/2014
MW-M20-W03b-20,PMWM20W03b,0,07/09/2013
MW-M20-W02-20,PMWM20W02,2465,08/18/2014
MW-M20-W01-20,PMWM20W01,3031,10/11/2014
MW-M20-W09-20,PMWM20W09,13153,03/27/2013
MW-M20-W07-20,PMWM20W07,15164,05/13/2013
MW-M16-F03-20,PMWM16F03,24883,11/22/2011
MW-M16-F02-20,PMWM16F02,33593,01/30/2012
MW-M16-F01-20,PMWM16F01,54351,02/09/2012
MW-M16-W04-20,PMWM16W04,7430,06/01/2014
MW-M16-W03b-20,PMWM16W03b,0,06/09/2014
MW-M16-W02-20,PMWM16W02,2194,06/26/2014
MW-M16-W01-20,PMWM16W01,4516,08/14/2014
MW-M16-W09-20,PMWM16W09,12907,07/16/2013
MW-M16-W07-20,PMWM16W07,11025,08/22/2013
MW-M16-W06-20,PMWM16W06,7265,09/04/2013
MW-M16-W03a-20,PMWM16W03a,7789,06/17/2014
MW-M16-W08-20,PMWM16W08,8217,08/03/2013
MW-M16-W05-20,PMWM16W05,4106,05/31/2014
MW-M16-C02-20,PMWM16C02,50439,12/13/2012
MW-M16-C01-20,PMWM16C01,30668,12/19/2012
MW-M12-F03-20,PMWM12F03,82317,03/10/2012
MW-M12-F02-20,PMWM12F02,9477,03/19/2012
MW-M12-W09-20,PMWM12W09,8577,06/04/2013
MW-M12-W08-20,PMWM12W08,8163,06/21/2013
MW-M12-W06-20,PMWM12W06,4616,03/05/2014
MW-M12-W05-20,PMWM12W05,5175,03/27/2014
MW-M12-W04-20,PMWM12W04,8204,04/09/2014
MW-M12-W03a-20,PMWM12W03a,5765,05/10/2014
MW-M12-W03b-20,PMWM12W03b,0,05/09/2014
MW-M12-W02-20,PMWM12W02,3267,05/26/2014
MW-M12-W07-20,PMWM12W07,12744,07/03/2013
MW-M12-W01-20,PMWM12W01,5219,08/11/2014
MW-M12-C02-20,PMWM12C02,45324,04/03/2013
MW-M12-C01-20,PMWM12C01,44365,04/10/2013
MW-M10-F02-20,PMWM10F02,30912,12/19/2011
MW-M10-F01-20,PMWM10F01,54351,12/03/2012
MW-M10-F03-20,PMWM10F03,24883,10/24/2011
MW-M10-W09-20,PMWM10W09,12939,04/25/2013
MW-M10-W08-20,PMWM10W08,8238,05/15/2013
MW-M10-W07-20,PMWM10W07,11045,06/03/2013
MW-M10-W04-20,PMWM10W04,7430,12/16/2013
MW-M10-W03a-20,PMWM10W03a,7789,01/16/2014
MW-M10-W03b-20,PMWM10W03b,0,01/15/2014
MW-M10-W02-20,PMWM10W02,1859,01/31/2014
MW-M10-W05-20,PMWM10W05,4072,11/29/2013
MW-M10-W01-20,PMWM10W01,2442,07/23/2014
MW-M10-W06-20,PMWM10W06,7231,11/18/2013
MW-M10-C01-20,PMWM10C01,30668,01/26/2013
MW-M10-C02-20,PMWM10C02,62867,01/23/2013
MW-M09-W08-20,PMWM09W08,8238,06/12/2013
MW-M09-W07-20,PMWM09W07,11045,06/20/2013
MW-M09-W06-20,PMWM09W06,7256,03/21/2014
MW-M09-W05-20,PMWM09W05,4587,04/04/2014
MW-M09-W04-20,PMWM09W04,7430,04/21/2014
MW-M09-W03b-20,PMWM09W03b,0,05/15/2014
MW-M09-W02-20,PMWM09W02,1618,05/23/2014
MW-M09-W01-20,PMWM09W01,5049,07/11/2014
MW-M09-W09-20,PMWM09W09,12939,03/11/2013
MW-M09-W03a-20,PMWM09W03a,7956,05/16/2014
MW-M09-C02-20,PMWM09C02,62867,12/18/2012
MW-M09-C01-20,PMWM09C01,30668,12/27/2012
MW-M09-F03-20,PMWM09F03,24883,10/12/2011
MW-M09-F01-20,PMWM09F01,54351,12/05/2011
MW-M09-F02-20,PMWM09F02,33593,11/26/2011
MW-M05-C02-20,PMWM05C02,62867,10/25/2012
MW-M05-C01-20,PMWM05C01,30668,11/06/2012
MW-M05-W03b-20,PMWM05W03b,0,04/05/2014
MW-M05-W02-20,PMWM05W02,1892,05/12/2014
MW-M05-W03a-20,PMWM05W03a,7789,04/06/2014
MW-M05-W09-20,PMWM05W09,12939,09/25/2013
MW-M05-W08-20,PMWM05W08,8238,10/15/2013
MW-M05-W07-20,PMWM05W07,11045,10/23/2013
MW-M05-W06-20,PMWM05W06,7265,01/13/2014
MW-M05-W04-20,PMWM05W04,7430,03/21/2014
MW-M05-W01-20,PMWM05W01,4137,10/03/2014
MW-M05-W05-20,PMWM05W05,4106,01/30/2014
MW-M05-F02-20,PMWM05F02,33565,02/28/2012
MW-M05-F01-20,PMWM05F01,54351,04/09/2012
MW-M05-F03-20,PMWM05F03,24883,02/16/2012
MW-CC3-F05-20,PCC3F05,57908,05/08/2012
MW-CC3-F04-20,PCC3F04,32477,06/19/2012
MW-CC3-F03-20,PCC3F03,15958,09/27/2012
MW-CC3-F02-20,PCC3F02,36713,07/04/2013
MW-CC3-H05-20,PCC3H05,12498,01/24/2012
MW-CC3-H04-20,PCC3H04,1151,02/16/2012
MW-CC3-H03-20,PCC3H03,2366,03/06/2012
MW-CC3-G05-20,PCC3G05,12341,01/31/2012
MW-CC3-G04-20,PCC3G04,1151,02/23/2012
MW-CC3-G03-20,PCC3G03,2366,03/10/2012
MW-M19-F02-20,PMWM19F02,39692,07/09/2013
MW-M19-F01-20,PMWM19F01,67119,07/26/2013
MW-M19-C02-20,PMWM19C02,81716,10/28/2013
MW-M19-C01-20,PMWM19C01,58621,10/31/2013
MW-M19-W09-20,PMWM19W09,17132,11/26/2013
MW-M19-W08-20,PMWM19W08,19616,12/06/2013
MW-M19-W07-20,PMWM19W07,20270,12/26/2013
MW-M19-W04-20,PMWM19W04,13301,05/08/2014
MW-M19-W03a-20,PMWM19W03a,16074,05/27/2014
MW-M19-W03b-20,PMWM19W03b,0,05/26/2014
MW-M19-W02-20,PMWM19W02,3307,06/24/2014
MW-M19-W01-20,PMWM19W01,4662,10/01/2014
MW-M19-W05-20,PMWM19W05,8574,04/02/2014
MW-M19-W06-20,PMWM19W06,15226,01/29/2014
MW-M18-C01-20,PMWM18C01,25601,04/05/2013
MW-M18-C02-20,PMWM18C02,31961,03/23/2013
MW-M18-W08-20,PMWM18W08,5400,08/05/2013
MW-M18-W07-20,PMWM18W07,9061,08/24/2013
MW-M18-W06-20,PMWM18W06,3086,05/26/2014
MW-M18-W05-20,PMWM18W05,4205,06/03/2014
MW-M18-W03a-20,PMWM18W03a,5834,07/03/2014
MW-M18-W03b-20,PMWM18W03b,0,07/02/2014
MW-M18-W02-20,PMWM18W02,1259,07/09/2014
MW-M18-W01-20,PMWM18W01,3299,09/16/2014
MW-M18-W09-20,PMWM18W09,7846,07/20/2013
MW-M18-W04-20,PMWM18W04,5525,06/11/2014
MW-M18-F02-20,PMWM18F02,17515,07/11/2012
MW-M18-F01-20,PMWM18F01,32235,07/18/2012
MW-M18-F03-20,PMWM18F03,14200,06/15/2012
MC-CC3-D01-20,PCC3D01,0,05/30/2013
MC-CC3-D05-20,PCC3D05,45789,02/18/2013
MC-CC3-D02-20,PCC3D02,36821,05/28/2013
MC-CC3-C05-20,PCC3C05,36509,01/22/2013
MC-CC3-C02-20,PCC3C02,23774,05/10/2013
MC-CC3-C01-20,PCC3C01,0,05/13/2013
MC-CC3-E05-20,PCC3E05,11912,07/19/2012
MC-CC3-E02-20,PCC3E02,9826,08/27/2012
MC-CC3-E01-20,PCC3E01,0,09/04/2012
MC-CC3-I05-20,PCC3I05,13569,03/04/2013
MC-CC3-I01-20,PCC3I01,0,06/19/2013
MC-CC3-I02-20,PCC3I02,10042,06/17/2013
MC-CC3-B05-20,PCC3B05,31600,01/02/2013
MC-CC3-B02-20,PCC3B02,24888,04/17/2013
MC-CC3-B01-20,PCC3B01,0,04/23/2013
MC-CC4-E05-20,PCC4E05,17618,08/30/2012
MC-CC4-E02-20,PCC4E02,9475,11/01/2012
MC-CC4-E01-20,PCC4E01,0,11/15/2012
MC-CC4-C05-20,PCC4C05,37016,02/27/2013
MC-CC4-C02-20,PCC4C02,29031,06/13/2013
MC-CC4-C01-20,PCC4C01,0,06/18/2013
MC-CC4-D05-20,PCC4D05,45789,03/07/2013
MC-CC4-D01-20,PCC4D01,0,07/02/2013
MC-CC4-D02-20,PCC4D02,36821,06/28/2013
MC-CC4-I02-20,PCC4I02,10042,05/03/2013
MC-CC4-I01-20,PCC4I01,0,05/09/2013
MC-CC4-I05-20,PCC4I05,13569,02/21/2013
MC-CC4-B05-20,PCC4B05,35320,02/16/2013
MC-CC4-B01-20,PCC4B01,0,05/25/2013
MC-CC4-B02-20,PCC4B02,22956,05/21/2013
ME-M03-F02-20,PMEM03F02,33201,2/8/2012
ME-M03-F01-20,PMEM03F01,54351,3/1/2012
ME-M03-F03-20,PMEM03F03,49206,10/7/2011
ME-M03-C02-20,PMEM03C02,62867,11/16/2012
ME-M03-C01-20,PMEM03C01,30668,11/23/2012
ME-M03-W09-20,PMEM03W09,12939,3/25/2013
ME-M03-W08-20,PMEM03W08,8238,5/6/2013
ME-M03-W06-20,PMEM03W06,7265,7/10/2013
ME-M03-W05-20,PMEM03W05,4106,12/18/2013
ME-M03-W04-20,PMEM03W04,7430,1/6/2014
ME-M03-W03b-20,PMEM03W03b,0,1/18/2014
ME-M03-W02-20,PMEM03W02,1819,1/30/2014
ME-M03-W03a-20,PMEM03W03a,7789,1/18/2014
ME-M03-W01-20,PMEM03W01,4516,10/29/2014
ME-M03-W07-20,PMEM03W07,11045,5/29/2013
ME-M19-C02-20,PMEM19C02,81851,6/4/2014
ME-M19-C01-20,PMEM19C01,58667,6/7/2014
ME-M19-W03b-20,PMEM19W03b,0,9/13/2014
ME-M19-W02-20,PMEM19W02,3307,9/22/2014
ME-M19-W01-20,PMEM19W01,4662,10/31/2014
ME-M19-W08-20,PMEM19W08,19616,7/14/2014
ME-M19-W05-20,PMEM19W05,8573,8/21/2014
ME-M19-W09-20,PMEM19W09,17132,6/27/2014
ME-M19-W07-20,PMEM19W07,20270,7/25/2014
ME-M19-W06-20,PMEM19W06,15226,8/6/2014
ME-M19-W04-20,PMEM19W04,13301,9/2/2014
ME-M19-W03a-20,PMEM19W03a,16074,9/13/2014
ME-M19-F01-20,PMEM19F01,68644,9/3/2013
ME-M19-F02-20,PMEM19F02,39817,8/20/2013
ME-M07-C02-20,PMEM07C02,82231,5/28/2014
ME-M07-C01-20,PMEM07C01,57053,5/31/2014
ME-M07-F01-20,PMEM07F01,68441,10/21/2013
ME-M07-F02-20,PMEM07F02,39928,10/4/2013
ME-M07-W06-20,PMEM07W06,15226,7/24/2014
ME-M07-W09-20,PMEM07W09,17132,6/21/2014
ME-M07-W05-20,PMEM07W05,8629,8/2/2014
ME-M07-W04-20,PMEM07W04,13301,8/14/2014
ME-M07-W03a-20,PMEM07W03a,16074,8/25/2014
ME-M07-W02-20,PMEM07W02,3307,9/5/2014
ME-M07-W01-20,PMEM07W01,4630,9/25/2014
ME-M07-W08-20,PMEM07W08,19616,7/3/2014
ME-M07-W07-20,PMEM07W07,20270,7/11/2014
ME-M07-W03b-20,PMEM07W03b,0,8/25/2014
ME-M22-C04-20,PMEM22C04,148,10/29/2013
ME-M22-C03-20,PMEM22C03,45988,11/25/2013
ME-M22-C01-20,PMEM22C01,19679,1/22/2014
ME-M22-C05-20,PMEM22C05,828,10/17/2013
ME-M22-C06-20,PMEM22C06,33295,10/9/2013
ME-M22-C02-20,PMEM22C02,35856,1/2/2014
ME-M22-F05-20,PMEM22F05,33017,7/27/2012
ME-M22-F04-20,PMEM22F04,22897,8/6/2012
ME-M22-W09-20,PMEM22W09,11547,3/20/2014
ME-M22-W07-20,PMEM22W07,12977,4/14/2014
ME-M22-W05-20,PMEM22W05,6406,5/22/2014
ME-M22-W04-20,PMEM22W04,4245,6/5/2014
ME-M22-W03b-20,PMEM22W03b,0,6/20/2014
ME-M22-W02-20,PMEM22W02,3494,7/5/2014
ME-M22-W01-20,PMEM22W01,4370,9/19/2014
ME-M22-W08-20,PMEM22W08,8054,4/3/2014
ME-M22-W06-20,PMEM22W06,5598,5/13/2014
ME-M22-W03a-20,PMEM22W03a,8782,6/20/2014
ME-M01-F03-20,PMEM01F03,20234,2/1/2012
ME-M01-C04-20,PMEM01C04,34681,4/1/2013
ME-M01-C02-20,PMEM01C02,402,4/11/2013
ME-M01-C01-20,PMEM01C01,38619,4/22/2013
ME-M01-C03-20,PMEM01C03,1480,4/8/2013
ME-M01-W09-20,PMEM01W09,11561,5/3/2013
ME-M01-W08-20,PMEM01W08,8004,5/15/2013
ME-M01-W07-20,PMEM01W07,14608,5/24/2013
ME-M01-W06-20,PMEM01W06,3600,6/3/2013
ME-M01-W05-20,PMEM01W05,6688,6/22/2013
ME-M01-W04-20,PMEM01W04,3668,6/28/2013
ME-M01-W03a-20,PMEM01W03a,6774,10/1/2013
ME-M01-W03b-20,PMEM01W03b,0,9/21/2013
ME-M01-W02-20,PMEM01W02,2526,10/17/2013
ME-M01-W01-20,PMEM01W01,1758,12/4/2014
ME-M20-C02-20,PMEM20C02,61000,4/10/2014
ME-M20-C01-20,PMEM20C01,48649,4/15/2014
ME-M20-W09-20,PMEM20W09,13344,5/19/2014
ME-M20-W07-20,PMEM20W07,15164,6/10/2014
ME-M20-W05-20,PMEM20W05,7153,7/8/2014
ME-M20-W03a-20,PMEM20W03a,10334,7/28/2014
ME-M20-W03b-20,PMEM20W03b,0,7/28/2014
ME-M20-W02-20,PMEM20W02,2465,8/8/2014
ME-M20-W01-20,PMEM20W01,3023,10/15/2014
ME-M20-W08-20,PMEM20W08,8949,5/30/2014
ME-M20-W06-20,PMEM20W06,4942,6/24/2014
ME-M20-W04-20,PMEM20W04,9847,7/19/2014
ME-M20-F03-20,PMEM20F03,23518,8/22/2012
ME-M20-F02-20,PMEM20F02,32215,9/6/2012
ME-M20-F01-20,PMEM20F01,48304,9/14/2012
ME-M05-F03-20,PMEM05F03,33027,9/7/2012
ME-M05-F01-20,PMEM05F01,59915,9/21/2012
ME-M05-F02-20,PMEM05F02,19800,9/12/2012
ME-M05-W07-20,PMEM05W07,18033,6/26/2013
ME-M05-W06-20,PMEM05W06,5949,7/15/2014
ME-M05-W05-20,PMEM05W05,10908,7/28/2014
ME-M05-W04-20,PMEM05W04,7954,8/8/2014
ME-M05-W03b-20,PMEM05W03b,0,8/18/2014
ME-M05-W01-20,PMEM05W01,5105,10/9/2014
ME-M05-W09-20,PMEM05W09,15568,4/19/2013
ME-M05-W08-20,PMEM05W08,11744,6/13/2013
ME-M05-W03a-20,PMEM05W03a,12454,8/18/2014
ME-M05-W02-20,PMEM05W02,3660,8/28/2014
ME-M05-C02-20,PMEM05C02,74122,1/2/2013
ME-M05-C01-20,PMEM05C01,58647,1/9/2013
ME-M02-W09-20,PMEM02W09,12939,8/14/2012
ME-M02-W07-20,PMEM02W07,12445,7/25/2013
ME-M02-W06-20,PMEM02W06,7564,8/14/2013
ME-M02-W05-20,PMEM02W05,4615,10/3/2013
ME-M02-W03a-20,PMEM02W03a,10336,11/6/2013
ME-M02-W03b-20,PMEM02W03b,0,10/22/2013
ME-M02-W02-20,PMEM02W02,1584,11/13/2013
ME-M02-W01-20,PMEM02W01,4071,11/21/2014
ME-M02-W04-20,PMEM02W04,5447,10/12/2013
ME-M02-W08-20,PMEM02W08,8183,8/22/2012
ME-M02-C01-20,PMEM02C01,29022,7/25/2012
ME-M02-C02-20,PMEM02C02,61587,7/17/2012
ME-M02-F03-20,PMEM02F03,26271,9/29/2011
ME-M02-F02-20,PMEM02F02,23106,12/15/2011
ME-M02-F01-20,PMEM02F01,34598,1/10/2012
ME-M14-F03-20,PMEM14F03,82317,3/7/2012
ME-M14-F02-20,PMEM14F02,9477,3/15/2012
ME-M14-C02-20,PMEM14C02,45319,3/6/2013
ME-M14-C01-20,PMEM14C01,44352,3/11/2013
ME-M14-W09-20,PMEM14W09,11074,7/31/2013
ME-M14-W06-20,PMEM14W06,4203,9/6/2013
ME-M14-W05-20,PMEM14W05,5037,9/17/2013
ME-M14-W04-20,PMEM14W04,7695,10/10/2013
ME-M14-W02-20,PMEM14W02,3270,11/13/2013
ME-M14-W01-20,PMEM14W01,2296,11/15/2014
ME-M14-W07-20,PMEM14W07,12661,8/28/2013
ME-M14-W03a-20,PMEM14W03a,5422,10/28/2013
ME-M14-W03b-20,PMEM14W03b,0,10/28/2013
ME-M14-W08-20,PMEM14W08,8158,8/9/2013
ME-M13-F03-20,PMEM13F03,55070,2/3/2012
ME-M13-F02-20,PMEM13F02,42120,2/15/2012
ME-M13-W04-20,PMEM13W04,4419,11/27/2013
ME-M13-W03a-20,PMEM13W03a,4744,12/11/2013
ME-M13-W03b-20,PMEM13W03b,0,12/11/2013
ME-M13-W02-20,PMEM13W02,3004,12/27/2013
ME-M13-W01-20,PMEM13W01,3737,11/25/2014
ME-M13-W09-20,PMEM13W09,7612,5/31/2013
ME-M13-W08-20,PMEM13W08,7665,6/12/2013
ME-M13-W07-20,PMEM13W07,11575,6/24/2013
ME-M13-W06-20,PMEM13W06,4404,7/4/2013
ME-M13-W05-20,PMEM13W05,3917,7/20/2013
ME-M13-C02-20,PMEM13C02,68842,5/3/2013
ME-M13-C01-20,PMEM13C01,46728,5/9/2013
ME-M12-F03-20,PMEM12F03,82317,3/5/2012
ME-M12-F02-20,PMEM12F02,9477,3/13/2012
ME-M12-C01-20,PMEM12C01,46107,3/22/2013
ME-M12-C02-20,PMEM12C02,45321,3/15/2013
ME-M12-W09-20,PMEM12W09,8598,7/2/2013
ME-M12-W08-20,PMEM12W08,8183,7/10/2013
ME-M12-W06-20,PMEM12W06,4507,9/12/2013
ME-M12-W05-20,PMEM12W05,5233,9/23/2013
ME-M12-W04-20,PMEM12W04,7994,10/15/2013
ME-M12-W03a-20,PMEM12W03a,5694,11/2/2013
ME-M12-W03b-20,PMEM12W03b,0,11/2/2013
ME-M12-W02-20,PMEM12W02,3351,11/23/2013
ME-M12-W01-20,PMEM12W01,5280,11/24/2013
ME-M12-W07-20,PMEM12W07,12811,8/31/2013
ME-M11-F03-20,PMEM11F03,10376,10/22/2011
ME-M11-F01-20,PMEM11F01,21376,11/23/2011
ME-M11-F02-20,PMEM11F02,14224,11/15/2011
ME-M11-C02-20,PMEM11C02,25153,1/17/2013
ME-M11-C01-20,PMEM11C01,12788,1/22/2013
ME-M11-W08-20,PMEM11W08,3193,6/12/2013
ME-M11-W06-20,PMEM11W06,2441,12/27/2013
ME-M11-W05-20,PMEM11W05,1486,1/10/2014
ME-M11-W04-20,PMEM11W04,2323,1/27/2014
ME-M11-W03a-20,PMEM11W03a,2385,2/26/2014
ME-M11-W03b-20,PMEM11W03b,0,2/26/2014
ME-M11-W02-20,PMEM11W02,439,3/10/2014
ME-M11-W01-20,PMEM11W01,592,12/16/2014
ME-M11-W07-20,PMEM11W07,4369,6/21/2013
ME-M11-W09-20,PMEM11W09,4600,6/3/2013
ME-M08-F03-20,PMEM08F03,23476,5/15/2012
ME-M08-F01-20,PMEM08F01,48094,6/4/2012
ME-M08-F02-20,PMEM08F02,32157,5/26/2012
ME-M08-C02-20,PMEM08C02,55763,1/28/2013
ME-M08-C01-20,PMEM08C01,42265,2/4/2013
ME-M08-W05-20,PMEM08W05,8853,9/3/2013
ME-M08-W04-20,PMEM08W04,5899,9/18/2013
ME-M08-W03a-20,PMEM08W03a,12064,11/6/2013
ME-M08-W03b-20,PMEM08W03b,0,10/7/2013
ME-M08-W02-20,PMEM08W02,2492,11/16/2013
ME-M08-W01-20,PMEM08W01,3064,11/21/2014
ME-M08-W07-20,PMEM08W07,15163,4/22/2013
ME-M08-W06-20,PMEM08W06,4947,8/12/2013
ME-M08-W08-20,PMEM08W08,8982,4/5/2013
ME-M08-W09-20,PMEM08W09,13152,3/18/2013
ME-M10-W09-20,PMEM10W09,12939,4/15/2013
ME-M10-W07-20,PMEM10W07,11045,5/10/2013
ME-M10-W06-20,PMEM10W06,7265,10/23/2013
ME-M10-W05-20,PMEM10W05,4106,11/9/2013
ME-M10-W04-20,PMEM10W04,7430,11/21/2013
ME-M10-W03a-20,PMEM10W03a,7789,12/4/2013
ME-M10-W03b-20,PMEM10W03b,0,12/4/2013
ME-M10-W02-20,PMEM10W02,1859,12/18/2013
ME-M10-W01-20,PMEM10W01,2442,12/13/2014
ME-M10-W08-20,PMEM10W08,8238,5/1/2013
ME-M10-F03-20,PMEM10F03,24883,10/14/2011
ME-M10-F02-20,PMEM10F02,33593,12/27/2011
ME-M10-F01-20,PMEM10F01,54351,12/15/2012
ME-M10-C02-20,PMEM10C02,62867,2/22/2013
ME-M10-C01-20,PMEM10C01,30668,3/1/2013
ME-M09-C01-20,PMEM09C01,30668,12/5/2012
ME-M09-C02-20,PMEM09C02,62867,11/27/2012
ME-M09-W08-20,PMEM09W08,8231,5/27/2013
ME-M09-W07-20,PMEM09W07,11025,6/5/2013
ME-M09-W06-20,PMEM09W06,7265,11/26/2013
ME-M09-W03a-20,PMEM09W03a,7789,1/17/2014
ME-M09-W03b-20,PMEM09W03b,0,1/17/2014
ME-M09-W02-20,PMEM09W02,1618,2/4/2014
ME-M09-W01-20,PMEM09W01,5049,12/2/2014
ME-M09-W05-20,PMEM09W05,4106,12/12/2013
ME-M09-W04-20,PMEM09W04,7430,12/20/2013
ME-M09-W09-20,PMEM09W09,12932,5/15/2013
ME-M09-F03-20,PMEM09F03,24883,10/21/2011
ME-M09-F02-20,PMEM09F02,33593,12/2/2011
ME-M09-F01-20,PMEM09F01,54351,12/10/2011
ME-M18-C02-20,PMEM18C02,31961,7/10/2014
ME-M18-C01-20,PMEM18C01,25601,7/14/2014
ME-M18-W07-20,PMEM18W07,9072,8/23/2014
ME-M18-W05-20,PMEM18W05,5195,9/16/2014
ME-M18-W04-20,PMEM18W04,3221,9/23/2014
ME-M18-W03a-20,PMEM18W03a,7128,8/14/2014
ME-M18-W01-20,PMEM18W01,3267,11/14/2014
ME-M18-W08-20,PMEM18W08,5269,8/13/2014
ME-M18-W06-20,PMEM18W06,3043,9/4/2014
ME-M18-W09-20,PMEM18W09,7842,7/29/2014
ME-M18-W03b-20,PMEM18W03b,0,8/14/2014
ME-M18-W02-20,PMEM18W02,1259,10/4/2014
ME-M18-F02-20,PMEM18F02,17515,9/16/2013
ME-M18-F01-20,PMEM18F01,32235,9/30/2013
ME-M18-F03-20,PMEM18F03,14200,9/10/2013
ME-M17-C02-20,PMEM17C02,74122,5/14/2014
ME-M17-C01-20,PMEM17C01,58866,5/17/2014
ME-M17-W08-20,PMEM17W08,11744,6/14/2014
ME-M17-W06-20,PMEM17W06,6571,7/9/2014
ME-M17-W05-20,PMEM17W05,11533,7/18/2014
ME-M17-W03a-20,PMEM17W03a,12822,8/12/2014
ME-M17-W03b-20,PMEM17W03b,0,8/12/2014
ME-M17-W02-20,PMEM17W02,3727,8/25/2014
ME-M17-W01-20,PMEM17W01,4426,12/3/2014
ME-M17-W09-20,PMEM17W09,15568,6/4/2014
ME-M17-W07-20,PMEM17W07,18003,6/27/2014
ME-M17-W04-20,PMEM17W04,8128,8/1/2014
ME-M17-F02-20,PMEM17F02,18322,7/25/2013
ME-M17-F01-20,PMEM17F01,26841,8/9/2013
ME-M17-F03-20,PMEM17F03,33138,7/17/2013
ME-M06-C02-20,PMEM06C02,32617,5/13/2013
ME-M06-C01-20,PMEM06C01,25372,5/17/2013
ME-M06-W08-20,PMEM06W08,5269,8/1/2013
ME-M06-W07-20,PMEM06W07,9049,8/22/2013
ME-M06-W04-20,PMEM06W04,3716,4/7/2014
ME-M06-W03a-20,PMEM06W03a,6796,5/29/2014
ME-M06-W02-20,PMEM06W02,1311,6/11/2014
ME-M06-W01-20,PMEM06W01,1742,11/11/2014
ME-M06-W09-20,PMEM06W09,7842,7/15/2013
ME-M06-W05-20,PMEM06W05,5477,3/22/2014
