lift,actual_start,actual_quantity
PTRF2P201,10/03/2013,0
PTRF2P309,03/07/2013,20
PTRF2P308,03/27/2013,42
PTRF2P307,04/18/2013,20
PTRF2P306,05/09/2013,29
PTRF2P305,06/03/2013,33
PTRF2P304,07/01/2013,32
PTRF2P303,08/12/2013,57
PTRF2P302,09/18/2013,72
PTRF2P301,09/18/2013,0
PTRF2P403,08/20/2013,25
PTRF2P402,10/03/2013,48
PTRF2P401,10/03/2013,0
PTRF2P504,08/23/2013,
PTRF2P503,09/28/2013,41
PTRF2P502,10/17/2013,65
PTRF2P501,10/17/2013,0
PTRF2R14,05/22/2013,112
PTRF2R13,06/04/2013,153
PTRF2R12,07/01/2013,153
PTRF2R11,07/23/2013,153
PTRF2R10,08/06/2013,177
PTRF2R09,08/23/2013,189
PTRF2R08,09/05/2013,192
PTRF2R07,09/18/2013,209
PTRF2R06,09/30/2013,249
PTRF2R05,10/11/2013,232
PTRF2R04,10/29/2013,257
PTRF2R03,12/12/2013,343
PTRF2R02,01/07/2014,809
PTRF2R01,01/20/2014,501
PTRF2SL11,08/24/2012,441
PTRF2SL12,08/24/2012,0
PTRF2SL10,10/04/2012,187
PTRF2SL09,11/02/2012,225
PTRF2SL08a,12/05/2012,257
PTRF2SL08b,12/05/2012,0
PTRF2SL08c,12/05/2012,0
PTRF2SL07a,01/04/2013,281
PTRF2SL07b,01/04/2013,0
PTRF2SL07c,01/04/2013,0
PTRF2SL06a,01/30/2013,297
PTRF2SL06b,01/30/2013,0
PTRF2SL06c,01/30/2013,0
PTRF2SL05a,02/25/2013,418
PTRF2SL05b,02/25/2013,0
PTRF2SL05c,02/25/2013,0
PTRF2SL04a,03/14/2013,343
PTRF2SL04b,03/14/2013,0
PTRF2SL04c,03/14/2013,0
PTRF2SL03a,04/03/2013,282
PTRF2SL03b,04/03/2013,0
PTRF2SL03c,04/03/2013,0
PTRF2SL02a,04/30/2013,386
PTRF2SL02b,04/30/2013,0
PTRF2SL02c,04/30/2013,0
PTRF2SL01a,05/21/2013,291
PTRF2SL01b,05/21/2013,0
PTRF2SL01c,05/21/2013,0
PTRF2SW11,12/01/2012,129
PTRF2NW11,12/01/2012,0
PTRF2SW10,02/19/2013,105
PTRF2SW09,03/13/2013,59
PTRF2SW08,04/10/2013,29
PTRF2SW07,04/27/2013,46
PTRF2SW06,05/16/2013,49
PTRF2SW05,05/31/2013,53
PTRF2SW04,06/14/2013,57
PTRF2SW03,07/02/2013,53
PTRF2SW02,08/15/2013,41
PTRF2SW01,08/23/2013,32
PTRF3NW11,07/26/2013,57
PTRF3NW10,08/10/2013,89
PTRF3NW09,11/06/2013,60
PTRF3NW08,11/25/2013,89
PTRF3NW07,12/12/2013,105
PTRF3NW06,02/24/2014,64
PTRF3NW05,03/06/2014,73
PTRF3NW04,03/26/2014,65
PTRF3NW03,04/08/2014,97
PTRF3NW02,05/14/2014,56
PTRF3NW01,05/20/2014,17
PTRF3P104,06/02/2014,4
PTRF3P103,06/20/2014,39
PTRF3P102,06/26/2014,57
PTRF3P101,06/26/2014,0
PTRF3P203,05/14/2014,19
PTRF3P202,06/17/2014,51
PTRF3P201,06/17/2014,0
PTRF3P309,11/08/2013,5
PTRF3P308,11/26/2013,35
PTRF3P307,02/24/2014,20
PTRF3P306,03/18/2014,25
PTRF3P305,04/14/2014,32
PTRF3P304,05/17/2014,28
PTRF3P303,06/17/2014,51
PTRF3P302,07/03/2014,68
PTRF3P301,07/03/2014,0
PTRF3P403,04/11/2014,21
PTRF3P402,06/20/2014,48
PTRF3P401,06/20/2014,0
PTRF3P504,04/15/2014,13
PTRF3P503,06/09/2014,35
PTRF3P502,06/20/2014,65
PTRF3P501,06/20/2014,0
PTRF3R14,01/17/2014,102
PTRF3R13,01/27/2014,177
PTRF3R12,03/22/2014,161
PTRF3R11,04/04/2014,137
PTRF3R10,05/08/2014,177
PTRF3R09,05/20/2014,193
PTRF3R08,06/04/2014,227
PTRF3R07,06/17/2014,231
PTRF3R06,06/27/2014,224
PTRF3R05,07/18/2014,272
PTRF3R04,07/31/2014,272
PTRF3R03,09/09/2014,333
PTRF3R02,09/19/2014,791
PTRF3R01,09/26/2014,625
PTRF3SL11,05/10/2013,449
PTRF3SL12,05/10/2013,0
PTRF3SL10,05/28/2013,173
PTRF3SL09,06/22/2013,209
PTRF3SL08a,07/11/2013,273
PTRF3SL08b,07/11/2013,0
PTRF3SL08c,07/11/2013,0
PTRF3SL07a,07/26/2013,300
PTRF3SL07b,07/26/2013,0
PTRF3SL07c,07/26/2013,0
PTRF3SL06a,08/12/2013,281
PTRF3SL06b,08/12/2013,0
PTRF3SL06c,08/12/2013,0
PTRF3SL05a,08/31/2013,333
PTRF3SL05b,08/31/2013,0
PTRF3SL05c,08/31/2013,0
PTRF3SL04a,09/24/2013,265
PTRF3SL04b,09/24/2013,0
PTRF3SL04c,09/24/2013,0
PTRF3SL03a,10/18/2013,385
PTRF3SL03b,10/18/2013,0
PTRF3SL03c,10/18/2013,0
PTRF3SL02a,12/04/2013,574
PTRF3SL02b,12/04/2013,0
PTRF3SL02c,12/04/2013,0
PTRF3SL01a,12/04/2013,0
PTRF3SL01b,12/04/2013,0
PTRF3SL01c,12/04/2013,0
PTRF3SW11,07/31/2013,57
PTRF3SW10,08/10/2013,92
PTRF3SW09,11/06/2013,60
PTRF3SW08,11/25/2013,56
PTRF3SW07,12/12/2013,48
PTRF3SW06,02/24/2014,73
PTRF3SW05,03/06/2014,64
PTRF3SW04,03/25/2014,73
PTRF3SW03,04/08/2014,93
PTRF3SW02,05/14/2014,41
PTRF3SW01,05/20/2014,40
PTRF4NW11,07/05/2013,65
PTRF4NW10,07/29/2013,88
PTRF4NW09,09/02/2013,81
PTRF4NW08,09/28/2013,122
PTRF4NW07,10/15/2013,97
PTRF4NW06,03/12/2014,40
PTRF4NW05,04/01/2014,40
PTRF4NW04,05/09/2014,39
PTRF4NW03,05/27/2014,48
PTRF4NW02,06/03/2014,42
PTRF4NW01,06/11/2014,30
PTRF4P309,09/04/2013,6
PTRF4P308,10/02/2013,12
PTRF4P307,10/31/2013,21.75
PTRF4P306,12/18/2013,25
PTRF4P305,03/12/2014,33
PTRF4P403,03/12/2014,25
PTRF4P504,03/12/2014,8
PTRF4P503,03/20/2014,32
PTRF4P304,03/28/2014,33
PTRF4P203,04/01/2014,16
PTRF4P402,04/12/2014,41
PTRF4P401,04/12/2014,0
PTRF4P104,04/22/2014,8
PTRF4P303,05/15/2014,55
PTRF4P103,05/27/2014,0
PTRF4P502,05/27/2014,56
PTRF4P501,05/27/2014,0
PTRF4P202,05/31/2014,46
PTRF4P201,05/31/2014,0
PTRF4P302,06/10/2014,76
PTRF4P301,06/10/2014,0
PTRF4P102,06/11/2014,65
PTRF4P101,06/11/2014,53
PTRF4R14,10/23/2013,112
PTRF4R13,11/02/2013,141
PTRF4R12,11/23/2013,209
PTRF4R11,01/14/2014,153
PTRF4R10,03/24/2014,145
PTRF4R09,04/15/2014,202
PTRF4R08,05/12/2014,209
PTRF4R07,05/31/2014,258
PTRF4R06,06/10/2014,206
PTRF4R05,06/25/2014,256
PTRF4R04,07/08/2014,271
PTRF4R03,08/08/2014,332
PTRF4R02,08/15/2014,813
PTRF4R01,08/22/2014,640.12
PTRF4SL11,04/17/2013,531
PTRF4SL12,04/17/2013,0
PTRF4SL10,05/01/2013,170
PTRF4SL09,06/13/2013,258
PTRF4SL08a,06/27/2013,258
PTRF4SL08b,06/27/2013,0
PTRF4SL08c,06/27/2013,0
PTRF4SW11,07/09/2013,58
PTRF4SL07a,07/16/2013,281
PTRF4SL07b,07/16/2013,0
PTRF4SL07c,07/16/2013,0
PTRF4SW10,07/29/2013,73
PTRF4SL06a,08/07/2013,266
PTRF4SL06b,08/07/2013,0
PTRF4SL06c,08/07/2013,0
PTRF4SL05a,08/23/2013,415
PTRF4SL05b,08/23/2013,0
PTRF4SL05c,08/23/2013,0
PTRF4SW09,09/02/2013,56
PTRF4SL04a,09/18/2013,414
PTRF4SL04b,09/18/2013,0
PTRF4SL04c,09/18/2013,0
PTRF4SW08,09/28/2013,48
PTRF4SL03a,10/09/2013,431
PTRF4SL03b,10/09/2013,0
PTRF4SL03c,10/09/2013,0
PTRF4SW07,10/15/2013,56
PTRF4SL01a,11/18/2013,643
PTRF4SL01b,11/18/2013,0
PTRF4SL01c,11/18/2013,0
PTRF4SL02a,11/18/2013,0
PTRF4SL02b,11/18/2013,0
PTRF4SL02c,11/18/2013,0
PTRF4SW06,01/28/2014,49
PTRF4SW05,03/14/2014,44
PTRF4SW04,04/04/2014,48
PTRF4SW03,05/14/2014,49
PTRF4SW02,06/03/2014,37
PTRF4SW01,06/11/2014,15
PTRF5SL11,04/10/2013,438
PTRF5SL12,04/10/2013,0
PTRF5SL10,04/26/2013,178
PTRF5SL09,07/06/2013,249
PTRF5SL08a,07/30/2013,345
PTRF5SL08b,07/30/2013,0
PTRF5SL08c,07/30/2013,0
PTRF5SL07a,08/24/2013,417
PTRF5SL07b,08/24/2013,0
PTRF5SL07c,08/24/2013,0
PTRF5SL06a,09/12/2013,329
PTRF5SL06b,09/12/2013,0
PTRF5SL06c,09/12/2013,0
PTRF5SL05a,10/02/2013,360
PTRF5SL05b,10/02/2013,0
PTRF5SL05c,10/02/2013,0
PTRF5SL04a,10/24/2013,369
PTRF5SL04b,10/24/2013,0
PTRF5SL04c,10/24/2013,0
PTRF5SL03a,11/15/2013,402
PTRF5SL03b,11/15/2013,0
PTRF5SL03c,11/15/2013,0
PTRF5SL01a,12/20/2013,623
PTRF5SL01b,12/20/2013,0
PTRF5SL01c,12/20/2013,0
PTRF5SL02a,12/20/2013,0
PTRF5SL02b,12/20/2013,0
PTRF5SL02c,12/20/2013,0
PTRF5NW11,09/17/2013,49
PTRF5NW10,10/14/2013,75
PTRF5NW09,11/12/2013,55
PTRF5NW08,11/25/2013,40
PTRF5NW07,01/08/2014,60
PTRF5NW06,02/01/2014,57
PTRF5NW05,03/13/2014,56
PTRF5NW04,03/27/2014,49
PTRF5NW03,04/16/2014,49
PTRF5NW02,06/23/2014,47
PTRF5NW01,06/30/2014,29
PTRF5SW11,09/19/2013,57
PTRF5SW10,10/14/2013,85
PTRF5SW09,11/12/2013,65
PTRF5SW08,11/27/2013,52
PTRF5SW07,01/08/2014,61
PTRF5SW06,02/04/2014,65
PTRF5SW05,03/17/2014,48
PTRF5SW04,04/02/2014,48
PTRF5SW03,04/21/2014,73
PTRF5SW02,06/23/2014,46
PTRF5SW01,06/30/2014,22
PTRF5P309,11/25/2013,8
PTRF5P308,01/27/2014,11
PTRF5P307,03/27/2014,8
PTRF5P306,04/21/2014,40
PTRF5P305,05/17/2014,38
PTRF5P304,06/05/2014,32
PTRF5P303,06/12/2014,57
PTRF5P301,06/25/2014,71
PTRF5P302,06/25/2014,0
PTRF5P403,06/25/2014,22
PTRF5P104,07/05/2014,11
PTRF5P203,07/09/2014,23
PTRF5P504,07/09/2014,11
PTRF5P201,07/14/2014,49
PTRF5P202,07/14/2014,0
PTRF5P401,07/14/2014,39
PTRF5P402,07/14/2014,0
PTRF5P103,07/15/2014,43
PTRF5P503,07/22/2014,46
PTRF5P101,08/01/2014,64
PTRF5P102,08/01/2014,0
PTRF5P501,08/01/2014,52
PTRF5P502,08/01/2014,0
PTRF5R12,03/27/2014,161
PTRF5R11,04/15/2014,145
PTRF5R10,05/15/2014,156
PTRF5R09,05/26/2014,173
PTRF5R08,06/09/2014,199
PTRF5R07,06/20/2014,210
PTRF5R06,07/04/2014,210
PTRF5R05,07/23/2014,223
PTRF5R04,09/03/2014,256
PTRF5R03,10/04/2014,355
PTRF5R02,10/10/2014,819
PTRF5R01,10/17/2014,502
PTRF5R13,03/08/2014,193
PTRF5R14,02/26/2014,121
PTRF6SL11,05/27/2013,470
PTRF6SL12,05/27/2013,0
PTRF6SL10,07/18/2013,185
PTRF6SL09,08/05/2013,214
PTRF6SL08a,08/19/2013,277
PTRF6SL08b,08/19/2013,0
PTRF6SL08c,08/19/2013,0
PTRF6SL07a,09/09/2013,401
PTRF6SL07b,09/09/2013,0
PTRF6SL07c,09/09/2013,0
PTRF6SL06a,09/26/2013,465
PTRF6SL06b,09/26/2013,0
PTRF6SL06c,09/26/2013,0
PTRF6SL05a,10/09/2013,398
PTRF6SL05b,10/09/2013,0
PTRF6SL05c,10/09/2013,0
PTRF6SL04a,10/26/2013,369
PTRF6SL04b,10/26/2013,0
PTRF6SL04c,10/26/2013,0
PTRF6SL03a,11/22/2013,327
PTRF6SL03b,11/22/2013,0
PTRF6SL03c,11/22/2013,0
PTRF6SL02a,03/07/2014,634
PTRF6SL02b,03/07/2014,0
PTRF6SL02c,03/07/2014,0
PTRF6SL01a,03/07/2014,0
PTRF6SL01b,03/07/2014,0
PTRF6SL01c,03/07/2014,0
PTRF6NW11,10/24/2013,57
PTRF6NW10,11/15/2013,81
PTRF6NW09,12/03/2013,40
PTRF6NW08,04/02/2014,57
PTRF6NW07,05/10/2014,50
PTRF6NW06,05/17/2014,38
PTRF6NW05,06/03/2014,49
PTRF6NW04,06/13/2014,57
PTRF6NW03,06/26/2014,56
PTRF6NW02,07/26/2014,37
PTRF6NW01,07/27/2014,0
PTRF6SW11,10/24/2013,56
PTRF6SW10,11/14/2013,85
PTRF6SW09,12/03/2013,81
PTRF6SW08,03/31/2014,65
PTRF6SW07,04/11/2014,48
PTRF6SW06,05/17/2014,54
PTRF6SW05,06/03/2014,48
PTRF6SW04,06/18/2014,36
PTRF6SW03,07/11/2014,57
PTRF6SW02,07/26/2014,46
PTRF6SW01,08/01/2014,24
PTRF6P104,08/11/2014,15
PTRF6P103,08/22/2014,45
PTRF6P102,09/18/2014,0
PTRF6P101,09/18/2014,68
PTRF6P203,08/11/2014,22
PTRF6P202,09/11/2014,0
PTRF6P201,09/12/2014,52
PTRF6P309,04/01/2014,12
PTRF6P308,05/13/2014,12
PTRF6P307,05/28/2014,23
PTRF6P306,06/05/2014,29
PTRF6P305,06/18/2014,37
PTRF6P304,06/26/2014,36
PTRF6P303,07/16/2014,73
PTRF6P302,08/01/2014,0
PTRF6P301,08/02/2014,78
PTRF6P403,08/11/2014,14
PTRF6P402,08/30/2014,0
PTRF6P401,08/30/2014,42
PTRF6P504,08/15/2014,13
PTRF6P503,08/22/2014,23
PTRF6P502,08/02/2014,0
PTRF6P501,08/02/2014,97
PTRF6R14,04/16/2014,121
PTRF6R13,05/10/2014,169
PTRF6R12,05/28/2014,144
PTRF6R11,06/07/2014,156
PTRF6R10,06/21/2014,206
PTRF6R09,07/10/2014,174
PTRF6R08,07/26/2014,212
PTRF6R07,09/10/2014,215
PTRF6R06,09/23/2014,222
PTRF6R05,10/06/2014,238
PTRF6R04,10/15/2014,254
PTRF6R03,10/28/2014,318
PTRF6R02,11/07/2014,866
PTRF6R01,11/12/2014,556
PCC1A05,06/28/2012,977
PCC1A04a,07/19/2012,202
PCC1A04b,07/31/2012,184
PCC1A03a,08/08/2012,155
PCC1A03b,08/15/2012,185
PCC1B05,04/10/2013,689
PCC1B04a,06/26/2013,100
PCC1B04b,06/17/2013,216
PCC1B04c,07/05/2013,73
PCC1B03a,07/11/2013,80
PCC1B03b,07/12/2013,192
PCC1B03c,07/18/2013,68
PCC1B02,08/08/2013,760
PCC1B01,08/12/2013,1288
PCC1C05,05/09/2013,765
PCC1C04a,07/01/2013,176
PCC1C04b,07/01/2013,144
PCC1C04c,07/12/2013,120
PCC1C03a,07/24/2013,92
PCC1C03b,07/24/2013,188
PCC1C03c,07/24/2013,72
PCC1C02,08/26/2013,732
PCC1C01,08/29/2013,886
PCC1D05,03/06/2013,945
PCC1D04a,03/26/2013,80
PCC1D04b,03/25/2013,80
PCC1D04c,03/25/2013,296
PCC1D03a,04/12/2013,152
PCC1D03b,04/12/2013,0
PCC1D03c,04/17/2013,339
PCC1D02,06/20/2013,1020
PCC1D01,06/24/2013,1200
PCC1E05,10/16/2012,276
PCC1E04b,10/31/2012,69
PCC1E04c,11/02/2012,80
PCC1E03b,11/19/2012,88
PCC1E03c,11/16/2012,72
PCC1E02,12/06/2012,276
PCC1E01,12/13/2012,388
PCC1F05,01/24/2013,522
PCC1F04,03/16/2013,504
PCC1F03,04/12/2013,557
PCC1F02,06/10/2013,600
PCC1G05,11/15/2012,119
PCC1G04,12/10/2012,102
PCC1G03,12/15/2012,80
PCC1G02,12/26/2012,72
PCC1H05,10/04/2012,111
PCC1H04,10/18/2012,80
PCC1H03,10/30/2012,88
PCC1H02,11/12/2012,80
PCC1I05,02/25/2013,304
PCC1I04a,03/15/2013,132
PCC1I04c,03/15/2013,0
PCC1I03a,04/03/2013,120
PCC1I03c,04/03/2013,0
PCC1I02,07/06/2013,280
PCC1I01,07/09/2013,362
PCC1J05,08/17/2012,468
PCC1J04,10/04/2012,488
PCC1J03,11/01/2012,544.12
PCC1J02,01/09/2013,478
PCC1K05,05/31/2012,104
PCC1K04,06/16/2012,73
PCC1K03,07/05/2012,96
PCC1K02,07/16/2012,67
PCC1L05,05/26/2012,117
PCC1L04,06/12/2012,85
PCC1L03,06/23/2012,88
PCC1L02,07/04/2012,72
PCC2A05,01/11/2012,982.12
PCC2A04a,02/08/2012,202
PCC2A04b,02/01/2012,208
PCC2A03a,02/23/2012,166
PCC2A03b,02/27/2012,199
PCC2B05,01/16/2013,705
PCC2B04a,02/15/2013,92
PCC2B04b,02/14/2013,168
PCC2B04c,02/15/2013,60
PCC2B03a,02/28/2013,88
PCC2B03b,02/28/2013,148
PCC2B03c,02/28/2013,64
PCC2B02,03/19/2013,640
PCC2B01,03/28/2013,720
PCC2C05,02/04/2013,665
PCC2C04a,05/02/2013,88
PCC2C04b,04/30/2013,144
PCC2C04c,05/01/2013,75
PCC2C03a,05/24/2013,60
PCC2C03b,05/24/2013,196
PCC2C03c,05/18/2013,72
PCC2C02,06/28/2013,668
PCC2C01,07/04/2013,748
PCC2D05,01/21/2013,897
PCC2D04a,02/20/2013,80
PCC2D04b,02/25/2013,80
PCC2D04c,02/22/2013,276
PCC2D03a,03/09/2013,112
PCC2D03b,03/09/2013,64
PCC2D03c,03/09/2013,296
PCC2D02,04/10/2013,865
PCC2D01,04/19/2013,1313
PCC2E05,06/21/2012,256
PCC2E04b,07/02/2012,95
PCC2E04c,07/02/2012,68
PCC2E03b,07/09/2012,48
PCC2E03c,07/09/2012,73
PCC2E02,07/23/2012,321
PCC2E01,07/30/2012,455
PCC2F05,02/14/2012,594.6
PCC2F04,03/21/2012,545
PCC2F03,04/09/2012,594
PCC2F02,05/10/2012,468
PCC2G05,10/07/2011,114
PCC2G04,11/10/2011,100
PCC2G03,11/29/2011,112
PCC2G02,12/09/2011,64
PCC2H05,10/17/2011,120
PCC2H04,11/14/2011,88
PCC2H03,12/05/2011,80
PCC2H02,12/15/2011,64
PCC2I05,02/04/2013,284
PCC2I04a,05/11/2013,54
PCC2I04c,06/03/2013,80
PCC2I03a,06/03/2013,72
PCC2I03c,06/06/2013,96
PCC2I02,07/26/2013,312
PCC2I01,07/30/2013,448
PCC2J05,06/27/2012,536
PCC2J04,08/27/2012,450
PCC2J03,09/12/2012,528
PCC2J02,10/11/2012,454
PCC2K05,03/08/2012,106.52
PCC2K04,03/19/2012,68
PCC2K03,03/26/2012,74
PCC2K02,03/30/2012,64
PCC2L05,04/26/2012,124
PCC2L04,05/25/2012,105
PCC2L03,06/04/2012,80
PCC2L02,06/14/2012,64
PCU1C04a,12/3/2011,139
PCU1C04b,12/9/2011,140
PCU1C04c,5/26/2012,152
PCU1C04d,5/31/2012,144
PCU1C03bS,1/10/2012,111
PCU1C03bN,1/10/2012,101
PCU1C03aS,1/23/2012,104
PCU1C03aN,1/27/2012,74
PCU1C03cS,6/9/2012,0
PCU1C03cN,6/9/2012,208
PCU1C03dS,6/15/2012,0
PCU1C03dN,6/15/2012,208
PCU1C02a,2/27/2012,234
PCU1C02b,2/29/2012,160
PCU1C02c,6/26/2012,203
PCU1C02d,6/28/2012,208
PCU1C01a,3/5/2012,555.27
PCU1C01b,3/8/2012,845
PCU11E04,12/22/2011,501
PCU11E03N,2/8/2012,208
PCU11E03S,2/1/2012,349
PCU12E16,8/16/2011,104
PCU12E15,8/20/2011,96
PCU12E14,9/10/2011,504
PCU12E13a,11/9/2011,344
PCU12E13b,10/4/2011,202
PCU12E12a,2/5/2013,401
PCU12E12b,2/5/2013,0
PCU12E11,3/8/2013,206
PCU12E10,3/23/2013,276
PCU12E09,4/9/2014,233
PCU12E08,5/12/2014,168
PCU12E07,5/26/2014,184
PCU12E06,6/3/2014,195
PCU12E05,6/12/2014,199
PCU12E04,7/2/2014,177
PCU12E03,7/11/2014,129
PCU12E02a,8/11/2014,47
PCU12E02b,8/11/2014,48
PCU12E01,10/11/2014,71
PCU12EIWS,7/27/2015,236
PCU11W04,8/25/2012,524
PCU11W03N,9/4/2012,358
PCU11W03S,9/10/2012,286
PCU12W16,3/2/2012,146
PCU12W15,3/7/2012,80
PCU12W14,3/19/2012,476
PCU12W13a,6/7/2012,352
PCU12W13b,6/7/2012,0
PCU12W12a,8/6/2012,357
PCU12W12b,8/6/2012,0
PCU12W11,9/21/2012,160
PCU12W10,10/29/2012,268.4
PCU12W09,12/6/2012,273
PCU12W08,1/8/2013,251
PCU12W07,1/26/2013,185
PCU12W06,2/20/2013,189
PCU12W05,3/13/2013,185
PCU12W04,3/26/2013,201
PCU12W03,5/3/2013,112
PCU12W02b,5/15/2014,57
PCU12W02a,5/21/2014,65
PCU12W01,7/25/2014,76
PCU12WIWS,7/23/2015,220
PCU2C04a,09/27/2011,152
PCU2C04b,10/12/2011,160
PCU2C04c,09/30/2011,146
PCU2C04d,10/12/2011,152
PCU2C03aN,11/11/2011,168
PCU2C03aS,12/14/2011,80
PCU2C03bN,10/25/2011,136
PCU2C03bS,11/08/2011,176
PCU2C03cN,11/09/2011,106
PCU2C03cS,11/16/2011,104
PCU2C03dN,10/26/2011,118
PCU2C03dS,10/24/2011,123
PCU2C02a,01/11/2012,296
PCU2C02b,01/04/2012,232
PCU2C02c,12/23/2011,194
PCU2C02d,12/13/2011,200
PCU2C01a,01/23/2012,997
PCU2C01b,01/30/2012,480
PCU21E04,12/02/2011,464
PCU21E03N,12/22/2011,229
PCU21E03S,12/29/2011,328.02
PCU22E16,09/09/2011,72
PCU22E15,09/13/2011,130
PCU22E14,09/27/2011,464
PCU22E13a,10/31/2011,328
PCU22E13b,10/20/2011,218
PCU22E12a,03/10/2012,336
PCU22E12b,03/10/2012,0
PCU22E11,04/11/2012,140
PCU22E10,05/08/2012,268
PCU22E09,06/15/2012,250
PCU22E08,07/07/2012,174
PCU22E07,07/23/2012,177
PCU22E06,08/14/2012,184
PCU22E05,09/08/2012,176
PCU22E04,10/11/2012,184
PCU22E03,11/13/2012,160.11
PCU22E02b,07/15/2014,120
PCU22E02a,07/27/2014,0
PCU22E01,09/30/2014,71
PCU22EWindowNE,03/21/2014,3
PCU22EWindowNW,03/21/2014,4
PCU22EWindowE,03/21/2014,3
PCU22EIWS,05/09/2015,299
PCU21W04,09/05/2011,472
PCU21W03N,09/19/2011,248
PCU21W03S,09/14/2011,384
PCU22W16,07/14/2011,96
PCU22W15,07/20/2011,88
PCU22W14,07/31/2011,437
PCU22W13a,08/31/2011,323
PCU22W13b,08/23/2011,200
PCU22W12a,11/19/2012,335
PCU22W12b,11/19/2012,0
PCU22W11,12/21/2012,204
PCU22W10,01/28/2013,279
PCU22W09,03/06/2013,265
PCU22W08,04/06/2013,190
PCU22W07,04/25/2013,165
PCU22W06,05/27/2013,176
PCU22W05,10/18/2013,188
PCU22W04,10/31/2013,201.62
PCU22W03,11/15/2013,111
PCU22W02b,11/27/2013,106
PCU22W02a,11/28/2013,0
PCU22W01,12/06/2014,61
PCU22WIWS,05/06/2015,270
PUEM01F02a,2/23/2012,616
PUEM01F02b,2/23/2012,0
PUEM01F01a,3/15/2012,480
PUEM01F01b,3/19/2012,547
PUEM01C07a,4/19/2012,73
PUEM01C07b,5/1/2012,60
PUEM01C06a,5/2/2012,145
PUEM01C06b,5/8/2012,659
PUEM01C05a,5/17/2012,93
PUEM01C05b,5/26/2012,0
PUEM01C04a,5/21/2012,72
PUEM01C04b,5/26/2012,681
PUEM01C03,8/31/2012,346
PUEM01C02,9/14/2012,297
PUEM01C01,9/24/2012,1083
PUEM01W09,10/25/2012,569
PUEM01W08,11/19/2012,454
PUEM01W07,11/28/2012,384
PUEM01W06,2/25/2013,280
PUEM01W05,3/12/2013,296
PUEM01W04,5/2/2013,244
PUEM01W03,5/16/2013,224
PUEM01W02,6/3/2013,166
PUEM01W01,9/23/2014,67
PUEM02F02,12/6/2011,688
PUEM02F01,12/14/2011,952
PUEM02C04a,1/24/2012,192
PUEM02C04b,2/4/2012,544
PUEM02C04c,2/4/2012,0
PUEM02C03a,2/7/2012,168
PUEM02C03b,2/17/2012,516
PUEM02C03c,2/17/2012,0
PUEM02C02,11/13/2012,305
PUEM02C01,11/16/2012,1006
PUEM02W09,12/17/2012,478
PUEM02W08,1/14/2013,492
PUEM02W07,2/4/2013,308
PUEM02W06,2/15/2013,256
PUEM02W05,6/19/2013,272
PUEM02W04,7/3/2013,201
PUEM02W03,7/23/2013,211
PUEM02W02,8/9/2013,193
PUEM02W01,9/30/2014,60
PUEM03F02,12/28/2011,652.03
PUEM03F01,1/7/2012,940.09
PUEM03C04a,2/15/2012,182
PUEM03C04b,3/7/2012,216
PUEM03C04c,2/24/2012,92
PUEM03C03a,2/29/2012,161
PUEM03C03b,3/13/2012,208
PUEM03C03c,3/2/2012,110
PUEM03C02,12/22/2012,338
PUEM03C01,12/27/2012,1135
PUEM03W09,4/11/2013,524
PUEM03W08,5/3/2013,440
PUEM03W07,6/3/2013,336
PUEM03W06,6/10/2013,274
PUEM03W05,9/4/2013,270
PUEM03W04,9/19/2013,201
PUEM03W03,10/15/2013,209
PUEM03W02,10/28/2013,158
PUEM03W01,10/9/2014,75
PUEM04F02,12/12/2011,427
PUEM04F01,12/19/2011,579
PUEM04C04a,2/3/2012,100
PUEM04C04b,2/9/2012,266
PUEM04C04c,12/20/2011,0
PUEM04C03a,2/22/2012,103
PUEM04C03b,2/28/2012,136
PUEM04C03c,2/27/2012,48.98
PUEM04C02,1/29/2013,209
PUEM04C01,2/5/2013,616
PUEM04W09,3/7/2013,337
PUEM04W08,5/14/2013,274
PUEM04W07,5/25/2013,210
PUEM04W06,7/3/2013,169
PUEM04W05,8/1/2013,176
PUEM04W04,8/22/2013,145
PUEM04W03,9/30/2013,117
PUEM04W02,10/23/2013,122
PUEM04W01,10/11/2014,43
PUEM05F03,10/12/2012,585
PUEM05F02,8/28/2013,896
PUEM05F01,9/11/2013,1161
PUEM05C04a,10/14/2013,265
PUEM05C04b,10/16/2013,294
PUEM05C04c,10/3/2013,121
PUEM05C03a,11/19/2013,225
PUEM05C03b,11/15/2013,285
PUEM05C03c,11/28/2013,121
PUEM05C02,1/8/2014,413
PUEM05C01,1/17/2014,1386
PUEM05W09,3/14/2014,693
PUEM05W08,3/29/2014,595
PUEM05W07,4/14/2014,482
PUEM05W06,5/13/2014,337
PUEM05W05,5/23/2014,372
PUEM05W04,6/5/2014,303
PUEM05W03,6/19/2014,278
PUEM05W02,7/2/2014,229
PUEM05W01,9/17/2014,89
PUEM06F02,3/18/2013,457
PUEM06F01,4/6/2013,513
PUEM06C04a,10/3/2013,145
PUEM06C04b,8/23/2013,133
PUEM06C04c,10/18/2013,61
PUEM06C03a,11/1/2013,129
PUEM06C03b,9/19/2013,117
PUEM06C03c,11/7/2013,49
PUEM06C02,3/12/2014,200
PUEM06C01,3/18/2014,614
PUEM06W09,4/21/2014,294
PUEM06W08,5/15/2014,240
