lift,actual_start,actual_quantity
PLWM02C02,6/21/2013,462
PLWM02C01,7/12/2013,1372
PLWM02W11,8/15/2013,273
PLWM02W10,8/28/2013,398
PLWM02W09,9/9/2013,361
PLWM02W08,9/18/2013,240
PLWM02W07,10/7/2013,212
PLWM02W06,10/23/2013,224
PLWM02W05,10/30/2013,173
PLWM02W04,11/18/2013,173
PLWM02W03,12/4/2013,145
PLWM02W02,12/19/2013,129
PLWM02W01,9/19/2014,70
PLWM03F02,3/17/2012,948
PLWM03F03,3/17/2012,0
PLWM03F01,3/26/2012,808
PLWM03C04a,5/17/2012,410
PLWM03C04c,5/19/2012,48
PLWM03C04b,6/11/2012,208
PLWM03C03c,6/19/2012,85
PLWM03C03a,6/25/2012,406
PLWM03C03b,7/6/2012,208
PLWM03C02,7/23/2012,384
PLWM03C01,7/31/2012,1349
PLWM03W11,8/22/2012,492
PLWM03W10,8/30/2012,420
PLWM03W09,9/7/2012,348
PLWM03W08,9/14/2012,260
PLWM03W07,9/20/2012,222
PLWM03W06,9/28/2012,217
PLWM03W05,10/5/2012,188
PLWM03W04,10/12/2012,176
PLWM03W03,10/20/2012,140
PLWM03W02,10/30/2012,127
PLWM03W01,11/16/2012,103
PLWM03W01,5/28/2015,22
PLWM03W01,,
PLWM04F02,4/17/2012,986
PLWM04F03,4/17/2012,0
PLWM04F01,5/8/2012,698
PLWM04C04a,6/9/2012,364
PLWM04C04c,6/11/2012,96
PLWM04C03a,7/2/2012,407
PLWM04C03c,7/2/2012,56
PLWM04C04b,7/23/2012,235
PLWM04C03b,9/4/2012,217
PLWM04C02,9/17/2012,393
PLWM04C01,9/25/2012,1366
PLWM04W11,10/10/2012,518
PLWM04W10,10/19/2012,416
PLWM04W09,10/31/2012,336.52
PLWM04W08,11/8/2012,269.42
PLWM04W07,11/19/2012,205
PLWM04W06,11/27/2012,221
PLWM04W05,12/5/2012,180
PLWM04W05,8/22/2014,1
PLWM04W04,12/11/2012,157
PLWM04W03,12/20/2012,141
PLWM04W02,1/5/2013,137
PLWM04W05,,
PLWM04W01,9/5/2014,97
PLWM05F02,3/27/2012,934
PLWM05F03,3/27/2012,0
PLWM05F01,4/3/2012,776
PLWM05C04a,5/24/2012,302
PLWM05C04c,5/25/2012,104
PLWM05C03c,6/19/2012,84
PLWM05C03a,6/27/2012,357
PLWM05C04b,6/29/2012,219
PLWM05C03b,7/11/2012,211
PLWM05C02,8/7/2012,397
PLWM05C01,8/21/2012,1237
PLWM05W11,9/5/2012,510
PLWM05W10,9/13/2012,453
PLWM05W09,9/24/2012,397
PLWM05W08,10/3/2012,261
PLWM05W07,10/11/2012,232
PLWM05W06,10/20/2012,225
PLWM05W05,10/25/2012,195
PLWM05W04,11/13/2012,181.5
PLWM05W03,11/22/2012,159
PLWM05W02,11/28/2012,121
PLWM05W01,8/26/2014,56.5
PLWM06F03,9/9/2013,624
PLWM06F02,9/9/2013,0
PLWM06F01,9/16/2013,452
PLWM06C04a,10/7/2013,230
PLWM06C04b,10/17/2013,129
PLWM06C03a,10/30/2013,217
PLWM06C04c,11/2/2013,66
PLWM06C03c,11/22/2013,56
PLWM06C03b,1/14/2014,113
PLWM06C02,3/27/2014,257
PLWM06C01,3/29/2014,653
PLWM06W11,4/16/2014,284
PLWM06W10,5/9/2014,269
PLWM06W09,5/17/2014,187
PLWM06W08,5/24/2014,136
PLWM06W07,5/27/2014,116
PLWM06W06,5/30/2014,114
PLWM06W05,6/4/2014,96
PLWM06W04,6/11/2014,96
PLWM06W03,6/23/2014,94
PLWM06W02,6/27/2014,79
PLWM06W01,7/31/2014,57
PLWM07F02,9/26/2013,864
PLWM07F01,10/7/2013,1160
PLWM07C04a,10/15/2013,546
PLWM07C03a,10/28/2013,541
PLWM07C04c,10/31/2013,125
PLWM07C03c,11/12/2013,113
PLWM07C04b,12/12/2013,241
PLWM07C03b,1/4/2014,240
PLWM07C02,1/28/2014,511
PLWM07C01,2/1/2014,1692
PLWM07W11,3/29/2014,661
PLWM07W10,4/9/2014,536
PLWM07W09,4/17/2014,448
PLWM07W08,5/15/2014,310
PLWM07W07,5/23/2014,240
PLWM07W06,6/9/2014,269
PLWM07W05,6/19/2014,216
PLWM07W04,6/27/2014,199
PLWM07W03,7/11/2014,161
PLWM07W02,7/21/2014,200
PLWM07W01,8/9/2014,109
PLWM08F03,2/27/2013,224
PLWM08F02,3/6/2013,900
PLWM08F01,3/20/2013,712
PLWM08C04b,4/6/2013,192
PLWM08C04c,4/15/2013,105
PLWM08C04a,4/26/2013,232
PLWM08C03a,5/7/2013,201
PLWM08C03b,6/6/2013,217
PLWM08C03c,6/11/2013,89
PLWM08C02,6/28/2013,305
PLWM08C01,7/6/2013,1101
PLWM08W11,11/28/2013,472
PLWM08W10,12/11/2013,393
PLWM08W09,12/19/2013,361
PLWM08W08,1/13/2014,253
PLWM08W07,2/25/2014,201
PLWM08W06,4/4/2014,201
PLWM08W05,5/12/2014,152
PLWM08W04,5/22/2014,153
PLWM08W03,5/31/2014,147
PLWM08W02,6/18/2014,134
PLWM08W01,9/1/2014,74
PLWM09F02,4/4/2012,960
PLWM09F03,4/4/2012,0
PLWM09F01,4/18/2012,780
PLWM09C04b,1/16/2013,224
PLWM09C04c,1/22/2013,105
PLWM09C04a,1/25/2013,326
PLWM09C03b,1/30/2013,221
PLWM09C03a,2/7/2013,352
PLWM09C03c,2/15/2013,96
PLWM09C02,3/1/2013,425
PLWM09C01,3/7/2013,1376
PLWM09W11,5/3/2013,507
PLWM09W10,5/13/2013,474
PLWM09W09,5/21/2013,345
PLWM09W08,5/28/2013,285
PLWM09W07,6/10/2013,227
PLWM09W06,6/14/2013,213
PLWM09W05,6/24/2013,185
PLWM09W04,7/10/2013,161
PLWM09W03,7/27/2013,144
PLWM09W02,8/3/2013,129
PLWM09W01,9/13/2014,88
PLWM10F02,5/26/2012,900
PLWM10F03,5/26/2012,0
PLWM10F01,6/14/2012,766
PLWM10C04c,7/3/2012,104
PLWM10C04a,7/9/2012,350
PLWM10C03c,7/12/2012,90
PLWM10C03a,7/24/2012,404
PLWM10C04b,7/26/2012,221
PLWM10C03b,8/2/2012,224
PLWM10C02,9/15/2012,429
PLWM10C01,9/26/2012,1379
PLWM10W11,10/19/2012,508
PLWM10W10,11/1/2012,421.96
PLWM10W09,11/12/2012,344
PLWM10W08,11/19/2012,233
PLWM10W07,11/27/2012,209
PLWM10W06,12/4/2012,229
PLWM10W05,12/17/2012,161
PLWM10W04,12/26/2012,143
PLWM10W03,1/9/2013,175
PLWM10W02,1/23/2013,129
PLWM10W01,9/25/2014,72
PLWM11F02,4/12/2012,424
PLWM11F03,4/12/2012,0
PLWM11F01,5/2/2012,356
PLWM11C04b,5/22/2012,112
PLWM11C04a,6/4/2012,176
PLWM11C04c,6/5/2012,40
PLWM11C03b,6/20/2012,95
PLWM11C03c,6/20/2012,41
PLWM11C03a,7/2/2012,161
PLWM11C02,8/17/2012,177
PLWM11C01,8/23/2012,573
PLWM11W11,9/7/2012,215
PLWM11W10,9/18/2012,192
PLWM11W09,9/27/2012,172
PLWM11W08,10/4/2012,131
PLWM11W07,10/10/2012,92
PLWM11W06,10/23/2012,96
PLWM11W05,10/29/2012,86
PLWM11W04,11/8/2012,81.2
PLWM11W03,11/15/2012,62
PLWM11W02,11/23/2012,48
PLWM11W01,10/2/2014,29
PLWM12F01a,7/26/2012,0
PLWM12F01c,7/26/2012,48
PLWM12F03,7/26/2012,877
PLWM12F02a,8/9/2012,852
PLWM12F02b,8/9/2012,0
PLWM12C04a,10/4/2012,369
PLWM12C03a,10/29/2012,337.04
PLWM12C04c,11/13/2012,233
PLWM12C03c,12/10/2012,153
PLWM12C04b,12/12/2012,181
PLWM12C03b,1/8/2013,208
PLWM12C02,5/20/2013,447
PLWM12C01,5/23/2013,1147
PLWM12W11,6/15/2013,520
PLWM12W10,7/8/2013,416
PLWM12W09,7/16/2013,317
PLWM12W08,10/29/2013,249
PLWM12W07,11/9/2013,196
PLWM12W06,11/22/2013,206
PLWM12W05,12/3/2013,177
PLWM12W04,12/10/2013,170
PLWM12W03,12/18/2013,193
PLWM12W02,1/6/2014,125
PLWM12W01,11/19/2014,77
PLWM13F03,5/15/2012,881
PLWM13F02,6/15/2012,905
PLWM13F01a,7/9/2012,249
PLWM13F01c,7/9/2012,62
PLWM13F01b,7/16/2012,369
PLWM13C04a,8/23/2012,533
PLWM13C03a,9/3/2012,691
PLWM13C04b,10/23/2012,323
PLWM13C03b,11/7/2012,347.04
PLWM13C04c,1/25/2013,162
PLWM13C03c,2/13/2013,163
PLWM13C02,4/4/2013,546
PLWM13C01,4/17/2013,1673
PLWM13W11,8/8/2013,491
PLWM13W10,8/19/2013,422
PLWM13W09,9/2/2013,356
PLWM13W08,9/16/2013,225
PLWM13W07,9/30/2013,224
PLWM13W06,10/11/2013,228
PLWM13W05,10/21/2013,187
PLWM13W04,11/1/2013,161.26
PLWM13W03,11/13/2013,149
PLWM13W02,11/19/2013,113
PLWM13W01,10/15/2014,62
PLWM14F03,7/13/2012,894
PLWM14F02b,8/2/2012,444
PLWM14F02a,8/3/2012,468
PLWM14F01a,9/28/2012,112
PLWM14C04a,10/10/2012,309
PLWM14C03a,11/9/2012,345.28
PLWM14F01c,1/12/2013,112
PLWM14C04b,1/19/2013,184
PLWM14C04c,1/24/2013,185
PLWM14C03c,2/2/2013,174
PLWM14C03b,2/8/2013,228
PLWM14C02,5/30/2013,411
PLWM14C01,6/5/2013,1267
PLWM14W11,6/27/2013,501
PLWM14W10,7/6/2013,432
PLWM14W09,7/30/2013,385
PLWM14W08,8/13/2013,265
PLWM14W07,8/27/2013,201
PLWM14W06,9/4/2013,211
PLWM14W05,9/16/2013,171
PLWM14W04,9/30/2013,185
PLWM14W03,10/10/2013,137
PLWM14W02,10/22/2013,109
PLWM14W01,10/3/2014,59
PLWM15F02,5/28/2012,664
PLWM15F03,5/28/2012,0
PLWM15F01,6/11/2012,716
PLWM15C04a,7/10/2012,389
PLWM15C04c,7/10/2012,0
PLWM15C03a,7/25/2012,322
PLWM15C03c,7/27/2012,67
PLWM15C04b,8/10/2012,172
PLWM15C03b,8/31/2012,179
PLWM15C02,9/29/2012,329
PLWM15C01,10/9/2012,1112
PLWM15W11,11/30/2012,397
PLWM15W10,12/10/2012,329
PLWM15W09,12/18/2012,257
PLWM15W08,1/10/2013,215
PLWM15W07,1/17/2013,177
PLWM15W06,1/28/2013,179
PLWM15W05,2/9/2013,145
PLWM15W04,2/18/2013,165
PLWM15W03,2/27/2013,163
PLWM15W02,3/13/2013,121
PLWM15W01,9/24/2014,31
PLWM16F02,5/10/2012,936
PLWM16F03,5/10/2012,0
PLWM16F01,5/21/2012,774
PLWM16C04c,7/3/2012,101
PLWM16C04a,7/4/2012,357
PLWM16C03a,7/19/2012,372
PLWM16C03c,7/24/2012,103
PLWM16C04b,8/25/2012,222
PLWM16C03b,9/7/2012,223
PLWM16C02,10/30/2012,409
PLWM16C01,11/6/2012,1229.94
PLWM16W11,7/25/2013,472
PLWM16W10,8/7/2013,440
PLWM16W09,8/17/2013,329
PLWM16W08,8/27/2013,269
PLWM16W07,9/4/2013,201
PLWM16W06,9/17/2013,209
PLWM16W05,10/3/2013,189
PLWM16W04,10/16/2013,148
PLWM16W03,10/26/2013,153
PLWM16W02,11/7/2013,143
PLWM16W01,9/11/2014,70
PLWM17F02,6/5/2012,976
PLWM17F03,6/5/2012,0
PLWM17F01,6/19/2012,790
PLWM17C04a,7/16/2012,380
PLWM17C04c,7/17/2012,99
PLWM17C03a,8/3/2012,419
PLWM17C03c,8/11/2012,85
PLWM17C04b,8/16/2012,230
PLWM17C03b,8/28/2012,180
PLWM17C02,12/4/2012,378
PLWM17C01,12/10/2012,1272
PLWM17W11,2/6/2013,509
PLWM17W10,2/18/2013,481
PLWM17W09,2/27/2013,367
PLWM17W08,3/14/2013,290
PLWM17W07,4/1/2013,219
PLWM17W06,4/19/2013,233
PLWM17W05,5/8/2013,189
PLWM17W04,6/4/2013,159
PLWM17W03,7/8/2014,133
PLWM17W02,7/15/2014,110
PLWM17W01,8/19/2014,71
PLWM18F02,1/28/2013,601
PLWM18F03,1/28/2013,0
PLWM18F01,2/13/2013,457
PLWM18C04b,2/25/2013,135
PLWM18C04c,3/5/2013,52
PLWM18C03b,3/9/2013,121
PLWM18C04a,3/12/2013,196
PLWM18C03c,4/3/2013,51
PLWM18C03a,4/9/2013,234
PLWM18C02,4/26/2013,264
PLWM18C01,5/6/2013,755
PLWM18W11,11/23/2013,292
PLWM18W10,12/3/2013,256
PLWM18W09,12/10/2013,208
PLWM18W08,12/16/2013,153
PLWM18W07,12/26/2013,117
PLWM18W06,1/11/2014,129
PLWM18W05,1/29/2014,121
PLWM18W04,3/8/2014,104
PLWM18W03,3/20/2014,85
PLWM18W02,4/1/2014,81
PLWM18W01,10/11/2014,62
PLWM19F02,8/12/2013,842
PLWM19F01,8/24/2013,1142
PLWM19C04a,9/20/2013,437
PLWM19C03a,10/17/2013,501
PLWM19C04c,10/21/2013,129
PLWM19C04b,11/6/2013,237
PLWM19C03c,11/8/2013,112
PLWM19C03b,11/16/2013,281
PLWM19C02,11/29/2013,575
PLWM19C01,12/4/2013,1665
PLWM19W11,12/27/2013,649
PLWM19W10,1/13/2014,579
PLWM19W09,1/22/2014,449
PLWM19W08,2/22/2014,304
PLWM19W07,3/13/2014,256
PLWM19W06,3/26/2014,248
PLWM19W05,4/3/2014,200
PLWM19W04,4/22/2014,204
PLWM19W03,5/19/2014,174
PLWM19W02,5/26/2014,176
PLWM19W01,12/4/2014,112
PLWM20F02,1/23/2013,980
PLWM20F03,1/23/2013,0
PLWM20F01,1/30/2013,765
PLWM20C04a,2/13/2013,430
PLWM20C04b,2/18/2013,170
PLWM20C03a,2/21/2013,464
PLWM20C04c,2/21/2013,97
PLWM20C03b,2/28/2013,196
PLWM20C03c,3/4/2013,81
PLWM20C02,3/16/2013,433
PLWM20C01,3/23/2013,1263
PLWM20W11,5/20/2013,436
PLWM20W10,5/27/2013,406
PLWM20W09,6/5/2013,291
PLWM20W08,6/14/2013,228
PLWM20W07,6/25/2013,216
PLWM20W06,7/15/2013,213
PLWM20W05,8/1/2013,169
PLWM20W04,9/10/2013,153
PLWM20W03,6/2/2014,144
PLWM20W02,6/10/2014,141
PLWM20W01,11/14/2014,78
PLWM21F02,6/28/2012,987
PLWM21F03,6/28/2012,0
PLWM21F01,7/10/2012,832
PLWM21C04a,8/8/2012,379
PLWM21C04c,8/9/2012,103
PLWM21C03a,8/22/2012,410
PLWM21C03c,8/25/2012,86
PLWM21C04b,11/22/2012,214
PLWM21C03b,12/6/2012,223
PLWM21C02,12/19/2012,405
PLWM21C01,12/27/2012,1261.14
PLWM21W11,2/8/2013,545
PLWM21W10,2/18/2013,411
PLWM21W09,3/5/2013,362
PLWM21W08,3/19/2013,240
PLWM21W07,4/1/2013,268
PLWM21W06,4/18/2013,263
PLWM21W05,5/3/2013,183
PLWM21W04,9/23/2013,153
PLWM21W03,3/17/2014,145
PLWM21W02,6/28/2014,119
PLWM21W01,10/24/2014,78
PLWM22F02,8/16/2012,952
PLWM22F03,8/16/2012,0
PLWM22F01,8/24/2012,804
PLWM22C04a,9/11/2012,368
PLWM22C03a,10/3/2012,405
PLWM22C04c,10/15/2012,104
PLWM22C03c,10/23/2012,81
PLWM22C04b,10/23/2012,221
PLWM22C03b,11/8/2012,201
PLWM22C02,11/24/2012,405
PLWM22C01,11/29/2012,1270
PLWM22W11,4/4/2013,495
PLWM22W10,5/2/2013,418
PLWM22W09,5/13/2013,345
PLWM22W08,5/22/2013,265
PLWM22W07,6/7/2013,215
PLWM22W06,6/21/2013,219
PLWM22W05,7/13/2013,197
PLWM22W04,8/5/2013,185
PLWM22W03,1/22/2014,145
PLWM22W02,6/17/2014,104
PLWM22W01,11/11/2014,78
PLWM23F02,7/11/2012,1128
PLWM23F03,7/11/2012,0
PLWM23F01,8/7/2012,904
PLWM23C04a,8/29/2012,388
PLWM23C03a,9/22/2012,482
PLWM23C04b,9/26/2012,449
PLWM23C04c,9/26/2012,0
PLWM23C03b,10/8/2012,498
PLWM23C03c,10/8/2012,0
PLWM23C02,10/31/2012,411.1
PLWM23C01,11/8/2012,1446.8
PLWM23W11,1/21/2013,954
PLWM23W10,3/13/2013,362
PLWM23W09,3/27/2013,647
PLWM23W08,10/9/2013,293
PLWM23W07,10/23/2013,240
PLWM23W06,10/30/2013,274
PLWM23W05,11/15/2013,200
PLWM23W04,11/25/2013,194
PLWM23W03,12/4/2013,166
PLWM23W02,12/17/2013,196
PLWM23W01,11/24/2014,69
PH1W6AF03,03/16/2012,1030
PH1W6AF02,03/27/2012,459
PH1W6AF01,05/10/2012,674
PH1W6AW10a,06/23/2012,369
PH1W6AW10b,06/28/2012,440
PH1W6AW10c,07/03/2012,88
PH1W6AW09a,07/18/2012,232
PH1W6AW09b,07/10/2012,391
PH1W6AW09c,07/21/2012,77
PH1W6AW08,09/03/2012,323
PH1W6AW07,09/18/2012,956
PH1W6AW06a,10/04/2012,379
PH1W6AW06b,10/04/2012,0
PH1W6AW05a,10/22/2012,201
PH1W6AW05b,10/22/2012,151
PH1W6AW04,11/19/2012,595
PH1W6AW03,03/07/2013,504
PH1W6AW02,04/09/2013,244
PH1W6AW01,06/21/2014,266
PH1W6BF03,04/04/2012,812
PH1W6BF02,04/23/2012,338
PH1W6BF01,05/22/2012,489
PH1W6BW10a,08/07/2012,290
PH1W6BW10b,08/06/2012,352
PH1W6BW10c,07/12/2012,128
PH1W6BW09a,08/18/2012,208
PH1W6BW09b,08/15/2012,320
PH1W6BW09c,07/30/2012,121
PH1W6BW08,11/22/2012,252
PH1W6BW07,12/03/2012,731
PH1W6BW06a,12/15/2012,368
PH1W6BW06b,12/15/2012,0
PH1W6BW05a,12/21/2012,172
PH1W6BW05b,12/21/2012,172
PH1W6BW04,01/10/2013,628
PH1W6BW03,01/28/2013,612
PH1W6BW02,07/11/2013,240
PH1W6BW01,08/01/2014,284
PH1W6CF03,03/09/2012,1112
PH1W6CF02,03/19/2012,481.12
PH1W6CF01,07/11/2012,686
PH1W6CW10a,10/12/2012,901
PH1W6CW10b,10/12/2012,0
PH1W6CW10c,10/12/2012,0
PH1W6CW09a,11/14/2012,790
PH1W6CW09b,11/14/2012,0
PH1W6CW09c,11/14/2012,0
PH1W6CW08,02/08/2013,286.06
PH1W6CW07,02/27/2013,823
PH1W6CW06a,03/25/2013,467
PH1W6CW06b,03/25/2013,32
PH1W6CW06c,03/25/2013,13
PH1W6CW06d,03/25/2013,32
PH1W6CW05a,04/24/2013,548
PH1W6CW05b,04/24/2013,0
PH1W6CW05c,04/24/2013,0
PH1W6CW05d,04/24/2013,0
PH1W6CW04,05/27/2013,1109
PH1W6CW03,06/27/2013,1025
PH1W6CW02,07/13/2013,460
PH1W6CW01,07/12/2014,471
PH1W6DF03,05/15/2012,774
PH1W6DF02,06/15/2012,363
PH1W6DF01,08/03/2012,474
PH1W6DW10a,08/17/2012,145
PH1W6DW10b,08/27/2012,368
PH1W6DW10c,08/27/2012,118
PH1W6DW09a,09/11/2012,134
PH1W6DW09b,09/24/2012,335
PH1W6DW09c,09/18/2012,91
PH1W6DW08,12/07/2012,231
PH1W6DW07,12/18/2012,688
PH1W6DW06a,03/08/2013,184
PH1W6DW06b,03/08/2013,0
PH1W6DW05a,03/14/2013,210
PH1W6DW05b,03/14/2013,0
PH1W6DW04,05/10/2013,440
PH1W6DW03,06/05/2013,424
PH1W6DW02,07/03/2013,188
PH1W6DW01,08/05/2014,188
PH1W6EF06,03/16/2012,320
PH1W6DF06,03/16/2012,0
PH1W6EF05,03/21/2012,415
PH1W6DF05,03/21/2012,0
PH1W6EF04a,04/12/2012,648
PH1W6DF04a,04/12/2012,0
PH1W6DF04b,04/02/2012,544
PH1W6EF04b,04/02/2012,0
PH1W6EF03,05/25/2012,687
PH1W6EF02,06/29/2012,298
PH1W6EF01,07/12/2012,480
PH1W6EW10a,08/13/2012,128
PH1W6EW10b,08/16/2012,475
PH1W6EW10c,07/13/2012,0
PH1W6EW09a,09/04/2012,120
PH1W6EW09b,09/14/2012,444
PH1W6EW09c,10/18/2012,16
PH1W6EW08,12/11/2012,250
PH1W6EW07,01/08/2013,718
PH1W6EW06a,02/09/2013,257
PH1W6EW06b,02/09/2013,0
PH1W6EW05a,02/20/2013,259
PH1W6EW05b,02/20/2013,0
PH1W6EW04,04/18/2013,473
PH1W6EW03,05/30/2013,448
PH1W6EW02,06/20/2013,176
PH1W6EW01,07/28/2014,211
PH1C5AF03,04/27/2012,1746
PH1C5AF02,05/29/2012,546
PH1C5AF01,06/07/2012,199
PH1C5BF03,07/02/2012,1192
PH1C5BF02,07/12/2012,464
PH1C5BF01,07/25/2012,664
PH1C5CF06,05/16/2012,302
PH1C5CF05,05/26/2012,425
PH1C5CF04,06/04/2012,598
PH1C5CF03,06/04/2012,691
PH1C5CF02,06/04/2012,237
PH1C5CF01,07/19/2012,184
PH1C4AF03,09/21/2012,1583
PH1C4AF02,09/27/2012,521
PH1C4AF01,10/04/2012,184
PH1C4BF03,08/29/2012,1178
PH1C4BF02,09/07/2012,464
PH1C4BF01,09/13/2012,584
PH1C4CF06,11/07/2012,455.96
PH1C4CF05,11/14/2012,622.04
PH1C4CF04,11/21/2012,752
PH1C4CF03,11/28/2012,972
PH1C4CF02,12/05/2012,317
PH1C4CF01,12/10/2012,243
PH1E3AF07,04/20/2012,982
PH1E3AF06,05/08/2012,905
PH1E3AF05a,05/31/2012,364
PH1E3AF05b,06/07/2012,368
PH1E3AF05c,06/21/2012,456
PH1E3AF04a,06/14/2012,368
PH1E3AF04b,06/29/2012,384
PH1E3AF04c,07/13/2012,406
PH1E3AF03,08/20/2012,1878
PH1E3AF02,09/20/2012,724
PH1E3AF01,10/03/2012,718
PH1E3AW10,10/17/2012,1254
PH1E3AW09,11/06/2012,530
PH1E3AW08,11/27/2012,552
PH1E3AW07a,12/12/2012,602
PH1E3AW07b,12/13/2012,0
PH1E3AW06,01/15/2013,568
PH1E3AW05,02/20/2013,584
PH1E3AW04,04/01/2013,476
PH1E3AW03,05/09/2013,380
PH1E3AW02,07/23/2013,312
PH1E3AW02a,07/31/2013,32
PH1E3AW01,08/07/2013,195
PH1E3BF07,03/05/2012,700
PH1E3BF06,03/31/2012,618
PH1E3BF05a,07/07/2012,952
PH1E3BF05b,07/07/2012,0
PH1E3BF05c,07/07/2012,0
PH1E3BF04a,07/26/2012,283
PH1E3BF04b,07/26/2012,328
PH1E3BF04c,08/08/2012,308
PH1E3BF03,10/16/2012,1433
PH1E3BF02,11/12/2012,528
PH1E3BF01,11/22/2012,668
PH1E3BW10,12/20/2012,1077
PH1E3BW09,01/14/2013,625
PH1E3BW08,01/25/2013,758
PH1E3BW07a,02/13/2013,893
PH1E3BW07b,03/12/2013,0
PH1E3BW07c,03/13/2013,0
PH1E3BW06,02/28/2013,829
PH1E3BW05,03/20/2013,967
PH1E3BW04,04/15/2013,752
PH1E3BW03,05/30/2013,688
PH1E3BW02a,07/12/2013,72
PH1E3BW02,07/20/2013,456
PH1E3BW01,07/29/2013,285
PH1E3CF07,01/13/2012,784.14
PH1E3CF06,02/06/2012,1071.96
PH1E3CF05a,03/09/2012,364
PH1E3CF05b,03/22/2012,603
PH1E3CF05c,04/09/2012,320
PH1E3CF04a,04/02/2012,302
PH1E3CF04b,03/29/2012,272
PH1E3CF04b1,04/17/2012,752
PH1E3CF04c,04/26/2012,316
PH1E3CF03,06/26/2012,1615
PH1E3CF02,08/01/2012,645
PH1E3CF01,08/24/2012,721
PH1E3CW10,09/10/2012,837
PH1E3CW09,09/27/2012,525
PH1E3CW08,10/12/2012,694
PH1E3CW07a,10/31/2012,599
PH1E3CW07b,10/31/2012,0
PH1E3CW06,11/24/2012,548
PH1E3CW05,12/28/2012,592
PH1E3CW04,02/08/2013,452
PH1E3CW03,04/03/2013,341
PH1E3CW02a,06/10/2013,63
PH1E3CW02,07/10/2013,264
PH1E3CW01,07/26/2013,159
PH1E2AF03,07/05/2012,869
PH1E2AF02,07/17/2012,812
PH1E2AF01,07/24/2012,332
PH1E2AW10,08/02/2012,536
PH1E2AW09,08/13/2012,362
PH1E2AW08,08/21/2012,392
PH1E2AW07,08/28/2012,408
PH1E2AW06,09/04/2012,398
PH1E2AW05,09/15/2012,405
PH1E2AW04,04/08/2013,288
PH1E2AW03,05/20/2013,228
PH1E2AW02,07/16/2013,157
PH1E2AW01,07/02/2014,87
PH1E2BF03,08/04/2012,978
PH1E2BF02,08/10/2012,935
PH1E2BF01,08/17/2012,520
PH1E2BW10,09/19/2012,789
PH1E2BW09,10/05/2012,577
PH1E2BW08,10/18/2012,659
PH1E2BW07,11/07/2012,757
PH1E2BW06,11/20/2012,697
PH1E2BW05,11/28/2012,816
PH1E2BW04,04/23/2013,636
PH1E2BW03,06/06/2013,512
PH1E2BW02,06/29/2013,423
PH1E2BW01,07/25/2014,230
PH1E2CF03,05/01/2012,890
PH1E2CF02,05/21/2012,819
PH1E2CF01,05/30/2012,330
PH1E2CW10,06/11/2012,585
PH1E2CW09,06/27/2012,364
PH1E2CW08,07/10/2012,392
PH1E2CW07,08/14/2012,421
PH1E2CW06,08/23/2012,384
PH1E2CW05,08/30/2012,424
PH1E2CW04,03/13/2013,280
PH1E2CW03,05/06/2013,238
PH1E2CW02,06/06/2013,178
PH1E2CW01,08/18/2014,71
PH1E1AF03,12/22/2011,943
PH1E1AF02,02/02/2012,860
PH1E1AF01,03/01/2012,384
PH1E1AW10,03/20/2012,713
PH1E1AW09,04/09/2012,461
PH1E1AW08,04/24/2012,528
PH1E1A+1BW08,03/18/2014,4
PH1E1AW07,05/18/2012,564
PH1E1AW06,06/12/2012,519
PH1E1AW05,07/10/2012,540
PH1E1AW04,08/09/2012,359
PH1E1AW03,10/24/2012,252.5
PH1E1AW02,11/16/2012,193
PH1E1AW01,07/19/2014,86
PH1E1BF03,02/11/2012,1082
PH1E1BF02,02/28/2012,999.18
PH1E1BF01,03/12/2012,576.5
PH1E1BW10,03/30/2012,938
PH1E1BW09,05/14/2012,674
PH1E1BW08,05/28/2012,742
PH1E1B+1CW08,02/25/2014,9
PH1E1BW07,06/27/2012,857
PH1E1BW06,08/29/2012,813
PH1E1BW05,09/29/2012,961
PH1E1BW04,12/19/2012,713
PH1E1BW03,02/08/2013,556
PH1E1BW02,05/23/2013,483
PH1E1BW01,08/11/2014,233
PH1E1CF03,12/29/2011,944.16
PH1E1CF02,01/30/2012,856
PH1E1CF01,03/02/2012,424
PH1E1CW10,03/23/2012,769
PH1E1CW09,04/20/2012,440
PH1E1CW08,05/09/2012,496
PH1E1CW07,05/23/2012,537
PH1E1CW06,06/18/2012,498
PH1E1CW05,08/07/2012,563
PH1E1CW04,09/11/2012,337
PH1E1CW03,01/21/2013,250
PH1E1CW02,05/09/2013,163
PH1E1CW01,08/28/2014,94.5
PH1E6CW10,10/04/2014,5
PH2W6AF03,10/26/2011,305
PH2W6AF02,10/26/2011,305
PH2W6AF01,11/24/2011,544
PH2W6AW13a,12/02/2011,168
PH2W6AW13b,12/06/2011,272
PH2W6AW13c,12/09/2011,59
PH2W6AW12a,12/13/2011,122
PH2W6AW12b,12/15/2011,324
PH2W6AW12c,12/20/2011,57
PH2W6AW11a,02/07/2012,280
PH2W6AW11b,02/07/2012,280
PH2W6AW10,02/24/2012,738
PH2W6AW09a,03/20/2012,184
PH2W6AW09b,03/20/2012,0
PH2W6AW08a,04/09/2012,51
PH2W6AW08b,03/31/2012,128
PH2W6AW07,04/25/2012,406
PH2W6AW06,06/30/2012,412
PH2W6AW05,07/21/2012,188
PH2W6AW04,07/28/2012,137
