Activity ID,Structure,Main structure,Activity Name,Start,Finish,Budgeted Units,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
H4C-5B-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-May-12,18-May-12,38222,38222,2.7.2.5.1.3,H4C-5B-F03,Material,Rebar
H4C-5B-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,25-May-12,26-May-12,14163,14163,2.7.2.5.1.2,H4C-5B-F02,Material,Rebar
H4C-5B-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,31-May-12,4-Jun-12,54970,54970,2.7.2.5.1.1,H4C-5B-F01,Material,Rebar
H4C-4C-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,9-Jun-12,14-Jun-12,80678,80678,2.7.2.3.1.3,H4C-4C-F03,Material,Rebar
H4C-4C-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,20-Jun-12,23-Jun-12,40456,40456,2.7.2.3.1.2,H4C-4C-F02,Material,Rebar
H4C-4C-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,30-Jun-12,3-Jul-12,31424,31424,2.7.2.3.1.1,H4C-4C-F01,Material,Rebar
H4C-4B-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-Aug-12,15-Aug-12,10872,10872,2.7.2.2.1.2,H4C-4B-F02,Material,Rebar
H4C-4B-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,20-Aug-12,23-Aug-12,57183,57183,2.7.2.2.1.1,H4C-4B-F01,Material,Rebar
H4C-4B-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,7-Aug-12,8-Aug-12,34823,34823,2.7.2.2.1.3,H4C-4B-F03,Material,Rebar
H4C-4A-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,11-Jan-13,14-Jan-13,13804,13804,2.7.2.1.1.2,H4C-4A-F02,Material,Rebar
H4C-4A-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,17-Jan-13,21-Jan-13,22516,22516,2.7.2.1.1.1,H4C-4A-F01,Material,Rebar
H4C-4A-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Jan-13,7-Jan-13,64506,64506,2.7.2.1.1.3,H4C-4A-F03,Material,Rebar
H4W-6B-W13-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,11-Jul-12,14-Jul-12,15127,15127,2.7.3.2.2.14,H4W-6B-W13,Material,Rebar
H4W-6B-W12-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,21-Jul-12,23-Jul-12,6220,6220,2.7.3.2.2.13,H4W-6B-W12,Material,Rebar
H4W-6B-W11-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,28-Jul-12,30-Jul-12,12209,12209,2.7.3.2.2.12,H4W-6B-W11,Material,Rebar
H4W-6B-W10-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Aug-12,7-Aug-12,14941,14941,2.7.3.2.2.10,H4W-6B-W10,Material,Rebar
H4W-6B-W09-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-Aug-12,15-Aug-12,5404,5404,2.7.3.2.2.9,H4W-6B-W09,Material,Rebar
H4W-6B-W08-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Aug-12,23-Aug-12,5519,5519,2.7.3.2.2.8,H4W-6B-W08,Material,Rebar
H4W-6B-W07-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,29-Aug-12,29-Aug-12,5248,5248,2.7.3.2.2.7,H4W-6B-W07,Material,Rebar
H4W-6B-W06-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Sep-12,4-Sep-12,4271,4271,2.7.3.2.2.6,H4W-6B-W06,Material,Rebar
H4W-6B-W05-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,11-Sep-12,11-Sep-12,4292,4292,2.7.3.2.2.5,H4W-6B-W05,Material,Rebar
H4W-6B-W03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Sep-12,24-Sep-12,5078,5078,2.7.3.2.2.3,H4W-6B-W03,Material,Rebar
H4W-6B-W02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,29-Sep-12,29-Sep-12,5401,5401,2.7.3.2.2.2,H4W-6B-W02,Material,Rebar
H4W-6B-W01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,6-Oct-12,6-Oct-12,4051,4051,2.7.3.2.2.1,H4W-6B-W01,Material,Rebar
H4W-6B-W04-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,17-Sep-12,17-Sep-12,4077,4077,2.7.3.2.2.4,H4W-6B-W04,Material,Rebar
H4W-6B-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-Jun-12,15-Jun-12,16350,16350,2.7.3.2.1.3,H4W-6B-F03,Material,Rebar
H4W-6B-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,23-Jun-12,25-Jun-12,26888,26888,2.7.3.2.1.2,H4W-6B-F02,Material,Rebar
H4W-6B-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,2-Jul-12,3-Jul-12,10008,10008,2.7.3.2.1.1,H4W-6B-F01,Material,Rebar
H4W-6A-W13-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Aug-12,4-Aug-12,13539,13539,2.7.3.1.2.14,H4W-6A-W13,Material,Rebar
H4W-6A-W12-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,11-Aug-12,11-Aug-12,6495,6495,2.7.3.1.2.13,H4W-6A-W12,Material,Rebar
H4W-6A-W11-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,18-Aug-12,20-Aug-12,15017,15017,2.7.3.1.2.12,H4W-6A-W11,Material,Rebar
H4W-6A-W08-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,15-Sep-12,17-Sep-12,7783,7783,2.7.3.1.2.8,H4W-6A-W08,Material,Rebar
H4W-6A-W07-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,24-Sep-12,27-Sep-12,13664,13664,2.7.3.1.2.7,H4W-6A-W07,Material,Rebar
H4W-6A-W06-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Oct-12,6-Oct-12,10037,10037,2.7.3.1.2.6,H4W-6A-W06,Material,Rebar
H4W-6A-W10-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,27-Aug-12,31-Aug-12,23939,23939,2.7.3.1.2.10,H4W-6A-W10,Material,Rebar
H4W-6A-W09-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,8-Sep-12,8-Sep-12,8726,8726,2.7.3.1.2.9,H4W-6A-W09,Material,Rebar
H4W-6A-W03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Nov-12,2-Nov-12,10887,10887,2.7.3.1.2.3,H4W-6A-W03,Material,Rebar
H4W-6A-W02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,13-Nov-12,14-Nov-12,13782,13782,2.7.3.1.2.2,H4W-6A-W02,Material,Rebar
H4W-6A-W01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Nov-12,22-Nov-12,5778,5778,2.7.3.1.2.1,H4W-6A-W01,Material,Rebar
H4W-6A-W05-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,13-Oct-12,15-Oct-12,10309,10309,2.7.3.1.2.5,H4W-6A-W05,Material,Rebar
H4W-6A-W04-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Oct-12,24-Oct-12,10881,10881,2.7.3.1.2.4,H4W-6A-W04,Material,Rebar
H4W-6A-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,9-Jul-12,12-Jul-12,22990,22990,2.7.3.1.1.3,H4W-6A-F03,Material,Rebar
H4W-6A-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,17-Jul-12,18-Jul-12,12197,12197,2.7.3.1.1.2,H4W-6A-F02,Material,Rebar
H4W-6A-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,24-Jul-12,26-Jul-12,16315,16315,2.7.3.1.1.1,H4W-6A-F01,Material,Rebar
H4W-6C-W13-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Aug-12,3-Aug-12,27902,27902,2.7.3.3.2.14,H4W-6C-W13,Material,Rebar
H4W-6C-W12-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,13-Aug-12,15-Aug-12,13987,13987,2.7.3.3.2.13,H4W-6C-W12,Material,Rebar
H4W-6C-W11-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Aug-12,25-Aug-12,16655,16655,2.7.3.3.2.12,H4W-6C-W11,Material,Rebar
H4W-6C-W10-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,3-Sep-12,4-Sep-12,31460,31460,2.7.3.3.2.10,H4W-6C-W10,Material,Rebar
H4W-6C-W08-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,24-Sep-12,27-Sep-12,37396,37396,2.7.3.3.2.8,H4W-6C-W08,Material,Rebar
H4W-6C-W07-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,6-Oct-12,8-Oct-12,30091,30091,2.7.3.3.2.7,H4W-6C-W07,Material,Rebar
H4W-6C-W06-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,20-Oct-12,22-Oct-12,34964,34964,2.7.3.3.2.6,H4W-6C-W06,Material,Rebar
H4W-6C-W05-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,2-Nov-12,6-Nov-12,34071,34071,2.7.3.3.2.5,H4W-6C-W05,Material,Rebar
H4W-6C-W09-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,13-Sep-12,15-Sep-12,31152,31152,2.7.3.3.2.9,H4W-6C-W09,Material,Rebar
H4W-6C-W03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Dec-12,3-Dec-12,32210,32210,2.7.3.3.2.3,H4W-6C-W03,Material,Rebar
H4W-6C-W02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,12-Dec-12,14-Dec-12,40487,40487,2.7.3.3.2.2,H4W-6C-W02,Material,Rebar
H4W-6C-W01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,20-Dec-12,22-Dec-12,13973,13973,2.7.3.3.2.1,H4W-6C-W01,Material,Rebar
H4W-6C-W04-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,17-Nov-12,20-Nov-12,27631,27631,2.7.3.3.2.4,H4W-6C-W04,Material,Rebar
H4W-6C-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,9-Jul-12,10-Jul-12,34892,34892,2.7.3.3.1.3,H4W-6C-F03,Material,Rebar
H4W-6C-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-Jul-12,17-Jul-12,20594,20594,2.7.3.3.1.2,H4W-6C-F02,Material,Rebar
H4W-6C-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,23-Jul-12,25-Jul-12,35988,35988,2.7.3.3.1.1,H4W-6C-F01,Material,Rebar
H4W-6E-W13-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Aug-12,7-Aug-12,18628,18628,2.7.3.5.2.14,H4W-6E-W13,Material,Rebar
H4W-6E-W12-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,15-Aug-12,15-Aug-12,8881,8881,2.7.3.5.2.13,H4W-6E-W12,Material,Rebar
H4W-6E-W11-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Aug-12,25-Aug-12,15219,15219,2.7.3.5.2.12,H4W-6E-W11,Material,Rebar
H4W-6E-W10-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,31-Aug-12,3-Sep-12,34758,34758,2.7.3.5.2.10,H4W-6E-W10,Material,Rebar
H4W-6E-W09-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,8-Sep-12,10-Sep-12,11422,11422,2.7.3.5.2.9,H4W-6E-W09,Material,Rebar
H4W-6E-W08-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,17-Sep-12,18-Sep-12,12747,12747,2.7.3.5.2.8,H4W-6E-W08,Material,Rebar
H4W-6E-W07-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,25-Sep-12,27-Sep-12,17295,17295,2.7.3.5.2.7,H4W-6E-W07,Material,Rebar
H4W-6E-W06-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,4-Oct-12,6-Oct-12,12975,12975,2.7.3.5.2.6,H4W-6E-W06,Material,Rebar
H4W-6E-W05-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,15-Oct-12,16-Oct-12,13000,13000,2.7.3.5.2.5,H4W-6E-W05,Material,Rebar
H4W-6E-W04-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,26-Oct-12,27-Oct-12,13305,13305,2.7.3.5.2.4,H4W-6E-W04,Material,Rebar
H4W-6E-W03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,6-Nov-12,9-Nov-12,13494,13494,2.7.3.5.2.1,H4W-6E-W03,Material,Rebar
H4W-6E-W01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,30-Nov-12,30-Nov-12,6397,6397,2.7.3.5.2.3,H4W-6E-W01,Material,Rebar
H4W-6E-W02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,19-Nov-12,22-Nov-12,17818,17818,2.7.3.5.2.2,H4W-6E-W02,Material,Rebar
H4W-6E-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,7-Jul-12,11-Jul-12,23272,23272,2.7.3.5.1.3,H4W-6E-F03,Material,Rebar
H4W-6E-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,16-Jul-12,18-Jul-12,29315,29315,2.7.3.5.1.2,H4W-6E-F02,Material,Rebar
H4W-6E-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,25-Jul-12,26-Jul-12,28590,28590,2.7.3.5.1.1,H4W-6E-F01,Material,Rebar
H4W-6D-W13-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,10-Jul-12,12-Jul-12,19800,19800,2.7.3.4.2.14,H4W-6D-W13,Material,Rebar
H4W-6D-W12-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,21-Jul-12,23-Jul-12,9020,9020,2.7.3.4.2.13,H4W-6D-W12,Material,Rebar
H4W-6D-W11-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,30-Jul-12,31-Jul-12,9690,9690,2.7.3.4.2.12,H4W-6D-W11,Material,Rebar
H4W-6D-W10-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,6-Aug-12,6-Aug-12,7673,7673,2.7.3.4.2.10,H4W-6D-W10,Material,Rebar
H4W-6D-W09-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,13-Aug-12,14-Aug-12,9027,9027,2.7.3.4.2.9,H4W-6D-W09,Material,Rebar
H4W-6D-W08-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,18-Aug-12,20-Aug-12,8145,8145,2.7.3.4.2.8,H4W-6D-W08,Material,Rebar
H4W-6D-W07-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,27-Aug-12,28-Aug-12,9656,9656,2.7.3.4.2.7,H4W-6D-W07,Material,Rebar
H4W-6D-W06-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Sep-12,3-Sep-12,7984,7984,2.7.3.4.2.6,H4W-6D-W06,Material,Rebar
H4W-6D-W05-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,8-Sep-12,10-Sep-12,8410,8410,2.7.3.4.2.5,H4W-6D-W05,Material,Rebar
H4W-6D-W04-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,14-Sep-12,15-Sep-12,8800,8800,2.7.3.4.2.4,H4W-6D-W04,Material,Rebar
H4W-6D-W03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,22-Sep-12,24-Sep-12,11322,11322,2.7.3.4.2.3,H4W-6D-W03,Material,Rebar
H4W-6D-W01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,12-Oct-12,13-Oct-12,5881,5881,2.7.3.4.2.1,H4W-6D-W01,Material,Rebar
H4W-6D-W02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,1-Oct-12,4-Oct-12,18028,18028,2.7.3.4.2.2,H4W-6D-W02,Material,Rebar
H4W-6D-F03-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,11-Jun-12,12-Jun-12,17280,17280,2.7.3.4.1.3,H4W-6D-F03,Material,Rebar
H4W-6D-F02-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,20-Jun-12,23-Jun-12,19059,19059,2.7.3.4.1.2,H4W-6D-F02,Material,Rebar
H4W-6D-F01-20,LOCK HEAD,LOCK HEAD 4,Steel Reinforcement,30-Jun-12,2-Jul-12,14488,14488,2.7.3.4.1.1,H4W-6D-F01,Material,Rebar
H1E-3B-F07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,20-Aug-11,25-Aug-11,45746,45746,2.4.1.8.1.7,H1E-3B-F07,Material,Rebar
H1E-3B-F06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,29-Aug-11,2-Sep-11,40674,40674,2.4.1.8.1.6,H1E-3B-F06,Material,Rebar
H1E-3B-F03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,27-Oct-11,31-Oct-11,37731,37731,2.4.1.8.1.3,H1E-3B-F03,Material,Rebar
H1E-3B-F02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,11-Nov-11,15-Nov-11,55616,55616,2.4.1.8.1.2,H1E-3B-F02,Material,Rebar
H1E-3B-F01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,23-Nov-11,26-Nov-11,13450,13450,2.4.1.8.1.1,H1E-3B-F01,Material,Rebar
H1E-3B-F05-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,10-Sep-11,13-Sep-11,33714,33714,2.4.1.8.1.5,H1E-3B-F05,Material,Rebar
H1E-3B-F04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,22-Sep-11,24-Sep-11,39526,39526,2.4.1.8.1.4,H1E-3B-F04,Material,Rebar
H1E-3B-W10-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,5-Dec-11,9-Dec-11,53955,53955,2.4.1.8.2.3,H1E-3B-W10,Material,Rebar
H1E-3B-W09-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,19-Dec-11,21-Dec-11,28924,28924,2.4.1.8.2.4,H1E-3B-W09,Material,Rebar
H1E-3B-W08-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,29-Dec-11,3-Jan-12,24796,24796,2.4.1.8.2.5,H1E-3B-W08,Material,Rebar
H1E-3B-W03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,22-Feb-12,24-Feb-12,44683,44683,2.4.1.8.2.11,H1E-3B-W03,Material,Rebar
H1E-3B-W06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,21-Jan-12,24-Jan-12,30184,30184,2.4.1.8.2.7,H1E-3B-W06,Material,Rebar
H1E-3B-W05-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,1-Feb-12,2-Feb-12,27666,27666,2.4.1.8.2.8,H1E-3B-W05,Material,Rebar
H1E-3B-W01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,14-Mar-12,19-Mar-12,23201,23201,2.4.1.8.2.13,H1E-3B-W01,Material,Rebar
H1E-3B-W07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,12-Jan-12,14-Jan-12,39224,39224,2.4.1.8.2.6,H1E-3B-W07,Material,Rebar
H1E-3B-W04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,10-Feb-12,11-Feb-12,33249,33249,2.4.1.8.2.9,H1E-3B-W04,Material,Rebar
H1E-3B-W02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,3-Mar-12,6-Mar-12,20195,20195,2.4.1.8.2.12,H1E-3B-W02,Material,Rebar
H1E-3A-W10-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,17-Oct-11,21-Oct-11,47061,47061,2.4.1.7.2.3,H1E-3A-W10,Material,Rebar
H1E-3A-W09-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,31-Oct-11,2-Nov-11,20249,20249,2.4.1.7.2.4,H1E-3A-W09,Material,Rebar
H1E-3A-W07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,23-Nov-11,25-Nov-11,25041,25041,2.4.1.7.2.6,H1E-3A-W07,Material,Rebar
H1E-3A-W06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,3-Dec-11,5-Dec-11,29679,29679,2.4.1.7.2.7,H1E-3A-W06,Material,Rebar
H1E-3A-W02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,13-Jan-12,14-Jan-12,16690,16690,2.4.1.7.2.12,H1E-3A-W02,Material,Rebar
H1E-3A-W08-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,12-Nov-11,14-Nov-11,25628,25628,2.4.1.7.2.5,H1E-3A-W08,Material,Rebar
H1E-3A-W04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,23-Dec-11,26-Dec-11,28441,28441,2.4.1.7.2.9,H1E-3A-W04,Material,Rebar
H1E-3A-W03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,3-Jan-12,5-Jan-12,27532,27532,2.4.1.7.2.10,H1E-3A-W03,Material,Rebar
H1E-3A-W01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,20-Jan-12,23-Jan-12,15952,15952,2.4.1.7.2.13,H1E-3A-W01,Material,Rebar
H1E-3A-W05-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,13-Dec-11,16-Dec-11,24979,24979,2.4.1.7.2.8,H1E-3A-W05,Material,Rebar
H1E-3A-F07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,13-Jul-11,18-Jul-11,44421,44421,2.4.1.7.1.7,H1E-3A-F07,Material,Rebar
H1E-3A-F04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,12-Aug-11,15-Aug-11,37742,37742,2.4.1.7.1.4,H1E-3A-F04,Material,Rebar
H1E-3A-F02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,24-Sep-11,28-Sep-11,53024,53024,2.4.1.7.1.2,H1E-3A-F02,Material,Rebar
H1E-3A-F03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,13-Sep-11,17-Sep-11,78489,78489,2.4.1.7.1.3,H1E-3A-F03,Material,Rebar
H1E-3A-F06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,23-Jul-11,26-Jul-11,40058,40058,2.4.1.7.1.6,H1E-3A-F06,Material,Rebar
H1E-3A-F05-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,2-Aug-11,5-Aug-11,29666,29666,2.4.1.7.1.5,H1E-3A-F05,Material,Rebar
H1E-3A-F01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,5-Oct-11,7-Oct-11,6601,6601,2.4.1.7.1.1,H1E-3A-F01,Material,Rebar
H1E-2A-F02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,29-Aug-11,2-Sep-11,29566,29566,2.4.1.4.1.2,H1E-2A-F02,Material,Rebar
H1E-2A-F03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,20-Aug-11,23-Aug-11,34593,34593,2.4.1.4.1.1,H1E-2A-F03,Material,Rebar
H1E-2A-F01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,6-Sep-11,6-Sep-11,904,904,2.4.1.4.1.3,H1E-2A-F01,Material,Rebar
H1E-2A-W10-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,12-Sep-11,13-Sep-11,7212,7212,2.4.1.4.2.3,H1E-2A-W10,Material,Rebar
H1E-2A-W08-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,26-Sep-11,27-Sep-11,7993,7993,2.4.1.4.2.5,H1E-2A-W08,Material,Rebar
H1E-2A-W07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,3-Oct-11,5-Oct-11,11184,11184,2.4.1.4.2.6,H1E-2A-W07,Material,Rebar
H1E-2A-W03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,11-Nov-11,14-Nov-11,15569,15569,2.4.1.4.2.10,H1E-2A-W03,Material,Rebar
H1E-2A-W02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,19-Nov-11,21-Nov-11,5269,5269,2.4.1.4.2.12,H1E-2A-W02,Material,Rebar
H1E-2A-W01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,29-Nov-11,29-Nov-11,7553,7553,2.4.1.4.2.13,H1E-2A-W01,Material,Rebar
H1E-2A-W04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,1-Nov-11,2-Nov-11,9325,9325,2.4.1.4.2.9,H1E-2A-W04,Material,Rebar
H1E-2A-W09-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,19-Sep-11,19-Sep-11,8478,8478,2.4.1.4.2.4,H1E-2A-W09,Material,Rebar
H1E-2A-W06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,15-Oct-11,17-Oct-11,5282,5282,2.4.1.4.2.7,H1E-2A-W06,Material,Rebar
H1E-2A-W05-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,24-Oct-11,25-Oct-11,6477,6477,2.4.1.4.2.8,H1E-2A-W05,Material,Rebar
H1E-1C-F02-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,8-Aug-11,9-Aug-11,16479,16479,2.4.1.3.1.2,H1E-1C-F02,Material,Rebar
H1E-1C-F03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,27-Jul-11,30-Jul-11,45787,45787,2.4.1.3.1.1,H1E-1C-F03,Material,Rebar
H1E-1C-F01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,16-Aug-11,16-Aug-11,2234,2234,2.4.1.3.1.3,H1E-1C-F01,Material,Rebar
H1E-1C-W06-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,23-Sep-11,26-Sep-11,13679,13679,2.4.1.3.2.7,H1E-1C-W06,Material,Rebar
H1E-1C-W04-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,15-Oct-11,19-Oct-11,21494,21494,2.4.1.3.2.9,H1E-1C-W04,Material,Rebar
H1E-1C-W03-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,27-Oct-11,31-Oct-11,20963,20963,2.4.1.3.2.10,H1E-1C-W03,Material,Rebar
H1E-1C-W01-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,21-Nov-11,23-Nov-11,9370,9370,2.4.1.3.2.13,H1E-1C-W01,Material,Rebar
H1E-1C-W08-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,8-Sep-11,9-Sep-11,10606,10606,2.4.1.3.2.5,H1E-1C-W08,Material,Rebar
H1E-1C-W07-20,LOCK HEAD,LOCK HEAD 1,Steel Reinforcement,14-Sep-11,16-Sep-11,17464,17464,2.4.1.3.2.6,H1E-1C-W07,Material,Rebar
